,고객이름,방문매장,최근방문날짜,방문횟수
11954,37888344,GS25S강남구청역점,2018-02-13,20
11955,37888344,GS25강남쌍용점,2020-06-13,1
11956,37888344,GS25강남세곡점,2020-07-18,16
11957,37888344,GS25강남에이스타워점,2018-05-17,8
11958,37888344,GS25강남YBM점,2018-02-11,14
11959,37888344,GS25S9삼성중앙역점,2018-07-11,14
11960,37888344,GS25강남신사점,2018-04-13,4
11961,37888344,GS25강남시티힐점,2020-02-21,1
11962,25599439,GS25강남타운점,2020-04-20,3
11963,25599439,GS25강남신사점,2020-01-19,15
11964,25599439,GS25S강남역2호점,2019-03-13,7
11965,25599439,GS25S9봉은사역점,2019-08-12,1
11966,25599439,GS25강남태양점,2020-07-16,16
11967,25599439,GS25강남청담점,2019-02-15,7
11968,25599439,GS25강남개포점,2019-04-16,1
11969,25599439,GS25S9봉은사역점,2018-05-19,18
11970,25599439,GS25강남태강점,2020-05-17,15
11971,25599439,GS25강남역삼점,2019-09-12,1
11972,25599439,GS25강남엘지점,2018-05-17,4
11973,25599439,GS25강남시티힐점,2018-01-12,20
11974,25599439,GS25R선릉7점,2020-09-20,3
11975,25599439,GS25강남메트로점,2019-02-17,6
11976,25599439,GS25강남한티점,2018-07-17,5
11977,37176094,GS25강남드림하이점,2018-09-19,8
11978,37176094,GS25강남엘지점,2020-03-18,20
11979,37176094,GS25강남엘지점,2020-04-20,12
11980,37176094,GS25강남아트점,2020-09-11,6
11981,37176094,GS25S강남구청역점,2018-02-12,20
11982,37176094,GS25S강남역3호점,2018-04-11,14
11983,37176094,GS25강남N타워점,2019-02-19,7
11984,37176094,GS25S강남구청역점,2020-06-17,16
11985,37176094,GS25강남엘지점,2019-06-21,20
11986,37176094,GS25S강남역3호점,2020-06-15,18
11987,37176094,GS25S강남역2호점,2020-03-14,16
11988,37176094,GS25S9신논현역점,2020-07-17,20
11989,37176094,GS25강남태강점,2018-02-13,3
11990,59733136,GS25강남에이스타워점,2019-09-15,11
11991,59733136,GS25강남영동점,2018-09-11,4
11992,59733136,GS25강남신사점,2019-09-18,8
11993,59733136,GS25개나리SK점,2018-06-15,9
11994,59733136,GS25강남리츠칼튼점,2019-02-18,20
11995,13300894,GS25S강남역3호점,2019-09-18,4
11996,13300894,GS25S9언주역점,2020-03-13,16
11997,13300894,GS25강남세곡점,2020-09-13,20
11998,13300894,GS25강남나누리점,2018-06-19,10
11999,13300894,GS25강남에이스타워점,2018-05-14,1
12000,13300894,GS25S강남역3호점,2020-04-20,9
12001,13300894,GS25개나리SK점,2018-04-18,1
12002,13300894,GS25강남상록회관점,2019-05-14,2
12003,13300894,GS25강남아트점,2019-03-13,15
12004,13300894,GS25개포경남점,2018-02-20,20
12005,96286513,GS25강남청담점,2018-01-14,1
12006,96286513,GS25S강남구청역점,2019-08-18,15
12007,96286513,GS25강남로데오점,2018-05-14,10
12008,96286513,GS25강남태강점,2020-03-12,12
12009,96286513,GS25R서울강남4점,2020-02-14,5
12010,96286513,GS25S강남역2호점,2018-06-16,16
12011,96286513,GS25강남은성점,2019-02-12,3
12012,96286513,GS25강남세곡점,2018-03-18,4
12013,96286513,GS25S강남역3호점,2020-09-13,13
12014,96286513,GS25강남엘지점,2020-06-20,11
12015,96286513,GS25강남태양점,2020-06-13,20
12016,96286513,GS25강남아트점,2019-02-21,15
12017,96286513,GS25강남은성점,2018-03-15,9
12018,96286513,GS25강남대치점,2020-07-18,15
12019,39903954,GS25강남역삼점,2019-08-17,15
12020,39903954,GS25S강남역3호점,2020-05-18,14
12021,39903954,GS25강남에이스타워점,2020-02-19,1
12022,39903954,GS25강남개포점,2019-04-20,18
12023,39903954,GS25S강남구청역점,2020-03-10,11
12024,39903954,GS25개나리SK점,2018-08-12,7
12025,39903954,GS25강남아트점,2019-03-17,16
12026,39903954,GS25개포경남점,2019-09-17,5
12027,39903954,GS25개나리SK점,2020-04-10,3
12028,39903954,GS25강남쌍용점,2019-09-18,14
12029,39903954,GS25강남쌍용점,2019-03-14,11
12030,39903954,GS25강남유블레스점,2018-06-19,5
12031,63785872,GS25S9봉은사역점,2018-04-18,17
12032,63785872,GS25개나리SK점,2018-03-19,7
12033,63785872,GS25강남리츠칼튼점,2020-09-10,3
12034,63785872,GS25강남청담점,2020-01-16,15
12035,63785872,GS25강남리츠칼튼점,2020-03-17,4
12036,63785872,GS25S9언주역점,2018-05-21,15
12037,63785872,GS25R선릉7점,2020-07-14,6
12038,63785872,GS25강남태양점,2020-05-13,2
12039,63785872,GS25S강남구청역점,2018-05-18,6
12040,63785872,GS25강남에이스타워점,2018-04-15,7
12041,63785872,GS25강남영동점,2020-09-13,16
12042,63785872,GS25S강남역2호점,2018-06-13,16
12043,63785872,GS25강남동원점,2019-09-14,10
12044,67811093,GS25강남한티점,2018-07-17,3
12045,67811093,GS25강남대치점,2019-08-15,17
12046,67811093,GS25S강남구청역점,2020-05-11,14
12047,67811093,GS25강남YBM점,2020-07-18,7
12048,75084269,GS25S9봉은사역점,2020-01-13,2
12049,75084269,GS25강남청담점,2020-04-20,12
12050,75084269,GS25강남LH점,2018-08-20,12
12051,75084269,GS25S강남구청역점,2020-07-21,8
12052,75084269,GS25강남사랑점,2019-08-11,16
12053,75084269,GS25강남쌍용점,2020-05-20,4
12054,75084269,GS25R서울강남4점,2019-02-21,8
12055,75084269,GS25강남본점,2019-03-10,6
12056,75084269,GS25강남쥬비스점,2019-07-16,7
12057,75084269,GS25S9언주역점,2019-01-17,7
12058,90980033,GS25강남엘지점,2018-08-19,18
12059,90980033,GS25강남태강점,2019-05-18,4
12060,90980033,GS25강남에이스타워점,2019-07-15,10
12061,40758598,GS25강남엘지점,2019-09-12,20
12062,40758598,GS25S9언주역점,2018-02-19,13
12063,40758598,GS25S9언주역점,2018-09-19,11
12064,40758598,GS25강남청담점,2018-08-18,9
12065,40758598,GS25R서울강남4점,2018-06-12,1
12066,74441190,GS25강남타운점,2020-03-12,9
12067,74441190,GS25강남쥬비스점,2020-02-14,3
12068,74441190,GS25강남한티점,2019-01-21,12
12069,74441190,GS25강남드림하이점,2018-04-13,3
12070,74441190,GS25S강남역2호점,2020-05-21,4
12071,74441190,GS25강남청담점,2018-07-20,6
12072,74441190,GS25강남YBM점,2019-01-13,9
12073,74441190,GS25강남타운점,2018-06-11,12
12074,74441190,GS25S9삼성중앙역점,2020-08-17,16
12075,74441190,GS25S9봉은사역점,2019-06-19,13
12076,74441190,GS25강남세곡점,2019-04-13,7
12077,74441190,GS25강남한티점,2020-04-19,17
12078,30933192,GS25강남신사점,2020-08-12,1
12079,30933192,GS25강남엘지점,2018-06-12,19
12080,30933192,GS25강남신사점,2018-04-21,4
12081,89231544,GS25강남쥬비스점,2019-07-11,12
12082,89231544,GS25강남드림하이점,2019-05-10,20
12083,89231544,GS25강남유블레스점,2018-09-21,5
12084,89231544,GS25강남YBM점,2019-08-15,14
12085,89231544,GS25강남본점,2018-01-10,10
12086,90684968,GS25S9봉은사역점,2018-04-11,17
12087,90684968,GS25강남에이스타워점,2020-07-14,2
12088,90684968,GS25강남사랑점,2018-08-11,8
12089,90684968,GS25강남시티힐점,2018-01-14,15
12090,90684968,GS25강남드림하이점,2019-09-12,5
12091,90684968,GS25강남에이스타워점,2018-04-11,6
12092,92001933,GS25개포경남점,2019-09-12,18
12093,92001933,GS25S강남구청역점,2018-07-13,13
12094,92001933,GS25강남대치점,2018-05-11,8
12095,92001933,GS25강남영동점,2020-02-17,19
12096,92001933,GS25강남동원점,2019-02-14,13
12097,92001933,GS25강남쉐르빌점,2019-07-13,10
12098,92001933,GS25강남에이스타워점,2020-05-14,12
12099,92001933,GS25S강남역1호점,2018-09-19,17
12100,46744417,GS25S9언주역점,2020-04-20,13
12101,46744417,GS25S강남역1호점,2019-06-12,6
12102,46744417,GS25강남쉐르빌점,2018-06-11,12
12103,46744417,GS25S9언주역점,2018-09-17,15
12104,46744417,GS25강남사랑점,2019-01-15,5
12105,46744417,GS25강남대치점,2019-05-21,7
12106,46744417,GS25강남은성점,2018-05-16,9
12107,46744417,GS25S9삼성중앙역점,2019-07-10,12
12108,6611915,GS25S강남역1호점,2018-01-12,14
12109,6611915,GS25개포경남점,2020-02-18,20
12110,6611915,GS25강남영동점,2018-01-20,10
12111,4350049,GS25강남아트점,2020-01-20,15
12112,4350049,GS25강남쥬비스점,2018-04-12,18
12113,4350049,GS25강남개포점,2019-04-18,3
12114,4350049,GS25R서울강남4점,2019-01-21,2
12115,4350049,GS25강남갤러리점,2020-03-21,4
12116,4350049,GS25S강남역1호점,2019-02-17,18
12117,57135101,GS25강남에이스타워점,2020-06-14,15
12118,57135101,GS25S강남역2호점,2018-05-20,16
12119,57135101,GS25강남리츠칼튼점,2020-09-19,13
12120,57135101,GS25강남로데오점,2019-02-15,20
12121,57135101,GS25강남세곡점,2020-04-20,17
12122,57135101,GS25R서울강남4점,2018-07-18,14
12123,57135101,GS25S강남역2호점,2018-04-14,9
12124,57135101,GS25강남쉐르빌점,2018-07-21,13
12125,57135101,GS25강남나누리점,2020-09-18,10
12126,57135101,GS25강남시티힐점,2020-05-17,3
12127,57135101,GS25S강남역2호점,2018-08-13,5
12128,57135101,GS25강남쉐르빌점,2018-06-21,8
12129,57135101,GS25강남상록회관점,2020-01-19,13
12130,57135101,GS25강남쥬비스점,2019-05-13,4
12131,76447222,GS25강남갤러리점,2018-09-11,3
12132,76447222,GS25S강남역3호점,2018-06-10,2
12133,76447222,GS25강남쥬비스점,2020-06-17,15
12134,76447222,GS25강남은성점,2020-03-15,6
12135,76447222,GS25강남역삼점,2018-06-19,1
12136,76447222,GS25S9봉은사역점,2018-09-21,1
12137,76447222,GS25강남태양점,2018-05-12,11
12138,76447222,GS25S강남역2호점,2018-04-15,18
12139,76447222,GS25강남태양점,2019-05-12,6
12140,76447222,GS25R선릉7점,2018-04-13,15
12141,76447222,GS25S9언주역점,2020-09-21,2
12142,76447222,GS25강남세곡점,2020-08-17,4
12143,76447222,GS25R선릉7점,2018-08-18,17
12144,76447222,GS25강남LH점,2020-08-16,14
12145,10651672,GS25S강남역3호점,2018-05-21,1
12146,10651672,GS25S9언주역점,2020-02-20,8
12147,10651672,GS25강남사랑점,2020-09-18,8
12148,10651672,GS25S강남구청역점,2020-04-16,14
12149,10651672,GS25강남역삼점,2019-02-19,11
12150,10651672,GS25강남갤러리점,2019-06-14,12
12151,10651672,GS25강남로데오점,2018-01-11,7
12152,10651672,GS25강남에이스타워점,2018-01-10,17
12153,10651672,GS25S9신논현역점,2020-06-17,14
12154,10651672,GS25강남신사점,2020-02-19,16
12155,69070391,GS25강남은성점,2018-05-10,11
12156,69070391,GS25강남유블레스점,2018-02-20,12
12157,69070391,GS25강남드림하이점,2019-07-15,3
12158,69070391,GS25강남쉐르빌점,2019-05-15,12
12159,69070391,GS25강남청담점,2019-05-20,1
12160,69070391,GS25강남대치점,2019-06-13,20
12161,69070391,GS25강남상록회관점,2018-04-14,18
12162,69070391,GS25S9언주역점,2020-09-12,14
12163,56087634,GS25S강남역1호점,2020-04-19,13
12164,56087634,GS25강남에이스타워점,2018-03-11,8
12165,56087634,GS25강남동원점,2018-09-12,4
12166,56087634,GS25강남태양점,2019-09-21,20
12167,56087634,GS25개포경남점,2020-08-15,10
12168,56087634,GS25강남쉐르빌점,2019-04-12,10
12169,56087634,GS25S9신논현역점,2018-04-12,3
12170,27416193,GS25강남에이스타워점,2020-04-17,10
12171,27416193,GS25강남동원점,2020-01-11,2
12172,27416193,GS25강남엘지점,2019-08-18,13
12173,27416193,GS25강남영동점,2018-03-20,18
12174,27416193,GS25S강남구청역점,2019-04-20,18
12175,27416193,GS25강남유블레스점,2019-08-17,5
12176,27416193,GS25개나리SK점,2018-03-13,6
12177,27416193,GS25강남에이스타워점,2018-04-13,6
12178,27416193,GS25강남N타워점,2018-04-14,2
12179,27416193,GS25강남태강점,2020-08-12,3
12180,27416193,GS25S9언주역점,2020-09-21,7
12181,27416193,GS25강남쉐르빌점,2018-05-21,17
12182,15273905,GS25S강남역1호점,2018-05-15,4
12183,15273905,GS25개포경남점,2019-07-10,18
12184,15273905,GS25강남역삼점,2019-01-16,20
12185,15273905,GS25강남세곡점,2018-07-17,20
12186,15273905,GS25강남시티힐점,2018-03-20,8
12187,15273905,GS25S강남역2호점,2019-01-20,18
12188,15273905,GS25S9신논현역점,2018-03-12,6
12189,15273905,GS25R선릉7점,2020-07-15,18
12190,15273905,GS25강남세곡점,2018-01-21,8
12191,15273905,GS25강남N타워점,2019-03-10,4
12192,15273905,GS25개포경남점,2020-08-13,15
12193,7209014,GS25강남대치점,2020-07-15,3
12194,7209014,GS25S강남역2호점,2018-05-11,6
12195,7209014,GS25강남쥬비스점,2018-09-12,8
12196,7209014,GS25강남유블레스점,2019-08-10,15
12197,7209014,GS25강남영동점,2020-07-19,3
12198,41523357,GS25S강남역1호점,2018-07-21,14
12199,41523357,GS25강남로데오점,2018-03-13,4
12200,41523357,GS25강남에이스타워점,2020-07-10,17
12201,41523357,GS25개포경남점,2019-07-10,9
12202,41523357,GS25강남본점,2019-05-14,19
12203,41523357,GS25개포경남점,2020-08-17,3
12204,56783985,GS25강남태양점,2019-09-11,3
12205,56783985,GS25강남대치점,2019-09-17,18
12206,56783985,GS25강남영동점,2019-05-17,19
12207,56783985,GS25강남유블레스점,2019-08-12,10
12208,56783985,GS25강남한티점,2019-04-13,2
12209,56783985,GS25강남쌍용점,2018-08-19,19
12210,56783985,GS25강남쉐르빌점,2020-03-21,16
12211,56783985,GS25S강남구청역점,2020-02-20,5
12212,56783985,GS25강남신사점,2020-09-18,17
12213,56783985,GS25강남개포점,2018-04-19,1
12214,56783985,GS25S9언주역점,2020-09-12,16
12215,56783985,GS25강남YBM점,2020-08-12,10
12216,56783985,GS25강남유블레스점,2020-02-19,12
12217,56783985,GS25S9신논현역점,2020-06-19,3
12218,56783985,GS25강남쌍용점,2020-04-18,4
12219,31785589,GS25강남시티힐점,2018-03-14,8
12220,31785589,GS25강남태강점,2019-06-15,10
12221,31785589,GS25강남상록회관점,2018-02-21,20
12222,31785589,GS25강남N타워점,2018-06-14,15
12223,31785589,GS25S강남구청역점,2018-02-15,20
12224,31785589,GS25강남LH점,2020-05-12,13
12225,31785589,GS25강남메트로점,2018-06-14,13
12226,31785589,GS25강남유블레스점,2018-06-19,17
12227,31785589,GS25강남시티힐점,2019-05-11,7
12228,31785589,GS25강남YBM점,2020-03-16,14
12229,31785589,GS25강남한티점,2019-06-17,1
12230,31785589,GS25강남태양점,2018-06-11,15
12231,31785589,GS25강남한티점,2020-06-11,8
12232,9679448,GS25강남나누리점,2018-07-16,7
12233,9679448,GS25S강남역1호점,2019-06-11,8
12234,9679448,GS25S강남역3호점,2020-02-15,13
12235,9679448,GS25강남쌍용점,2020-08-18,17
12236,9679448,GS25강남갤러리점,2020-01-10,4
12237,9679448,GS25강남타운점,2018-01-20,15
12238,9679448,GS25강남태강점,2020-08-14,6
12239,9679448,GS25강남엘지점,2019-07-18,12
12240,9679448,GS25S9삼성중앙역점,2020-05-18,17
12241,54339704,GS25강남N타워점,2020-03-11,19
12242,54339704,GS25강남동원점,2018-08-14,14
12243,54339704,GS25강남상록회관점,2020-05-17,17
12244,69803996,GS25S강남구청역점,2019-01-14,18
12245,11494332,GS25S9삼성중앙역점,2020-02-14,12
12246,11494332,GS25강남세곡점,2018-06-14,1
12247,11494332,GS25S강남역3호점,2018-08-12,14
12248,11494332,GS25강남동원점,2019-03-19,15
12249,11494332,GS25S9봉은사역점,2020-03-20,3
12250,11494332,GS25강남타운점,2019-04-15,1
12251,11494332,GS25R선릉7점,2018-08-20,7
12252,11494332,GS25S9봉은사역점,2019-05-11,12
12253,11494332,GS25강남쌍용점,2019-07-12,13
12254,11494332,GS25강남엘지점,2018-05-12,20
12255,11494332,GS25S9봉은사역점,2020-05-10,15
12256,11494332,GS25S9삼성중앙역점,2020-09-20,1
12257,75611752,GS25S강남구청역점,2020-08-19,13
12258,75611752,GS25강남나누리점,2018-04-18,16
12259,75611752,GS25S9삼성중앙역점,2020-02-19,6
12260,75611752,GS25강남엘지점,2020-03-13,20
12261,75611752,GS25강남세곡점,2018-04-15,10
12262,75611752,GS25강남한티점,2020-08-15,8
12263,75611752,GS25S강남역3호점,2020-02-18,15
12264,75611752,GS25강남나누리점,2019-08-16,3
12265,58770856,GS25강남쥬비스점,2018-01-19,4
12266,58770856,GS25강남로데오점,2019-08-15,5
12267,58770856,GS25S강남구청역점,2018-08-13,4
12268,58770856,GS25강남개포점,2018-06-18,15
12269,49594752,GS25R서울강남4점,2018-06-12,13
12270,49594752,GS25강남나누리점,2019-07-16,8
12271,49594752,GS25R선릉7점,2020-02-13,7
12272,49594752,GS25S9언주역점,2020-05-13,3
12273,49594752,GS25S강남구청역점,2020-06-14,10
12274,49594752,GS25S강남구청역점,2020-06-11,11
12275,1424963,GS25강남드림하이점,2019-08-21,19
12276,1424963,GS25강남역삼점,2019-05-12,12
12277,1424963,GS25강남리츠칼튼점,2019-07-15,19
12278,1379545,GS25강남쉐르빌점,2018-04-14,18
12279,1379545,GS25강남태양점,2019-01-19,5
12280,1379545,GS25R선릉7점,2018-09-13,18
12281,1379545,GS25강남본점,2020-06-17,18
12282,1379545,GS25강남쌍용점,2020-02-12,8
12283,1379545,GS25S9신논현역점,2018-06-10,5
12284,1379545,GS25강남LH점,2020-07-14,7
12285,9557870,GS25강남갤러리점,2019-05-15,19
12286,9557870,GS25S강남구청역점,2018-09-14,11
12287,9557870,GS25S강남역1호점,2019-07-10,13
12288,9557870,GS25강남YBM점,2019-09-15,11
12289,9557870,GS25강남신사점,2020-08-12,20
12290,9557870,GS25R서울강남4점,2019-06-17,13
12291,9557870,GS25강남태양점,2020-02-14,14
12292,9557870,GS25S강남역1호점,2018-08-14,10
12293,9557870,GS25강남청담점,2020-06-18,3
12294,9557870,GS25강남역삼점,2018-08-11,19
12295,9557870,GS25S9언주역점,2019-03-21,7
12296,8305816,GS25R선릉7점,2018-09-21,13
12297,8305816,GS25S강남역2호점,2019-02-21,11
12298,8305816,GS25강남은성점,2020-05-18,11
12299,8305816,GS25강남신사점,2018-07-19,7
12300,8305816,GS25강남동원점,2019-02-10,14
12301,8305816,GS25강남로데오점,2020-06-11,13
12302,8305816,GS25강남본점,2020-08-10,11
12303,8305816,GS25강남갤러리점,2019-03-10,19
12304,8305816,GS25S강남역3호점,2019-04-18,16
12305,70134647,GS25S강남역2호점,2019-02-13,3
12306,70134647,GS25강남본점,2018-01-20,18
12307,70134647,GS25강남엘지점,2019-05-13,17
12308,15321442,GS25강남쌍용점,2019-08-14,13
12309,15321442,GS25강남메트로점,2020-05-15,20
12310,92958217,GS25강남동원점,2018-09-15,10
12311,92958217,GS25S강남구청역점,2020-02-18,18
12312,39150015,GS25강남쌍용점,2018-08-20,1
12313,39150015,GS25강남N타워점,2019-02-16,12
12314,39150015,GS25강남N타워점,2020-09-10,9
12315,39150015,GS25강남YBM점,2018-09-18,5
12316,39150015,GS25강남나누리점,2019-07-16,14
12317,78792994,GS25강남N타워점,2019-09-19,12
12318,78792994,GS25강남사랑점,2018-07-11,20
12319,78792994,GS25강남신사점,2020-05-12,7
12320,78792994,GS25S9신논현역점,2019-03-13,20
12321,78792994,GS25강남신사점,2019-02-18,3
12322,78792994,GS25S강남역1호점,2019-09-16,18
12323,78792994,GS25강남갤러리점,2018-09-20,16
12324,78792994,GS25S강남역2호점,2019-02-18,9
12325,78792994,GS25강남아트점,2020-06-11,5
12326,78792994,GS25강남신사점,2018-09-12,15
12327,78792994,GS25강남쥬비스점,2019-02-11,12
12328,78792994,GS25강남개포점,2018-01-17,14
12329,78792994,GS25강남아트점,2018-09-18,11
12330,78792994,GS25S강남역3호점,2019-02-10,13
12331,70620689,GS25강남동원점,2018-03-18,15
12332,70620689,GS25S9언주역점,2019-04-21,18
12333,70620689,GS25강남세곡점,2018-06-14,13
12334,70620689,GS25S강남구청역점,2019-09-15,6
12335,70620689,GS25S강남구청역점,2020-05-10,12
12336,70620689,GS25강남개포점,2019-04-15,1
12337,70620689,GS25강남드림하이점,2019-05-20,15
12338,70620689,GS25S9언주역점,2020-06-12,5
12339,70620689,GS25강남리츠칼튼점,2020-01-10,19
12340,70620689,GS25강남세곡점,2020-04-18,9
12341,70620689,GS25강남신사점,2020-04-13,17
12342,70620689,GS25강남갤러리점,2020-01-12,1
12343,93209894,GS25S9언주역점,2020-01-12,6
12344,93209894,GS25강남신사점,2018-07-18,20
12345,93209894,GS25S9봉은사역점,2019-05-15,8
12346,93209894,GS25강남시티힐점,2018-07-11,5
12347,93209894,GS25S강남구청역점,2018-09-16,14
12348,93209894,GS25강남에이스타워점,2020-04-16,5
12349,93209894,GS25R선릉7점,2020-07-10,8
12350,93209894,GS25강남대치점,2019-03-17,12
12351,93209894,GS25강남아트점,2019-07-15,4
12352,93209894,GS25강남개포점,2020-05-18,20
12353,93209894,GS25강남유블레스점,2019-09-12,14
12354,93209894,GS25강남역삼점,2019-02-12,17
12355,93209894,GS25강남엘지점,2018-02-20,20
12356,93209894,GS25강남메트로점,2020-06-11,19
12357,93209894,GS25강남신사점,2018-02-17,17
12358,39709025,GS25R서울강남4점,2018-01-11,7
12359,39709025,GS25강남유블레스점,2018-07-21,2
12360,98653619,GS25강남대치점,2019-01-14,7
12361,98653619,GS25강남청담점,2018-06-14,11
12362,98653619,GS25개포경남점,2020-09-18,13
12363,98653619,GS25강남상록회관점,2019-02-15,12
12364,98653619,GS25강남쥬비스점,2020-03-21,9
12365,10123893,GS25강남메트로점,2018-07-14,11
12366,10123893,GS25S9언주역점,2020-07-20,20
12367,10123893,GS25강남나누리점,2020-09-12,14
12368,81870237,GS25강남유블레스점,2018-08-12,19
12369,81870237,GS25강남은성점,2018-06-18,10
12370,81870237,GS25강남나누리점,2018-05-15,2
12371,81870237,GS25강남신사점,2018-06-14,13
12372,81870237,GS25강남한티점,2020-09-11,17
12373,81870237,GS25S강남역1호점,2018-08-11,15
12374,81870237,GS25강남신사점,2018-01-18,2
12375,81870237,GS25강남태강점,2018-04-15,10
12376,81870237,GS25개나리SK점,2018-03-12,9
12377,81870237,GS25S강남역3호점,2020-05-10,19
12378,81870237,GS25S강남역2호점,2019-07-18,12
12379,81870237,GS25강남대치점,2019-01-13,15
12380,81870237,GS25강남본점,2020-04-13,19
12381,81870237,GS25강남대치점,2018-05-18,6
12382,59869494,GS25강남역삼점,2019-01-17,3
12383,59869494,GS25강남태양점,2018-02-17,14
12384,59869494,GS25강남상록회관점,2019-03-12,12
12385,59869494,GS25개나리SK점,2020-06-15,17
12386,59869494,GS25강남역삼점,2019-09-17,8
12387,59869494,GS25강남신사점,2019-01-16,7
12388,59869494,GS25강남쥬비스점,2019-01-10,15
12389,59869494,GS25강남시티힐점,2019-09-10,19
12390,59869494,GS25강남나누리점,2018-09-16,17
12391,59869494,GS25강남상록회관점,2020-01-11,6
12392,59869494,GS25S강남역2호점,2019-02-14,4
12393,59869494,GS25강남영동점,2019-05-19,9
12394,69288806,GS25강남신사점,2020-05-15,19
12395,69288806,GS25S강남역3호점,2020-04-18,10
12396,69288806,GS25강남로데오점,2020-05-21,4
12397,34272744,GS25S9언주역점,2018-08-16,13
12398,34272744,GS25S강남구청역점,2020-09-16,8
12399,34272744,GS25S9언주역점,2019-07-17,14
12400,34272744,GS25강남한티점,2019-03-15,15
12401,34272744,GS25강남드림하이점,2018-03-20,14
12402,34272744,GS25강남본점,2020-05-19,20
12403,34272744,GS25강남태양점,2020-02-16,4
12404,34272744,GS25강남쌍용점,2018-07-10,6
12405,34272744,GS25강남상록회관점,2020-08-15,11
12406,34272744,GS25S9삼성중앙역점,2019-01-11,1
12407,34272744,GS25강남개포점,2019-03-14,17
12408,34272744,GS25강남시티힐점,2019-03-15,5
12409,34272744,GS25강남태양점,2018-03-21,15
12410,49379028,GS25S9신논현역점,2018-04-11,1
12411,49379028,GS25R선릉7점,2020-09-17,9
12412,49379028,GS25강남리츠칼튼점,2020-05-12,3
12413,49379028,GS25개포경남점,2020-09-19,7
12414,49379028,GS25S9삼성중앙역점,2019-07-21,6
12415,49379028,GS25강남본점,2020-06-20,13
12416,49379028,GS25강남에이스타워점,2018-01-13,16
12417,49379028,GS25강남신사점,2019-01-21,13
12418,49379028,GS25S9삼성중앙역점,2020-04-19,18
12419,49379028,GS25S강남역2호점,2020-01-19,11
12420,49379028,GS25강남시티힐점,2018-08-19,11
12421,49379028,GS25S9신논현역점,2019-01-15,15
12422,11237536,GS25개포경남점,2018-07-21,4
12423,11237536,GS25강남개포점,2020-07-16,4
12424,11237536,GS25강남타운점,2020-01-21,17
12425,33421033,GS25S강남역3호점,2020-08-17,10
12426,33421033,GS25강남시티힐점,2019-01-13,10
12427,33421033,GS25S9삼성중앙역점,2018-07-16,9
12428,41500491,GS25강남LH점,2019-09-17,16
12429,41500491,GS25강남쥬비스점,2019-05-10,19
12430,41500491,GS25강남N타워점,2019-04-12,10
12431,41500491,GS25강남아트점,2019-01-18,4
12432,41500491,GS25강남동원점,2020-09-20,8
12433,41500491,GS25강남메트로점,2018-05-11,20
12434,41500491,GS25강남상록회관점,2019-04-16,12
12435,41500491,GS25강남리츠칼튼점,2018-04-21,3
12436,41500491,GS25강남로데오점,2020-08-10,2
12437,81484937,GS25강남한티점,2019-01-11,17
12438,81484937,GS25R선릉7점,2018-07-16,1
12439,81484937,GS25강남개포점,2018-07-10,3
12440,81484937,GS25강남쥬비스점,2020-03-11,19
12441,81484937,GS25S9언주역점,2019-02-17,10
12442,81484937,GS25강남신사점,2020-07-18,6
12443,46324595,GS25강남로데오점,2019-08-10,12
12444,46324595,GS25강남대치점,2019-02-10,4
12445,46324595,GS25강남로데오점,2018-07-19,17
12446,46324595,GS25강남리츠칼튼점,2019-03-14,1
12447,46324595,GS25강남아트점,2018-05-21,3
12448,90602362,GS25S강남역2호점,2018-03-20,10
12449,90602362,GS25강남청담점,2019-07-20,15
12450,90602362,GS25강남태양점,2020-06-17,8
12451,82322694,GS25S강남역3호점,2019-06-18,7
12452,54885115,GS25S9봉은사역점,2019-04-10,3
12453,54885115,GS25강남청담점,2018-03-15,13
12454,54885115,GS25강남역삼점,2018-06-19,11
12455,54885115,GS25강남신사점,2018-06-20,18
12456,54885115,GS25S9언주역점,2018-03-14,18
12457,54885115,GS25강남시티힐점,2018-04-16,13
12458,54885115,GS25강남LH점,2018-09-13,8
12459,54885115,GS25강남YBM점,2018-07-21,1
12460,54885115,GS25강남리츠칼튼점,2020-04-20,17
12461,54885115,GS25강남LH점,2020-02-17,19
12462,54885115,GS25강남은성점,2018-09-13,17
12463,54885115,GS25R서울강남4점,2019-01-11,3
12464,54885115,GS25S강남구청역점,2018-05-17,4
12465,54885115,GS25개나리SK점,2020-04-15,13
12466,42305772,GS25강남아트점,2018-02-20,2
12467,42305772,GS25강남YBM점,2019-04-15,5
12468,42305772,GS25강남영동점,2019-06-18,20
12469,19183161,GS25강남YBM점,2020-08-14,12
12470,19183161,GS25강남나누리점,2018-04-11,7
12471,19183161,GS25강남에이스타워점,2018-02-13,10
12472,19183161,GS25R선릉7점,2018-06-13,7
12473,19183161,GS25강남드림하이점,2020-05-14,5
12474,19183161,GS25강남태양점,2019-06-12,9
12475,19183161,GS25S강남역2호점,2020-05-10,9
12476,94915368,GS25S강남구청역점,2018-01-10,20
12477,94915368,GS25개나리SK점,2018-03-19,16
12478,94915368,GS25S강남구청역점,2020-03-16,7
12479,94915368,GS25강남동원점,2018-02-21,14
12480,94915368,GS25강남역삼점,2018-08-19,10
12481,94915368,GS25강남N타워점,2020-06-18,18
12482,57332099,GS25S강남역1호점,2020-02-20,20
12483,57332099,GS25강남신사점,2018-05-11,16
