,주문번호ID,구매자id,판매점id,주문상태,주문일,상태변경일,취소날짜,승인날짜,결제수단,주문상품목록,주문상품갯수,총결제금액
304,00000305,40475933,GS25강남한티점,4,2019-06-04 01:38:29,2019-06-04 01:42:49,2019-06-04 01:42:49,2019-06-04 01:39:46,4,"[8801094483005, 8806002010670, 8801382134749]","[3, 5, 2]",71000
305,00000306,40475933,GS25S9언주역점,2,2019-03-04 21:47:45,2019-03-04 21:49:50,NULL,2019-03-04 21:49:50,5,"[8809423620015, 8809191574688]","[1, 3]",17000
306,00000307,40475933,GS25S강남역1호점,2,2020-02-06 06:53:27,2020-02-06 06:55:50,NULL,2020-02-06 06:55:50,5,[8801094483005],[2],12000
307,00000308,40475933,GS25강남태강점,3,2020-03-04 06:13:42,2020-03-04 06:26:22,NULL,2020-03-04 06:14:47,3,"[8801056154011, 8801056006297, 8809423620046, 8809110700044, 8802774006927]","[5, 2, 3, 1, 4]",133000
308,00000309,40475933,GS25강남드림하이점,3,2019-04-19 19:55:20,2019-04-19 20:14:31,NULL,2019-04-19 19:56:47,5,"[8809382930231, 8806002003900, 8801382131014, 8801382130802]","[1, 2, 5, 3]",84000
309,00000310,40475933,GS25S강남구청역점,1,2020-08-07 04:19:10,2020-08-07 04:19:10,NULL,NULL,5,"[8809382930231, 8806002003900]","[5, 3]",37000
310,00000311,40475933,GS25S강남역2호점,2,2020-03-12 08:38:46,2020-03-12 08:41:34,NULL,2020-03-12 08:41:34,5,"[8801382131014, 8801382127567]","[3, 5]",54000
311,00000312,40475933,GS25S9신논현역점,3,2019-07-12 16:35:25,2019-07-12 16:55:55,NULL,2019-07-12 16:36:26,2,"[8809382930231, 8806002003900, 8809003432328, 8801094602406, 8801056487010]","[5, 4, 1, 3, 2]",103000
312,00000313,40475933,GS25강남아트점,1,2018-06-06 04:43:00,2018-06-06 04:43:00,NULL,NULL,1,"[8809423620015, 8806002003900, 8809003432328, 8801056058227, 8807920310347]","[4, 5, 3, 1, 2]",85000
313,00000314,40475933,GS25강남쌍용점,2,2018-02-17 02:47:14,2018-02-17 02:48:31,NULL,2018-02-17 02:48:31,2,"[8806002010670, 8809191574688, 8801056042219, 8806020311353, 8801104290357]","[3, 1, 4, 5, 2]",81000
314,00000315,40475933,GS25강남쌍용점,2,2019-07-03 07:38:43,2019-07-03 07:41:02,NULL,2019-07-03 07:41:02,5,"[8801382127567, 8809173200130, 8809191574688]","[1, 3, 2]",70000
315,00000316,22247409,GS25강남청담점,2,2018-06-13 11:21:44,2018-06-13 11:23:30,NULL,2018-06-13 11:23:30,5,"[8801056017606, 8809191574688]","[1, 2]",15000
316,00000317,22247409,GS25강남신사점,4,2019-04-02 14:05:24,2019-04-02 14:11:32,2019-04-02 14:11:32,2019-04-02 14:08:09,4,"[8801094503000, 8809397830021, 8809003432328, 8801097178021]","[4, 1, 5, 2]",106000
317,00000318,22247409,GS25강남쥬비스점,3,2019-02-02 22:46:10,2019-02-02 23:04:46,NULL,2019-02-02 22:48:25,5,"[8801056154011, 8801382134749, 8809423620046]","[3, 1, 4]",70000
318,00000319,22247409,GS25강남본점,1,2019-02-03 16:45:58,2019-02-03 16:45:58,NULL,NULL,1,"[8809023003379, 8806002003900, 8809397830021, 8809050511090, 8807920310347]","[4, 1, 3, 5, 2]",103000
319,00000320,22247409,GS25강남시티힐점,2,2019-01-03 16:03:52,2019-01-03 16:05:25,NULL,2019-01-03 16:05:25,1,"[8801056006297, 8809003432328, 8809382930231]","[3, 1, 4]",85000
320,00000321,22247409,GS25강남역삼점,4,2020-06-15 23:22:41,2020-06-15 23:27:14,2020-06-15 23:27:14,2020-06-15 23:23:56,3,"[8809423620046, 8801056006297, 8806002010670, 8801056030649]","[2, 4, 1, 5]",105000
321,00000322,22247409,GS25강남타운점,4,2018-04-05 07:18:27,2018-04-05 07:23:06,2018-04-05 07:23:06,2018-04-05 07:21:08,3,"[8809423620046, 8809191574688, 8801382134749, 8801094502102, 8806002010465]","[1, 2, 4, 5, 3]",114000
322,00000323,22247409,GS25강남드림하이점,2,2019-01-01 13:50:18,2019-01-01 13:52:20,NULL,2019-01-01 13:52:20,5,"[8801382134749, 8809003432328, 8806002003900]","[5, 3, 2]",70000
323,00000324,22247409,GS25강남쉐르빌점,1,2020-08-15 03:10:40,2020-08-15 03:10:40,NULL,NULL,4,"[8809173200130, 8801056017606, 8801056006297]","[1, 2, 4]",66000
324,00000325,22247409,GS25개포경남점,2,2018-05-07 16:51:24,2018-05-07 16:53:35,NULL,2018-05-07 16:53:35,3,"[8801056042219, 8809397830021, 8801382134749, 880105603886, 8806001084887]","[3, 5, 2, 1, 4]",140000
325,00000326,22247409,GS25강남로데오점,2,2019-06-06 06:43:49,2019-06-06 06:46:29,NULL,2019-06-06 06:46:29,4,"[8809423620046, 8801382127567]","[5, 2]",42000
326,00000327,22247409,GS25강남청담점,4,2020-01-14 21:37:47,2020-01-14 21:44:04,2020-01-14 21:44:04,2020-01-14 21:40:27,3,"[8801382134749, 8801382127567]","[4, 3]",67000
327,00000328,22247409,GS25강남본점,1,2018-07-08 03:48:54,2018-07-08 03:48:54,NULL,NULL,1,"[8801056042219, 8806002010670, 8809003432328, 8801056065829]","[3, 2, 4, 1]",109000
328,00000329,22247409,GS25S9봉은사역점,1,2020-04-08 15:17:02,2020-04-08 15:17:02,NULL,NULL,4,"[8801094503000, 8801382127567, 8809191574688]","[3, 5, 4]",53000
329,00000330,42518696,GS25강남은성점,3,2018-06-06 06:20:32,2018-06-06 06:37:48,NULL,2018-06-06 06:22:30,1,"[8801056017606, 8801382134749, 8806002003900, 8809191574640]","[4, 2, 3, 1]",67000
330,00000331,42518696,GS25강남세곡점,4,2020-04-07 20:31:24,2020-04-07 20:35:40,2020-04-07 20:35:40,2020-04-07 20:33:31,4,"[8801382131014, 8801056042219, 8803284605532, 8801382130840, 8801056389017]","[2, 5, 1, 4, 3]",109000
331,00000332,42518696,GS25강남쉐르빌점,4,2018-01-13 23:13:40,2018-01-13 23:18:00,2018-01-13 23:18:00,2018-01-13 23:16:36,4,"[8801056006297, 8809003432328, 8801056017606, 8801056055189]","[1, 2, 4, 5]",97000
332,00000333,42518696,GS25강남역삼점,3,2019-01-13 19:35:36,2019-01-13 19:42:24,NULL,2019-01-13 19:37:45,5,"[8809023003379, 8801094503000, 8801056042219, 8809135303633, 8801097178090]","[3, 2, 5, 4, 1]",113000
333,00000334,42518696,GS25강남개포점,3,2020-01-19 02:07:44,2020-01-19 02:27:36,NULL,2020-01-19 02:09:23,3,"[8801056154011, 8809173200130, 8801094483005]","[1, 4, 5]",64000
334,00000335,42518696,GS25강남드림하이점,2,2018-06-08 14:13:06,2018-06-08 14:14:49,NULL,2018-06-08 14:14:49,5,"[8809173200130, 8801094483005]","[4, 3]",39000
335,00000336,42518696,GS25강남역삼점,4,2019-03-18 19:39:29,2019-03-18 19:46:33,2019-03-18 19:46:33,2019-03-18 19:42:01,4,"[8806002003900, 8801382134749, 8809023003379, 8801094222406, 8801056006259]","[5, 4, 1, 3, 2]",136000
336,00000337,42518696,GS25강남영동점,4,2020-02-04 19:32:07,2020-02-04 19:38:27,2020-02-04 19:38:27,2020-02-04 19:33:55,3,"[8806002003900, 8801382131014, 8809423620015, 8801382128038]","[5, 4, 1, 3]",45000
337,00000338,24782388,GS25S강남역1호점,3,2018-03-17 18:48:52,2018-03-17 18:56:05,NULL,2018-03-17 18:50:49,1,"[8803284605532, 8809397830021]","[5, 3]",43000
338,00000339,24782388,GS25강남엘지점,4,2018-07-10 06:09:47,2018-07-10 06:17:00,2018-07-10 06:17:00,2018-07-10 06:12:13,2,"[8801056006297, 8809423620046]","[3, 1]",45000
339,00000340,24782388,GS25S강남역2호점,2,2020-03-09 12:24:25,2020-03-09 12:26:24,NULL,2020-03-09 12:26:24,3,[8806002003900],[1],11000
340,00000341,24782388,GS25강남은성점,1,2018-02-02 15:02:45,2018-02-02 15:02:45,NULL,NULL,3,"[8801094503000, 8809397830021, 8801094483005, 8804342343434, 8801056017606]","[4, 2, 1, 5, 3]",62000
341,00000342,24782388,GS25강남드림하이점,3,2019-09-10 03:31:57,2019-09-10 03:38:04,NULL,2019-09-10 03:33:51,5,"[8809382930231, 8801382134749, 8801056017606, 8801043650199, 8809023009333]","[2, 4, 3, 1, 5]",108000
342,00000343,24782388,GS25S9언주역점,1,2018-05-13 12:53:49,2018-05-13 12:53:49,NULL,NULL,2,"[8801094503000, 8809423620046]","[5, 4]",20000
343,00000344,24782388,GS25강남본점,1,2018-08-11 09:01:27,2018-08-11 09:01:27,NULL,NULL,2,"[8809382930231, 8809397830021]","[1, 2]",59000
344,00000345,24782388,GS25강남N타워점,3,2020-09-16 07:39:27,2020-09-16 07:50:31,NULL,2020-09-16 07:40:54,2,"[8801094483005, 8801094503000, 8809173200130]","[5, 3, 4]",49000
345,00000346,28003728,GS25개나리SK점,3,2019-06-06 18:21:30,2019-06-06 18:28:40,NULL,2019-06-06 18:22:46,4,"[8809173200130, 8801056017606, 8801382127567, 8801056005672, 8801056036775]","[2, 4, 3, 1, 5]",104000
346,00000347,28003728,GS25강남시티힐점,4,2020-08-17 22:07:33,2020-08-17 22:13:33,2020-08-17 22:13:33,2020-08-17 22:09:39,4,"[8809023003379, 8801094483005]","[1, 3]",36000
347,00000348,28003728,GS25개나리SK점,1,2020-06-19 01:19:14,2020-06-19 01:19:14,NULL,NULL,2,"[8801056154011, 8809191574688]","[3, 4]",36000
348,00000349,28003728,GS25강남세곡점,4,2020-03-02 18:04:09,2020-03-02 18:08:03,2020-03-02 18:08:03,2020-03-02 18:06:54,4,"[8809191574688, 8801056006297, 8801094483005, 8809191574640, 8809382930255]","[5, 3, 2, 1, 4]",78000
349,00000350,28003728,GS25강남세곡점,4,2018-06-07 07:01:43,2018-06-07 07:06:41,2018-06-07 07:06:41,2018-06-07 07:03:08,5,"[8806002010670, 8801094483005, 8809003432328, 8809003432304]","[4, 2, 5, 3]",85000
350,00000351,28003728,GS25강남본점,1,2020-02-04 18:09:04,2020-02-04 18:09:04,NULL,NULL,1,"[8801056154011, 8809173200130, 8809023003379, 8801382137405, 8801056798017]","[4, 5, 1, 3, 2]",129000
351,00000352,28003728,GS25강남역삼점,1,2018-06-13 08:46:40,2018-06-13 08:46:40,NULL,NULL,2,"[8809397830021, 8801382127567, 8801056017606, 8801056065805, 8809027331713]","[1, 4, 3, 2, 5]",84000
352,00000353,96521238,GS25강남드림하이점,2,2018-03-16 20:28:27,2018-03-16 20:30:06,NULL,2018-03-16 20:30:06,4,"[8801056006297, 8809191574688, 8801094483005, 8804342387872]","[4, 1, 2, 3]",92000
353,00000354,96521238,GS25S9언주역점,1,2018-08-15 09:48:59,2018-08-15 09:48:59,NULL,NULL,3,[8801056017606],[5],4000
354,00000355,96521238,GS25S강남구청역점,4,2019-07-12 19:11:43,2019-07-12 19:15:08,2019-07-12 19:15:08,2019-07-12 19:13:44,5,"[8801382134749, 8809173200130, 8806002010670, 8801056018160]","[2, 5, 1, 3]",90000
355,00000356,89045449,GS25강남리츠칼튼점,2,2019-09-12 19:56:25,2019-09-12 19:58:54,NULL,2019-09-12 19:58:54,4,"[8801382131014, 8809423620015, 8809382930231, 8801382130826]","[3, 5, 1, 2]",60000
356,00000357,89045449,GS25R서울강남4점,2,2019-02-07 12:37:02,2019-02-07 12:38:48,NULL,2019-02-07 12:38:48,1,"[8809023003379, 8809003432328]","[4, 5]",48000
357,00000358,89045449,GS25강남에이스타워점,3,2020-03-15 21:35:35,2020-03-15 21:44:10,NULL,2020-03-15 21:36:53,4,"[8809423620046, 8801056017606]","[4, 3]",14000
358,00000359,89045449,GS25강남은성점,2,2020-01-21 11:48:44,2020-01-21 11:50:48,NULL,2020-01-21 11:50:48,3,"[8806002003900, 8801382131014]","[2, 5]",33000
359,00000360,89045449,GS25S9언주역점,1,2018-09-15 18:55:02,2018-09-15 18:55:02,NULL,NULL,3,"[8801382131014, 8809382930231, 8801056006297, 8809050511090, 8801056051747]","[2, 5, 1, 4, 3]",103000
360,00000361,89045449,GS25강남메트로점,3,2018-03-04 11:24:17,2018-03-04 11:46:14,NULL,2018-03-04 11:26:03,3,"[8801094503000, 8801094483005, 8801056017606]","[5, 3, 2]",26000
361,00000362,89045449,GS25강남엘지점,3,2019-03-21 08:20:13,2019-03-21 08:41:38,NULL,2019-03-21 08:21:43,2,[8809003432328],[4],24000
362,00000363,89045449,GS25강남사랑점,4,2020-07-06 23:57:15,2020-07-07 00:00:47,2020-07-07 00:00:47,2020-07-06 23:59:16,4,[8801056042219],[1],31000
363,00000364,89045449,GS25강남역삼점,1,2019-03-16 14:31:37,2019-03-16 14:31:37,NULL,NULL,4,"[8803284605532, 8809191574688]","[2, 3]",21000
364,00000365,89045449,GS25S강남역3호점,4,2019-08-06 06:56:56,2019-08-06 07:00:40,2019-08-06 07:00:40,2019-08-06 06:59:33,2,"[8809423620046, 8803284605532, 8809023003379]","[5, 4, 3]",44000
365,00000366,89045449,GS25강남은성점,4,2018-06-20 13:08:12,2018-06-20 13:14:04,2018-06-20 13:14:04,2018-06-20 13:11:06,1,[8809023003379],[2],24000
366,00000367,89045449,GS25강남역삼점,2,2019-08-07 11:09:00,2019-08-07 11:10:38,NULL,2019-08-07 11:10:38,3,"[8809382930231, 8801382134749]","[3, 5]",61000
367,00000368,89045449,GS25강남아트점,4,2019-04-14 13:35:14,2019-04-14 13:40:11,2019-04-14 13:40:11,2019-04-14 13:37:19,4,"[8809423620046, 8809191574688, 8809023003379, 8804342310108, 8809068661077]","[1, 3, 5, 2, 4]",89000
368,00000369,89045449,GS25강남개포점,1,2018-09-02 05:00:00,2018-09-02 05:00:00,NULL,NULL,1,"[8803284605532, 8809423620015]","[5, 2]",16000
369,00000370,89045449,GS25S9삼성중앙역점,2,2019-06-01 10:37:24,2019-06-01 10:39:12,NULL,2019-06-01 10:39:12,1,"[8809023003379, 8809191574688, 8801056006297, 8809423620046]","[3, 2, 5, 4]",80000
370,00000371,89045449,GS25강남타운점,3,2019-07-16 09:42:14,2019-07-16 10:03:37,NULL,2019-07-16 09:44:13,2,"[8803284605532, 8801056017606, 8809382930231]","[1, 4, 2]",40000
371,00000372,89045449,GS25강남영동점,1,2019-01-08 14:36:04,2019-01-08 14:36:04,NULL,NULL,2,"[8809382930231, 8801382131014, 8803284605532]","[1, 3, 4]",58000
372,00000373,30089224,GS25S강남역2호점,4,2019-09-08 19:57:36,2019-09-08 20:04:14,2019-09-08 20:04:14,2019-09-08 20:00:04,4,"[8801056154011, 8809003432328, 8801382127567]","[2, 3, 4]",81000
373,00000374,30089224,GS25S강남구청역점,2,2020-08-07 07:11:35,2020-08-07 07:12:39,NULL,2020-08-07 07:12:39,3,"[8809023003379, 8809382930231, 8809423620015, 8809082723379]","[4, 1, 2, 5]",69000
374,00000375,30089224,GS25강남사랑점,2,2020-03-18 20:12:44,2020-03-18 20:15:00,NULL,2020-03-18 20:15:00,5,"[8801382131014, 8809423620046]","[2, 1]",32000
375,00000376,30089224,GS25강남타운점,2,2018-05-20 07:44:51,2018-05-20 07:46:36,NULL,2018-05-20 07:46:36,4,[8809191574688],[5],11000
376,00000377,30089224,GS25S강남역1호점,1,2018-04-04 13:26:10,2018-04-04 13:26:10,NULL,NULL,2,"[8809003432328, 8809023003379]","[5, 1]",48000
377,00000378,30089224,GS25강남아트점,4,2020-06-01 10:00:48,2020-06-01 10:03:03,2020-06-01 10:03:03,2020-06-01 10:01:55,1,"[8809423620046, 8809023003379, 8801094483005, 8801056064747, 8801056033026]","[5, 2, 3, 4, 1]",66000
378,00000379,30089224,GS25R서울강남4점,2,2019-04-10 08:41:23,2019-04-10 08:42:57,NULL,2019-04-10 08:42:57,3,"[8801094503000, 8803284605532, 8806002010670]","[1, 4, 3]",44000
379,00000380,30089224,GS25S강남역1호점,1,2018-02-03 21:57:21,2018-02-03 21:57:21,NULL,NULL,1,"[8809382930231, 8809173200130, 8801056006297, 8801097131019]","[4, 5, 2, 3]",94000
380,00000381,30089224,GS25강남YBM점,3,2019-08-21 19:11:46,2019-08-21 19:26:05,NULL,2019-08-21 19:14:04,2,"[8809397830021, 8801094483005, 8809173200130]","[1, 5, 4]",72000
381,00000382,30089224,GS25S강남구청역점,2,2019-09-10 22:44:24,2019-09-10 22:46:35,NULL,2019-09-10 22:46:35,3,"[8803284605532, 8809023003379, 8809191574688]","[3, 5, 2]",45000
382,00000383,30089224,GS25강남상록회관점,1,2019-09-13 09:13:50,2019-09-13 09:13:50,NULL,NULL,4,"[8809382930231, 8801382131014, 8801094483005, 8809382930217, 8801056038649]","[5, 3, 4, 2, 1]",95000
383,00000384,30089224,GS25S강남구청역점,1,2019-06-13 21:40:09,2019-06-13 21:40:09,NULL,NULL,2,"[8809423620046, 8809003432328, 8803284605532, 8806001083026]","[2, 1, 3, 4]",51000
384,00000385,30089224,GS25R서울강남4점,3,2018-04-21 07:58:19,2018-04-21 08:12:51,NULL,2018-04-21 08:01:06,2,"[8809173200130, 8801056154011, 8809397830021, 8802673003232]","[4, 2, 1, 5]",105000
385,00000386,30089224,GS25강남태양점,4,2020-03-14 06:17:01,2020-03-14 06:23:16,2020-03-14 06:23:16,2020-03-14 06:19:33,4,"[8809423620015, 8809023003379, 8801094483005, 8809191574695]","[5, 2, 4, 1]",74000
386,00000387,30089224,GS25S강남역1호점,1,2018-07-04 23:10:22,2018-07-04 23:10:22,NULL,NULL,5,"[8809423620015, 8801056042219]","[5, 2]",37000
387,00000388,30089224,GS25S강남역2호점,4,2019-03-01 05:31:40,2019-03-01 05:36:18,2019-03-01 05:36:18,2019-03-01 05:33:50,3,"[8809191574688, 8803284605532, 8801056006297, 8809397830021, 8809080300060]","[4, 2, 3, 5, 1]",97000
388,00000389,30089224,GS25강남시티힐점,3,2018-05-17 13:35:59,2018-05-17 13:54:40,NULL,2018-05-17 13:38:47,4,"[8801094483005, 8801094503000]","[1, 2]",22000
389,00000390,30089224,GS25S강남역1호점,2,2019-06-03 01:46:16,2019-06-03 01:47:17,NULL,2019-06-03 01:47:17,5,"[8801094483005, 8801056017606, 8809191574688, 8801056233013]","[5, 1, 4, 2]",57000
390,00000391,30089224,GS25강남영동점,1,2018-03-21 14:56:03,2018-03-21 14:56:03,NULL,NULL,5,"[8801056154011, 8809423620015]","[4, 5]",31000
391,00000392,30089224,GS25강남은성점,3,2020-03-15 17:10:45,2020-03-15 17:29:40,NULL,2020-03-15 17:12:10,5,"[8809382930231, 8801094483005, 8803284605532, 8801056042196]","[4, 3, 5, 1]",86000
392,00000393,30089224,GS25강남쥬비스점,1,2020-05-05 19:52:47,2020-05-05 19:52:47,NULL,NULL,2,"[8809191574688, 8801094503000, 8806002010670, 8801056164011, 8809027331706]","[2, 4, 1, 3, 5]",89000
393,00000394,30089224,GS25강남청담점,3,2020-01-06 01:48:36,2020-01-06 02:08:54,NULL,2020-01-06 01:50:00,1,[8801094503000],[3],10000
394,00000395,5985301,GS25강남대치점,1,2020-01-17 16:39:49,2020-01-17 16:39:49,NULL,NULL,3,[8801056154011],[2],25000
395,00000396,5985301,GS25강남쥬비스점,4,2018-05-05 19:42:46,2018-05-05 19:46:03,2018-05-05 19:46:03,2018-05-05 19:44:22,2,"[8803284605532, 8801382131014, 8806002010670]","[3, 4, 2]",56000
396,00000397,5985301,GS25강남은성점,4,2020-09-07 13:31:08,2020-09-07 13:37:10,2020-09-07 13:37:10,2020-09-07 13:32:24,2,"[8809003432328, 8801056042219]","[5, 4]",55000
397,00000398,5985301,GS25강남태강점,1,2019-03-01 10:16:43,2019-03-01 10:16:43,NULL,NULL,4,"[8809382930231, 8801056154011, 8801382127567, 8809045670115]","[2, 3, 5, 1]",107000
398,00000399,5985301,GS25S강남역2호점,3,2019-01-01 21:35:32,2019-01-01 21:48:14,NULL,2019-01-01 21:36:43,5,"[8806002003900, 8801094483005, 8801056042219]","[5, 2, 4]",54000
399,00000400,5985301,GS25개나리SK점,1,2019-01-03 20:08:45,2019-01-03 20:08:45,NULL,NULL,2,"[8801382127567, 8809423620046]","[5, 1]",42000
400,00000401,5985301,GS25강남은성점,2,2019-04-12 23:53:51,2019-04-12 23:56:13,NULL,2019-04-12 23:56:13,2,"[8801056006297, 8801382134749, 8801094503000]","[4, 5, 3]",80000
401,00000402,5985301,GS25S강남역2호점,4,2020-08-13 17:48:25,2020-08-13 17:51:02,2020-08-13 17:51:02,2020-08-13 17:49:30,2,"[8803284605532, 8809173200130, 8801382131014]","[1, 3, 5]",59000
402,00000403,5985301,GS25강남사랑점,3,2018-08-02 01:31:24,2018-08-02 01:46:13,NULL,2018-08-02 01:32:40,4,"[8803284605532, 8809023003379, 8806002010670]","[4, 2, 3]",58000
403,00000404,5985301,GS25R서울강남4점,3,2020-03-05 17:07:10,2020-03-05 17:23:37,NULL,2020-03-05 17:09:49,5,[8801382127567],[4],32000
404,00000405,5985301,GS25강남엘지점,3,2019-07-17 19:59:34,2019-07-17 20:04:11,NULL,2019-07-17 20:00:36,5,"[8801382127567, 8806002003900, 8801056017606, 8809423870014]","[3, 1, 4, 5]",57000
405,00000406,5985301,GS25강남대치점,2,2020-04-21 13:13:01,2020-04-21 13:15:54,NULL,2020-04-21 13:15:54,2,[8809191574688],[3],11000
406,00000407,5985301,GS25강남세곡점,4,2020-08-20 04:58:05,2020-08-20 05:01:51,2020-08-20 05:01:51,2020-08-20 04:59:58,2,[8801094483005],[3],12000
407,00000408,5985301,GS25강남드림하이점,1,2020-04-08 05:38:40,2020-04-08 05:38:40,NULL,NULL,3,[8801382131014],[5],22000
408,00000409,5985301,GS25강남본점,1,2019-09-19 07:27:00,2019-09-19 07:27:00,NULL,NULL,5,"[8801094503000, 8809397830021]","[5, 2]",43000
409,00000410,5985301,GS25강남LH점,2,2020-08-05 07:25:01,2020-08-05 07:27:08,NULL,2020-08-05 07:27:08,5,"[8809023003379, 8801382131014, 8801094483005]","[3, 5, 2]",58000
410,00000411,5985301,GS25강남영동점,1,2019-09-04 15:24:03,2019-09-04 15:24:03,NULL,NULL,5,"[8801382131014, 8801094503000, 8809023003379, 8809380760175]","[2, 5, 3, 1]",84000
411,00000412,5985301,GS25S9신논현역점,4,2020-06-08 19:39:09,2020-06-08 19:43:42,2020-06-08 19:43:42,2020-06-08 19:41:08,5,[8801056006297],[1],35000
412,00000413,5985301,GS25강남개포점,4,2019-08-13 02:04:36,2019-08-13 02:10:10,2019-08-13 02:10:10,2019-08-13 02:07:21,4,"[8809423620046, 8809173200130, 8809023003379]","[4, 1, 2]",61000
413,00000414,5985301,GS25강남동원점,3,2020-06-15 04:02:10,2020-06-15 04:22:14,NULL,2020-06-15 04:04:31,3,"[8809191574688, 8806002003900, 8801056154011]","[5, 2, 3]",47000
414,00000415,5985301,GS25강남시티힐점,3,2018-01-09 09:01:54,2018-01-09 09:16:48,NULL,2018-01-09 09:03:41,2,"[8809023003379, 8809423620046, 8806002003900, 8801056038861]","[1, 5, 4, 2]",68000
415,00000416,3786854,GS25강남상록회관점,4,2019-06-20 15:48:50,2019-06-20 15:54:35,2019-06-20 15:54:35,2019-06-20 15:51:13,2,[8809423620046],[4],10000
416,00000417,3786854,GS25S9신논현역점,2,2020-09-12 20:14:51,2020-09-12 20:16:57,NULL,2020-09-12 20:16:57,4,[8809423620046],[2],10000
417,00000418,3786854,GS25강남쥬비스점,2,2019-01-07 11:00:11,2019-01-07 11:01:22,NULL,2019-01-07 11:01:22,1,"[8801056017606, 8809397830021, 8801094483005, 8806002003931, 8801056006297]","[2, 3, 4, 5, 1]",97000
418,00000419,3786854,GS25강남대치점,1,2018-04-17 08:49:48,2018-04-17 08:49:48,NULL,NULL,2,"[8809023003379, 8809173200130, 8809423620015, 8806002010427]","[3, 4, 5, 2]",64000
419,00000420,3786854,GS25S9언주역점,3,2018-09-12 07:18:06,2018-09-12 07:38:08,NULL,2018-09-12 07:19:24,1,"[8809423620015, 8801056154011, 8809397830021]","[1, 4, 5]",64000
420,00000421,3786854,GS25S강남역3호점,3,2020-01-02 23:45:56,2020-01-03 00:07:26,NULL,2020-01-02 23:47:42,5,"[8801094483005, 8801056042219, 8801382134749, 8809068661008, 8801094222406]","[4, 1, 5, 3, 2]",138000
421,00000422,3786854,GS25강남태강점,1,2020-08-21 02:01:04,2020-08-21 02:01:04,NULL,NULL,5,[8809382930231],[5],26000
422,00000423,3786854,GS25강남역삼점,4,2018-03-10 20:36:24,2018-03-10 20:43:41,2018-03-10 20:43:41,2018-03-10 20:39:09,1,"[8809003432328, 8809423620046]","[5, 1]",34000
423,00000424,3786854,GS25강남역삼점,3,2019-06-10 20:19:40,2019-06-10 20:40:23,NULL,2019-06-10 20:22:00,5,[8801056154011],[5],25000
424,00000425,3786854,GS25강남LH점,4,2020-01-03 05:01:54,2020-01-03 05:05:07,2020-01-03 05:05:07,2020-01-03 05:03:36,5,"[8801056006297, 8803284605532, 8801094483005, 8801056033057, 8804342310108]","[4, 2, 3, 1, 5]",110000
425,00000426,3786854,GS25S강남역2호점,1,2018-08-04 15:51:01,2018-08-04 15:51:01,NULL,NULL,4,"[8809382930231, 8801382127567, 8801094503000, 8809382930217]","[1, 5, 2, 3]",75000
426,00000427,3786854,GS25S강남구청역점,2,2018-04-08 23:51:23,2018-04-08 23:52:59,NULL,2018-04-08 23:52:59,1,"[8809382930231, 8801056154011, 8806002003900]","[2, 4, 3]",62000
427,00000428,42543436,GS25강남에이스타워점,3,2019-05-13 04:27:01,2019-05-13 04:37:40,NULL,2019-05-13 04:29:12,4,"[8809191574688, 8809382930231]","[3, 4]",37000
428,00000429,42543436,GS25강남아트점,1,2020-08-17 16:07:04,2020-08-17 16:07:04,NULL,NULL,3,"[8801056042219, 8801056017606, 8809397830021, 8801382130802]","[5, 1, 2, 4]",93000
429,00000430,42543436,GS25S강남구청역점,3,2019-07-03 21:14:23,2019-07-03 21:25:18,NULL,2019-07-03 21:16:56,1,"[8809191574688, 8801094503000]","[3, 1]",21000
430,00000431,42543436,GS25강남아트점,2,2019-03-14 06:53:46,2019-03-14 06:56:04,NULL,2019-03-14 06:56:04,1,"[8801056017606, 8801382131014, 8809023003379]","[2, 4, 3]",50000
431,00000432,52184792,GS25강남아트점,3,2019-08-10 15:03:22,2019-08-10 15:20:47,NULL,2019-08-10 15:04:46,2,"[8801094503000, 8806002010670, 8809382930231]","[4, 1, 2]",60000
432,00000433,52184792,GS25강남아트점,2,2019-04-15 22:49:26,2019-04-15 22:51:38,NULL,2019-04-15 22:51:38,5,[8801382134749],[2],35000
433,00000434,52184792,GS25S강남역1호점,4,2019-09-03 01:17:21,2019-09-03 01:23:31,2019-09-03 01:23:31,2019-09-03 01:20:18,3,"[8809191574688, 8809423620015, 8809003432328, 8801056024062]","[1, 2, 5, 4]",62000
434,00000435,52184792,GS25강남시티힐점,3,2018-07-19 22:33:13,2018-07-19 22:54:24,NULL,2018-07-19 22:35:38,1,"[8801382134749, 8801382127567, 8801056017606, 8801097178090, 8801382130659]","[4, 2, 3, 1, 5]",123000
435,00000436,52184792,GS25강남개포점,4,2018-08-15 01:39:47,2018-08-15 01:45:46,2018-08-15 01:45:46,2018-08-15 01:40:54,1,"[8809423620015, 8809173200130]","[2, 5]",33000
436,00000437,52184792,GS25강남에이스타워점,4,2019-08-19 15:08:50,2019-08-19 15:16:09,2019-08-19 15:16:09,2019-08-19 15:11:29,4,"[8809397830021, 8809423620046, 8806002003900, 8801056389017]","[1, 4, 5, 2]",65000
437,00000438,52184792,GS25강남나누리점,4,2019-03-03 15:07:59,2019-03-03 15:12:31,2019-03-03 15:12:31,2019-03-03 15:09:41,2,"[8801056154011, 8801056042219, 8801382131014, 8801382130383]","[4, 3, 5, 1]",104000
