,주문번호ID,구매자id,판매점id,주문상태,주문일,상태변경일,취소날짜,승인날짜,결제수단,주문상품목록,주문상품갯수,총결제금액
899,00000900,1253382,38968808,3,2018-07-07 21:45:51,2018-07-07 22:03:41,NULL,2018-07-07 21:48:20,4,"[8809045670115, 8806001083750, 8809409910123]","[3, 4, 2]",46000
900,00000901,1253382,21795031,4,2019-07-13 13:53:38,2019-07-13 13:59:05,2019-07-13 13:59:05,2019-07-13 13:56:16,5,"[8801056024062, 8801097130036, 8801094482602, 8809397830007, 8801056058227]","[4, 3, 2, 5, 1]",74000
901,00000902,1253382,58832889,1,2019-02-01 03:46:03,2019-02-01 03:46:03,NULL,NULL,2,"[8802673003256, 8802774003445, 8809332392768, 8801056798017, 8809424480021]","[4, 1, 3, 5, 2]",86000
902,00000903,1253382,56140451,1,2019-01-20 11:50:52,2019-01-20 11:50:52,NULL,NULL,2,"[8806002002894, 8801056024062, 8806001083750, 8803284605532, 8801097278035]","[2, 5, 3, 1, 4]",95000
903,00000904,1253382,47033144,2,2019-09-11 18:20:37,2019-09-11 18:21:43,NULL,2019-09-11 18:21:43,3,"[8806002002894, 8801094503031]","[4, 5]",76000
904,00000905,1253382,76430125,2,2018-02-19 06:06:25,2018-02-19 06:08:23,NULL,2018-02-19 06:08:23,2,"[8802774003445, 8802673003256, 8801094482602, 8809191574695]","[1, 4, 5, 2]",83000
905,00000906,1253382,14729155,1,2019-09-09 23:30:03,2019-09-09 23:30:03,NULL,NULL,4,"[8806001083750, 8809423620046, 8801056024062, 8801097250079, 8804342387872]","[4, 2, 1, 5, 3]",99000
906,00000907,1253382,27206775,3,2019-04-10 15:39:32,2019-04-10 15:47:24,NULL,2019-04-10 15:41:28,5,"[8801094503031, 8809409910123]","[2, 3]",52000
907,00000908,1253382,84166398,2,2018-03-14 07:21:56,2018-03-14 07:24:41,NULL,2018-03-14 07:24:41,4,"[8802774003445, 8801056024062, 8809191574664, 8801052727851]","[5, 1, 4, 2]",88000
908,00000909,1253382,58832889,2,2020-05-16 05:37:46,2020-05-16 05:39:56,NULL,2020-05-16 05:39:56,2,"[8803284605464, 8801094503031, 8801056024062, 8806430012819]","[1, 5, 2, 3]",100000
909,00000910,1253382,44858354,2,2020-07-04 22:52:57,2020-07-04 22:55:16,NULL,2020-07-04 22:55:16,4,"[8809068661077, 8801094482602]","[3, 4]",41000
910,00000911,1253382,49616996,4,2018-01-20 02:48:07,2018-01-20 02:54:24,2018-01-20 02:54:24,2018-01-20 02:49:55,1,"[8801094503031, 8802774003445]","[1, 4]",47000
911,00000912,1253382,76430125,3,2018-06-15 18:47:15,2018-06-15 19:09:56,NULL,2018-06-15 18:49:08,5,"[8802774003445, 8809080300039]","[4, 5]",18000
912,00000913,1253382,49616996,3,2018-04-10 05:32:49,2018-04-10 05:51:53,NULL,2018-04-10 05:35:04,4,"[8809409910123, 8809191574664]","[2, 5]",54000
913,00000914,1253382,34792150,3,2018-03-16 02:39:05,2018-03-16 02:45:54,NULL,2018-03-16 02:41:51,1,[8806002002894],[1],40000
914,00000915,1253382,28606144,4,2019-01-17 06:16:22,2019-01-17 06:21:12,2019-01-17 06:21:12,2019-01-17 06:18:16,5,"[8801094482602, 8802774003445, 8809068661077, 8801056065805]","[3, 2, 1, 5]",58000
915,00000916,1253382,37194251,2,2020-07-05 20:58:34,2020-07-05 20:59:50,NULL,2020-07-05 20:59:50,2,"[8809045670115, 8806001083750, 8801094482602]","[1, 3, 4]",51000
916,00000917,1253382,1435584,2,2019-07-19 18:54:30,2019-07-19 18:56:31,NULL,2019-07-19 18:56:31,3,"[8809068661008, 8809080300039, 8806002002894]","[2, 4, 5]",73000
917,00000918,1253382,9723056,3,2018-03-05 22:46:42,2018-03-05 23:06:21,NULL,2018-03-05 22:49:40,2,"[8801097130036, 8802774003445, 8806001083750]","[1, 2, 4]",22000
918,00000919,92792755,49416586,2,2018-09-01 14:28:07,2018-09-01 14:29:28,NULL,2018-09-01 14:29:28,1,"[8809423620046, 8809409910123, 8801382131014, 8802673003249]","[1, 4, 2, 5]",51000
919,00000920,92792755,36237228,3,2020-07-09 21:34:04,2020-07-09 21:53:39,NULL,2020-07-09 21:35:21,4,"[8801043650762, 8806001083750]","[2, 4]",17000
920,00000921,92792755,1435584,1,2019-05-18 17:13:33,2019-05-18 17:13:33,NULL,NULL,2,"[8806002002894, 8806002002894, 8801382131014, 8809191574657]","[2, 4, 1, 3]",128000
921,00000922,92792755,58832889,1,2018-07-01 12:50:43,2018-07-01 12:50:43,NULL,NULL,3,"[8809068661077, 8809080300039, 8802774003445, 8801382130383]","[1, 2, 4, 5]",64000
922,00000923,92792755,84166398,1,2020-05-07 18:18:36,2020-05-07 18:18:36,NULL,NULL,2,"[8806001083750, 8801382131014, 8809068661077]","[5, 4, 2]",48000
923,00000924,92792755,54178025,2,2018-05-01 15:27:07,2018-05-01 15:28:55,NULL,2018-05-01 15:28:55,1,"[8802774003445, 8806002002894, 8801382131014, 8809323750027, 8809424480038]","[5, 1, 3, 4, 2]",116000
924,00000925,92792755,9723056,4,2018-09-16 01:03:20,2018-09-16 01:06:29,2018-09-16 01:06:29,2018-09-16 01:04:32,4,"[8809068661008, 8801056024062]","[2, 5]",47000
925,00000926,92792755,27206775,3,2019-05-06 19:52:59,2019-05-06 20:16:25,NULL,2019-05-06 19:55:54,1,"[8801382131014, 8809191574664, 8801043650762, 8801094483005]","[4, 3, 1, 2]",83000
926,00000927,92792755,1477966,3,2020-01-05 19:07:01,2020-01-05 19:24:56,NULL,2020-01-05 19:09:26,4,"[8809068661077, 8809080300039, 8809423620046, 8801056714017, 8801056007163]","[4, 1, 5, 2, 3]",85000
927,00000928,92792755,34792150,1,2019-05-03 07:02:01,2019-05-03 07:02:01,NULL,NULL,1,"[8806002002894, 8809409910123]","[5, 1]",56000
928,00000929,92792755,99699361,1,2018-02-11 13:17:30,2018-02-11 13:17:30,NULL,NULL,2,"[8809423620046, 8801097130036, 8802673003256, 8801056005719, 8809057550023]","[1, 5, 4, 3, 2]",67000
929,00000930,92792755,98446589,4,2019-07-20 01:05:53,2019-07-20 01:12:03,2019-07-20 01:12:03,2019-07-20 01:08:05,1,"[8809068661077, 8802774003445, 8801043650762, 8809050511083]","[1, 4, 3, 2]",56000
930,00000931,92792755,47033144,4,2020-02-12 20:26:02,2020-02-12 20:31:53,2020-02-12 20:31:53,2020-02-12 20:28:52,3,[8801043650762],[2],11000
931,00000932,92792755,52970367,4,2020-01-13 15:50:13,2020-01-13 15:55:10,2020-01-13 15:55:10,2020-01-13 15:51:39,5,"[8801056024062, 8806002002894, 8809045670115]","[4, 2, 3]",85000
932,00000933,92792755,65410918,3,2020-05-01 07:33:46,2020-05-01 07:49:52,NULL,2020-05-01 07:35:23,5,"[8809191574664, 8802774003445]","[5, 2]",49000
933,00000934,92792755,61657168,4,2018-01-10 23:21:20,2018-01-10 23:26:43,2018-01-10 23:26:43,2018-01-10 23:22:53,3,"[8806001083750, 8802673003256, 8802774003445, 8801094502102]","[2, 3, 5, 4]",76000
934,00000935,16084165,89034567,4,2019-05-01 10:46:35,2019-05-01 10:50:11,2019-05-01 10:50:11,2019-05-01 10:48:21,2,"[8803284605464, 8801094482602]","[1, 2]",34000
935,00000936,16084165,42985112,1,2019-07-03 12:42:10,2019-07-03 12:42:10,NULL,NULL,5,[8806001083750],[3],6000
936,00000937,16084165,34157209,4,2018-02-04 02:39:41,2018-02-04 02:45:04,2018-02-04 02:45:04,2018-02-04 02:41:19,2,"[8801382131014, 8809068661077]","[5, 4]",42000
937,00000938,16084165,99388073,3,2020-09-17 03:41:42,2020-09-17 03:54:54,NULL,2020-09-17 03:43:03,5,"[8802673003256, 8801056024062]","[4, 1]",40000
938,00000939,16084165,47033144,2,2019-09-15 14:56:45,2019-09-15 14:58:25,NULL,2019-09-15 14:58:25,2,"[8801056024062, 8803284605464]","[1, 3]",34000
939,00000940,16084165,38968808,3,2019-01-13 08:48:40,2019-01-13 08:55:20,NULL,2019-01-13 08:50:54,3,"[8806002002894, 8802673003256, 8809068661008, 8809423620022]","[1, 3, 2, 5]",101000
940,00000941,16084165,47033144,4,2019-06-05 18:15:02,2019-06-05 18:18:35,2019-06-05 18:18:35,2019-06-05 18:16:18,1,"[8802673003256, 8802774003445, 8801094482602, 8801097131019]","[2, 1, 4, 5]",57000
941,00000942,16084165,28606144,2,2019-04-08 15:24:57,2019-04-08 15:26:35,NULL,2019-04-08 15:26:35,3,"[8801094503031, 8806002002894, 8809080300039, 8801043900027, 8809397830021]","[3, 2, 5, 4, 1]",132000
942,00000943,16084165,76430125,3,2019-03-01 17:39:50,2019-03-01 17:57:40,NULL,2019-03-01 17:41:15,1,"[8801043650762, 8809068661008]","[5, 4]",37000
943,00000944,16084165,98473237,1,2020-09-05 10:07:26,2020-09-05 10:07:26,NULL,NULL,1,"[8806002002894, 8806001083750, 8801043650762, 8801097187016]","[2, 3, 1, 5]",97000
944,00000945,16084165,96820813,2,2019-08-10 01:56:56,2019-08-10 01:58:51,NULL,2019-08-10 01:58:51,1,"[8801382131014, 8801094503031, 8806002002894, 8809397830014, 8801097850019]","[2, 3, 4, 5, 1]",120000
945,00000946,16084165,64577473,3,2018-08-06 10:09:42,2018-08-06 10:20:52,NULL,2018-08-06 10:11:49,1,"[8801382131014, 8801056024062, 8801094503031]","[2, 1, 4]",79000
946,00000947,16084165,9723056,2,2018-04-17 20:04:19,2018-04-17 20:05:49,NULL,2018-04-17 20:05:49,4,"[8809068661008, 8801056024062, 8802774003445, 8809382930224]","[3, 1, 5, 4]",62000
947,00000948,16084165,78189817,1,2020-08-21 07:10:51,2020-08-21 07:10:51,NULL,NULL,1,"[8801094503031, 8809068661077]","[4, 5]",56000
948,00000949,16084165,54178025,2,2018-05-03 13:12:05,2018-05-03 13:14:25,NULL,2018-05-03 13:14:25,2,[8809423620046],[5],10000
949,00000950,16084165,22176965,3,2018-09-13 17:31:04,2018-09-13 17:40:05,NULL,2018-09-13 17:32:38,5,[8809068661077],[3],20000
950,00000951,16084165,18377790,4,2019-08-01 08:45:38,2019-08-01 08:49:58,2019-08-01 08:49:58,2019-08-01 08:46:46,5,[8809423620046],[1],10000
951,00000952,16084165,60170980,4,2018-07-01 13:24:53,2018-07-01 13:29:14,2018-07-01 13:29:14,2018-07-01 13:27:36,5,[8801094482602],[3],21000
952,00000953,16084165,44858354,3,2020-08-14 13:38:41,2020-08-14 13:44:11,NULL,2020-08-14 13:40:37,3,"[8806002002894, 8809045670115, 8801094503031, 8809050511090, 8809423620008]","[5, 3, 1, 2, 4]",125000
953,00000954,16084165,14729155,3,2019-08-12 22:53:27,2019-08-12 22:58:26,NULL,2019-08-12 22:54:38,5,"[8809045670115, 8809068661008, 8809332392768, 8809027331706]","[4, 2, 3, 5]",113000
954,00000955,16084165,1477966,4,2019-03-17 06:49:51,2019-03-17 06:52:32,2019-03-17 06:52:32,2019-03-17 06:51:24,2,[8802774003445],[3],11000
955,00000956,16084165,65410918,4,2020-04-19 02:05:48,2020-04-19 02:12:38,2020-04-19 02:12:38,2020-04-19 02:08:42,4,"[8809423620046, 8809080300039, 8809332392768, 8802673003218, 8801056006259]","[4, 3, 5, 1, 2]",100000
956,00000957,16084165,97713365,4,2019-03-13 08:24:11,2019-03-13 08:29:54,2019-03-13 08:29:54,2019-03-13 08:25:29,4,"[8806002002894, 8801094503031, 8806001083750, 8801097178014, 8809423620008]","[4, 3, 1, 2, 5]",135000
957,00000958,19670444,96820813,3,2018-08-05 03:47:50,2018-08-05 03:52:07,NULL,2018-08-05 03:50:08,2,"[8809068661077, 8801382131014, 8801094503031, 8801056389017]","[2, 5, 4, 1]",89000
958,00000959,19670444,9723056,3,2020-01-04 01:48:30,2020-01-04 02:07:16,NULL,2020-01-04 01:51:07,3,[8801094503031],[5],36000
959,00000960,19670444,76430125,4,2019-09-19 11:00:08,2019-09-19 11:06:41,2019-09-19 11:06:41,2019-09-19 11:02:49,1,[8806002002894],[2],40000
960,00000961,19670444,56856462,1,2018-07-08 15:27:22,2018-07-08 15:27:22,NULL,NULL,5,"[8806001083750, 8809068661008, 8801094482602, 8809409910154]","[1, 5, 4, 2]",64000
961,00000962,19670444,22176965,1,2020-05-09 13:06:19,2020-05-09 13:06:19,NULL,NULL,3,"[8801043650762, 8801056024062]","[5, 4]",32000
962,00000963,19670444,66679999,4,2018-05-14 16:35:24,2018-05-14 16:41:11,2018-05-14 16:41:11,2018-05-14 16:38:01,3,"[8802673003256, 8801094482602, 8801097130036, 8809397830021]","[1, 4, 3, 5]",78000
963,00000964,19670444,34157209,3,2020-02-06 03:54:15,2020-02-06 04:10:58,NULL,2020-02-06 03:55:25,2,[8809191574664],[2],38000
964,00000965,19670444,98446589,4,2020-01-18 15:46:05,2020-01-18 15:49:22,2020-01-18 15:49:22,2020-01-18 15:47:15,3,[8802774003445],[3],11000
965,00000966,19670444,58832889,2,2018-01-05 19:39:16,2018-01-05 19:41:30,NULL,2018-01-05 19:41:30,2,"[8809409910123, 8806002002894, 8801056024062, 8809409910123, 8806020311353]","[2, 3, 5, 1, 4]",96000
966,00000967,19670444,99208683,1,2020-05-11 11:08:08,2020-05-11 11:08:08,NULL,NULL,2,"[8801094482602, 8802774003445]","[3, 1]",32000
967,00000968,9539662,74883731,1,2020-06-04 18:54:08,2020-06-04 18:54:08,NULL,NULL,5,"[8809068661008, 8809191574664, 8802673003256]","[2, 5, 3]",83000
968,00000969,9539662,84457962,3,2019-08-08 07:08:24,2019-08-08 07:22:57,NULL,2019-08-08 07:09:58,3,"[8801097130036, 8809068661077]","[4, 3]",25000
969,00000970,9539662,99699361,4,2018-09-01 03:28:00,2018-09-01 03:32:18,2018-09-01 03:32:18,2018-09-01 03:30:05,4,"[8801094503031, 8806001083750]","[1, 2]",42000
970,00000971,9539662,92047329,2,2018-06-01 05:00:17,2018-06-01 05:01:43,NULL,2018-06-01 05:01:43,4,"[8809068661008, 8806001083750, 8809409910123]","[5, 2, 3]",48000
971,00000972,9539662,89034567,3,2020-05-02 21:29:46,2020-05-02 21:33:47,NULL,2020-05-02 21:32:43,4,"[8806002002894, 8801043650762]","[2, 5]",51000
972,00000973,9539662,74883731,1,2020-05-16 13:56:33,2020-05-16 13:56:33,NULL,NULL,2,"[8809423620046, 8801043650762]","[2, 4]",21000
973,00000974,9539662,84166398,1,2019-09-10 06:49:49,2019-09-10 06:49:49,NULL,NULL,4,"[8806002002894, 8806002002894, 8801094482602, 8802774001014]","[5, 1, 4, 3]",112000
974,00000975,9539662,56140451,3,2019-02-10 09:16:41,2019-02-10 09:25:25,NULL,2019-02-10 09:18:12,1,"[8801094503031, 8802774003445, 8801094482602, 8809191574695]","[3, 2, 1, 4]",100000
975,00000976,9539662,89034567,1,2020-06-18 21:46:14,2020-06-18 21:46:14,NULL,NULL,1,[8809068661077],[4],20000
976,00000977,9539662,38968808,1,2019-02-19 14:12:06,2019-02-19 14:12:06,NULL,NULL,3,"[8809080300039, 8801094482602]","[1, 5]",28000
977,00000978,9539662,65410918,3,2018-04-01 23:06:51,2018-04-01 23:09:43,NULL,2018-04-01 23:08:16,3,"[8809068661008, 8802673003256]","[5, 1]",45000
978,00000979,9539662,14372105,3,2018-07-05 10:52:13,2018-07-05 11:02:32,NULL,2018-07-05 10:55:03,2,"[8801382131014, 8809080300039, 8809332392768]","[4, 5, 3]",57000
979,00000980,9539662,54178025,1,2018-04-06 20:52:26,2018-04-06 20:52:26,NULL,NULL,4,[8802673003256],[5],19000
980,00000981,9539662,37194251,3,2018-01-07 12:12:50,2018-01-07 12:30:21,NULL,2018-01-07 12:15:27,3,"[8802774003445, 8806002002894, 8806001083750]","[2, 1, 3]",57000
981,00000982,9539662,99699361,2,2018-01-05 01:59:05,2018-01-05 02:01:57,NULL,2018-01-05 02:01:57,2,"[8801056024062, 8801094503031, 8801382131014]","[4, 1, 3]",79000
982,00000983,9539662,36237228,3,2019-07-17 11:19:57,2019-07-17 11:25:17,NULL,2019-07-17 11:21:03,5,"[8809332392768, 8801094503031, 8809423620046, 8806002000794, 8801094232702]","[3, 1, 2, 5, 4]",115000
983,00000984,9539662,99208683,3,2018-03-01 02:35:49,2018-03-01 02:57:13,NULL,2018-03-01 02:37:06,3,"[8809409910123, 8801056024062, 8801043650762, 8809221606204, 8801382130820]","[1, 5, 2, 4, 3]",74000
984,00000985,9539662,37194251,4,2019-07-15 13:29:44,2019-07-15 13:36:08,2019-07-15 13:36:08,2019-07-15 13:32:30,5,"[8801097130036, 8809423620046]","[4, 2]",15000
985,00000986,9539662,84457962,3,2020-02-16 03:00:02,2020-02-16 03:05:06,NULL,2020-02-16 03:02:00,1,"[8802673003256, 8809423620046, 8801094482602, 8802673003232, 8806002010571]","[3, 4, 1, 2, 5]",96000
986,00000987,9539662,58832889,2,2020-06-08 14:40:10,2020-06-08 14:41:45,NULL,2020-06-08 14:41:45,5,"[8802673003256, 8801382131014, 8809409910123, 880105665874, 8806002010441]","[5, 1, 3, 2, 4]",125000
987,00000988,9539662,89034567,3,2018-03-19 21:06:35,2018-03-19 21:25:32,NULL,2018-03-19 21:07:45,4,"[8809409910123, 8801097130036]","[5, 4]",21000
988,00000989,9539662,97713365,3,2018-09-13 03:19:09,2018-09-13 03:22:46,NULL,2018-09-13 03:20:27,1,"[8806001083750, 8801097130036, 8803284605464, 8801056038649]","[1, 5, 4, 2]",52000
989,00000990,9539662,38968808,3,2018-08-20 15:31:47,2018-08-20 15:50:51,NULL,2018-08-20 15:34:46,2,"[8809080300039, 8806001083750]","[3, 4]",13000
990,00000991,77264899,28606144,2,2020-06-04 17:29:10,2020-06-04 17:30:12,NULL,2020-06-04 17:30:12,4,"[8803284605464, 8809409910123, 8809423620046, 8801097187016, 8801097131019]","[4, 2, 3, 1, 5]",85000
991,00000992,77264899,96820813,1,2019-02-09 10:18:22,2019-02-09 10:18:22,NULL,NULL,4,"[8802774003445, 8809045670115]","[3, 4]",35000
992,00000993,77264899,52970367,3,2019-05-07 23:15:14,2019-05-07 23:31:51,NULL,2019-05-07 23:16:17,3,[8809332392768],[2],28000
993,00000994,77264899,99388073,1,2019-02-01 08:31:55,2019-02-01 08:31:55,NULL,NULL,2,"[8809409910123, 8809080300039]","[3, 4]",23000
994,00000995,77264899,66679999,4,2020-09-18 06:58:20,2020-09-18 07:03:41,2020-09-18 07:03:41,2020-09-18 06:59:24,4,"[8801094503031, 8809191574664]","[4, 1]",74000
995,00000996,51834828,76430125,3,2019-06-11 16:52:03,2019-06-11 17:06:14,NULL,2019-06-11 16:54:24,2,[8801094482602],[4],21000
996,00000997,51834828,57745285,3,2020-08-08 14:48:10,2020-08-08 14:56:36,NULL,2020-08-08 14:50:26,2,"[8809068661008, 8801382131014]","[2, 4]",48000
997,00000998,51834828,74883731,3,2018-09-09 16:53:45,2018-09-09 17:11:01,NULL,2018-09-09 16:56:32,3,"[8801056024062, 8801094503031]","[1, 2]",57000
998,00000999,51834828,98473237,2,2018-02-02 10:05:57,2018-02-02 10:07:26,NULL,2018-02-02 10:07:26,3,"[8806002002894, 8802673003256, 8803284605464, 8806002003023]","[2, 1, 3, 5]",99000
999,00001000,51834828,84457962,3,2020-07-08 03:50:33,2020-07-08 04:05:32,NULL,2020-07-08 03:52:40,3,"[8803284605464, 8806001083750, 8806002002894, 8801056389123, 8801056201012]","[3, 5, 2, 1, 4]",90000
1000,00001001,51834828,98473237,1,2020-03-21 10:56:03,2020-03-21 10:56:03,NULL,NULL,1,[8809080300039],[3],7000
1001,00001002,51834828,74883731,3,2019-06-19 18:48:37,2019-06-19 19:01:17,NULL,2019-06-19 18:51:27,1,"[8809423620046, 8801094503031]","[5, 1]",46000
1002,00001003,51834828,89034567,4,2018-03-06 05:46:56,2018-03-06 05:50:19,2018-03-06 05:50:19,2018-03-06 05:49:04,4,"[8806001083750, 8801097130036, 8809068661008, 8801104290357]","[2, 4, 5, 3]",49000
1003,00001004,51834828,60170980,4,2020-05-10 13:22:43,2020-05-10 13:26:23,2020-05-10 13:26:23,2020-05-10 13:24:04,4,[8809409910123],[3],16000
1004,00001005,51834828,76430125,3,2019-08-06 07:08:26,2019-08-06 07:29:39,NULL,2019-08-06 07:10:19,3,"[8809191574664, 8801043650762, 8806002002894, 8801056033026, 8809023009593]","[5, 3, 4, 2, 1]",134000
1005,00001006,51834828,65410918,1,2020-03-11 03:59:57,2020-03-11 03:59:57,NULL,NULL,4,"[8802774003445, 8809045670115, 8809068661077]","[5, 2, 4]",55000
1006,00001007,51834828,7770833,3,2018-01-02 22:42:02,2018-01-02 22:48:12,NULL,2018-01-02 22:43:46,1,"[8803284605464, 8801056024062, 8801094482602, 8809423870007]","[1, 2, 5, 4]",83000
1007,00001008,51834828,38968808,4,2019-04-14 09:09:14,2019-04-14 09:16:40,2019-04-14 09:16:40,2019-04-14 09:11:48,1,"[8803284605464, 8806002002894, 8809191574664]","[5, 2, 4]",91000
1008,00001009,51834828,99699361,3,2018-04-20 09:59:06,2018-04-20 10:19:27,NULL,2018-04-20 10:01:34,3,"[8801043650762, 8809191574664, 8801056024062, 8802673003201]","[5, 3, 1, 2]",92000
1009,00001010,51834828,14729155,4,2020-07-05 01:16:41,2020-07-05 01:20:20,2020-07-05 01:20:20,2020-07-05 01:18:46,3,"[8809423620046, 8809191574664, 8803284605464]","[2, 3, 5]",61000
1010,00001011,51834828,1477966,2,2018-09-14 18:37:14,2018-09-14 18:40:01,NULL,2018-09-14 18:40:01,3,"[8809191574664, 8809332392768, 8806001083750, 8809397830014, 8801097250383]","[1, 2, 4, 3, 5]",84000
1011,00001012,51834828,84166398,1,2020-05-18 07:25:47,2020-05-18 07:25:47,NULL,NULL,4,"[8809068661008, 8809409910123, 8806001083750, 8801097178014]","[3, 1, 2, 4]",83000
1012,00001013,51834828,54178025,4,2018-07-14 21:08:29,2018-07-14 21:14:12,2018-07-14 21:14:12,2018-07-14 21:10:59,5,"[8809423620046, 8809068661008, 8809332392768, 8802774003445, 8801382130659]","[1, 3, 4, 5, 2]",87000
1013,00001014,51834828,92047329,2,2020-01-18 09:40:27,2020-01-18 09:43:07,NULL,2020-01-18 09:43:07,1,"[8801056024062, 8802673003256, 8801382131014, 8801056005237]","[1, 5, 3, 4]",81000
1014,00001015,51834828,89034567,1,2019-08-20 12:02:17,2019-08-20 12:02:17,NULL,NULL,1,"[8803284605464, 8806002002894, 8806001083750, 8802774000987]","[4, 1, 2, 3]",74000
1015,00001016,51834828,57745285,2,2019-05-19 07:05:18,2019-05-19 07:07:41,NULL,2019-05-19 07:07:41,2,"[8801094482602, 8806002002894]","[3, 2]",61000
1016,00001017,51834828,34792150,4,2019-08-21 22:28:23,2019-08-21 22:35:32,2019-08-21 22:35:32,2019-08-21 22:30:54,5,[8801094503031],[5],36000
1017,00001018,51834828,60170980,2,2019-06-15 05:22:53,2019-06-15 05:24:28,NULL,2019-06-15 05:24:28,3,"[8801043650762, 8802774003445, 8809332392768, 8804342398984, 8804342387872]","[1, 4, 3, 2, 5]",88000
1018,00001019,51834828,84166398,4,2018-08-18 17:39:50,2018-08-18 17:45:24,2018-08-18 17:45:24,2018-08-18 17:42:35,2,[8801094482602],[1],21000
1019,00001020,51834828,54178025,2,2018-02-06 02:52:44,2018-02-06 02:55:28,NULL,2018-02-06 02:55:28,5,"[8809068661077, 8801382131014, 8806002002894]","[5, 1, 4]",82000
1020,00001021,83674986,38968808,4,2018-05-04 10:51:41,2018-05-04 10:57:44,2018-05-04 10:57:44,2018-05-04 10:54:25,3,"[8809045670115, 8806002002894]","[2, 5]",64000
1021,00001022,83674986,64577473,2,2019-02-11 09:07:24,2019-02-11 09:09:09,NULL,2019-02-11 09:09:09,1,"[8806002002894, 8809409910123, 8801382131014, 8801056714017, 8804342387872]","[5, 3, 2, 1, 4]",126000
1022,00001023,83674986,56856462,2,2019-05-12 20:52:30,2019-05-12 20:55:28,NULL,2019-05-12 20:55:28,5,"[8809080300039, 8801094503031, 8806002002894]","[3, 1, 4]",83000
1023,00001024,83674986,27206775,3,2018-06-16 13:55:16,2018-06-16 14:11:59,NULL,2018-06-16 13:57:42,4,[8809068661077],[1],20000
1024,00001025,83674986,84166398,1,2019-07-01 20:34:12,2019-07-01 20:34:12,NULL,NULL,4,[8801094503031],[4],36000
1025,00001026,83674986,84457962,2,2019-03-16 20:25:50,2019-03-16 20:27:28,NULL,2019-03-16 20:27:28,4,[8809409910123],[2],16000
1026,00001027,83674986,44858354,1,2019-07-05 07:09:04,2019-07-05 07:09:04,NULL,NULL,1,"[8809191574664, 8809068661008, 8801094482602, 8809424480021]","[1, 4, 2, 5]",90000
1027,00001028,83674986,49616996,3,2019-01-03 14:23:26,2019-01-03 14:42:06,NULL,2019-01-03 14:25:14,1,[8806002002894],[4],40000
1028,00001029,83674986,34157209,3,2018-04-07 18:11:11,2018-04-07 18:30:58,NULL,2018-04-07 18:13:01,4,"[8809045670115, 8809080300039]","[1, 3]",31000
1029,00001030,83674986,46239733,4,2020-04-13 23:31:17,2020-04-13 23:35:57,2020-04-13 23:35:57,2020-04-13 23:33:36,2,"[8809080300039, 8806001083750, 8801094482602]","[1, 2, 4]",34000
1030,00001031,83674986,46239733,2,2019-01-17 07:02:27,2019-01-17 07:04:31,NULL,2019-01-17 07:04:31,1,"[8802673003256, 8809409910123, 8809332392768, 8809191574640, 8801097178090]","[4, 2, 1, 5, 3]",120000
1031,00001032,83674986,59830938,1,2018-02-14 11:47:08,2018-02-14 11:47:08,NULL,NULL,2,"[8801094482602, 8801382131014, 8809332392768, 8802673003256, 8809191574695]","[5, 1, 4, 2, 3]",122000
1032,00001033,83674986,74883731,2,2020-05-21 08:47:15,2020-05-21 08:48:23,NULL,2020-05-21 08:48:23,5,"[8801097130036, 8803284605464, 8802774003445, 8801056009731]","[1, 5, 3, 4]",50000
1033,00001034,83674986,66679999,3,2019-04-06 01:37:01,2019-04-06 01:53:14,NULL,2019-04-06 01:39:04,4,"[8809191574664, 8801382131014, 8809068661008, 8809382930224]","[5, 3, 1, 2]",90000
1034,00001035,83674986,89034567,3,2020-09-02 02:28:08,2020-09-02 02:33:51,NULL,2020-09-02 02:30:42,4,"[8801094482602, 8809068661077, 8802673003256, 8809068661152]","[2, 5, 4, 1]",83000
1035,00001036,83674986,64577473,1,2019-01-20 18:47:10,2019-01-20 18:47:10,NULL,NULL,2,"[8801056024062, 8809068661077]","[1, 2]",41000
1036,00001037,83674986,84457962,2,2019-04-04 07:38:43,2019-04-04 07:41:39,NULL,2019-04-04 07:41:39,2,"[8809080300039, 8802673003256, 8809423620046]","[2, 1, 3]",36000
1037,00001038,83674986,98446589,2,2019-09-13 07:48:21,2019-09-13 07:49:46,NULL,2019-09-13 07:49:46,1,"[8802673003256, 8801043650762, 8809045670115, 8809023009340, 8809125060836]","[1, 5, 2, 4, 3]",120000
1038,00001039,68423698,99388073,2,2018-02-09 20:48:37,2018-02-09 20:50:35,NULL,2018-02-09 20:50:35,5,"[8806002002894, 8801094503031, 8809191574664]","[1, 5, 4]",114000
1039,00001040,68423698,98446589,4,2018-03-07 14:43:01,2018-03-07 14:46:21,2018-03-07 14:46:21,2018-03-07 14:44:19,5,[8801094503031],[3],36000
1040,00001041,68423698,84457962,4,2020-06-16 11:04:10,2020-06-16 11:09:21,2020-06-16 11:09:21,2020-06-16 11:05:52,2,"[8809068661077, 8801097130036]","[1, 5]",25000
1041,00001042,68423698,49616996,2,2019-07-08 02:16:21,2019-07-08 02:18:14,NULL,2019-07-08 02:18:14,1,"[8809068661077, 8809423620046]","[1, 5]",30000
1042,00001043,68423698,67418250,1,2019-08-09 19:08:11,2019-08-09 19:08:11,NULL,NULL,1,"[8806002002894, 8802774003445]","[4, 3]",51000
