,판매점ID,판매물품바코드,재고,재고업데이트날짜,최근판매날짜
497,97713365,8805915531036,14,2020-08-08,2020-06-18
498,97713365,8801382127574,41,2020-08-08,2020-06-18
499,97713365,8809253640177,12,2020-08-08,2020-06-18
500,97713365,8809023009333,4,2020-08-08,2020-06-18
501,97713365,8801382127567,34,2020-08-08,2020-06-18
502,97713365,8805915531036,8,2020-08-08,2020-06-18
503,97713365,8801056755010,42,2020-08-08,2020-06-18
504,97713365,8809050511038,17,2020-08-08,2020-06-18
505,97713365,8801043650700,29,2020-08-08,2020-06-18
506,97713365,8801382144823,31,2020-08-08,2020-06-18
507,97713365,8806002003023,26,2020-08-08,2020-06-18
508,56856462,8801056005672,16,2020-02-03,2020-07-14
509,56856462,8809382930217,4,2020-02-03,2020-07-14
510,56856462,8801056154066,18,2020-02-03,2020-07-14
511,56856462,8809409910123,14,2020-02-03,2020-07-14
512,56856462,8801097250369,13,2020-02-03,2020-07-14
513,56856462,8801056042196,10,2020-02-03,2020-07-14
514,56856462,8806002010465,21,2020-02-03,2020-07-14
515,56856462,8804074100350,1,2020-02-03,2020-07-14
516,56856462,8801382128694,7,2020-02-03,2020-07-14
517,56856462,8804342343434,14,2020-02-03,2020-07-14
518,56856462,8809125060836,15,2020-02-03,2020-07-14
519,56856462,8801056024062,10,2020-02-03,2020-07-14
520,56856462,8809409910154,3,2020-02-03,2020-07-14
521,56856462,8801056389017,7,2020-02-03,2020-07-14
522,56856462,8802774000369,3,2020-02-03,2020-07-14
523,56856462,8809191574640,20,2020-02-03,2020-07-14
524,56856462,8806002004044,17,2020-02-03,2020-07-14
525,56856462,880105665874,21,2020-02-03,2020-07-14
526,56856462,8809228158898,18,2020-02-03,2020-07-14
527,56856462,8804074600546,20,2020-02-03,2020-07-14
528,56856462,8801382130840,3,2020-02-03,2020-07-14
529,56856462,8803284605532,2,2020-02-03,2020-07-14
530,56856462,8801097131019,3,2020-02-03,2020-07-14
531,38968808,8806002010571,23,2020-03-19,2020-07-14
532,38968808,8801753100892,44,2020-03-19,2020-07-14
533,38968808,8801382139072,1,2020-03-19,2020-07-14
534,38968808,8809068661176,22,2020-03-19,2020-07-14
535,38968808,8801097250413,43,2020-03-19,2020-07-14
536,38968808,8809191574688,44,2020-03-19,2020-07-14
537,38968808,8801056030649,13,2020-03-19,2020-07-14
538,38968808,8809409910123,5,2020-03-19,2020-07-14
539,38968808,8801097618114,17,2020-03-19,2020-07-14
540,38968808,8809397830007,24,2020-03-19,2020-07-14
541,38968808,8801056024017,14,2020-03-19,2020-07-14
542,38968808,8801056688127,25,2020-03-19,2020-07-14
543,38968808,8809050511144,14,2020-03-19,2020-07-14
544,38968808,8801056055189,31,2020-03-19,2020-07-14
545,38968808,8801056042226,46,2020-03-19,2020-07-14
546,38968808,8801056389017,36,2020-03-19,2020-07-14
547,38968808,8801382127574,17,2020-03-19,2020-07-14
548,38968808,8801753100885,44,2020-03-19,2020-07-14
549,38968808,880105603886,29,2020-03-19,2020-07-14
550,38968808,8801056007163,23,2020-03-19,2020-07-14
551,38968808,8809173200147,7,2020-03-19,2020-07-14
552,38968808,8806002003023,8,2020-03-19,2020-07-14
553,38968808,8809027331492,29,2020-03-19,2020-07-14
554,38968808,8801382144823,12,2020-03-19,2020-07-14
555,38968808,8801094603007,26,2020-03-19,2020-07-14
556,38968808,8801056714017,15,2020-03-19,2020-07-14
557,38968808,8809082723386,26,2020-03-19,2020-07-14
558,38968808,8801056007163,31,2020-03-19,2020-07-14
559,38968808,8809125060850,29,2020-03-19,2020-07-14
560,38968808,8806001083750,25,2020-03-19,2020-07-14
561,38968808,8809323750010,20,2020-03-19,2020-07-14
562,38968808,8802673003232,14,2020-03-19,2020-07-14
563,38968808,88004334,31,2020-03-19,2020-07-14
564,38968808,8801056017606,31,2020-03-19,2020-07-14
565,38968808,8802673003218,9,2020-03-19,2020-07-14
566,38968808,8801753100892,29,2020-03-19,2020-07-14
567,38968808,8809068661008,20,2020-03-19,2020-07-14
568,38968808,8806002003900,1,2020-03-19,2020-07-14
569,38968808,8802774000369,3,2020-03-19,2020-07-14
570,38968808,8809057550023,32,2020-03-19,2020-07-14
571,38968808,8809191574688,43,2020-03-19,2020-07-14
572,38968808,8809423620039,19,2020-03-19,2020-07-14
573,38968808,8801382137405,41,2020-03-19,2020-07-14
574,38968808,8806020311919,30,2020-03-19,2020-07-14
575,38968808,8801104500067,17,2020-03-19,2020-07-14
576,38968808,8801094503000,7,2020-03-19,2020-07-14
577,42985112,8801746672443,1,2020-01-05,2020-09-13
578,42985112,8809382930231,10,2020-01-05,2020-09-13
579,42985112,8806002010670,2,2020-01-05,2020-09-13
580,42985112,8809023009593,4,2020-01-05,2020-09-13
581,42985112,8806020311353,5,2020-01-05,2020-09-13
582,42985112,8801382130383,1,2020-01-05,2020-09-13
583,42985112,8801382138686,7,2020-01-05,2020-09-13
584,42985112,8809424480038,2,2020-01-05,2020-09-13
585,42985112,8809082723379,7,2020-01-05,2020-09-13
586,42985112,8809125064124,2,2020-01-05,2020-09-13
587,57745285,8801097278035,30,2020-08-17,2020-09-09
588,57745285,8801056038861,31,2020-08-17,2020-09-09
589,57745285,8801094222406,10,2020-08-17,2020-09-09
590,57745285,8803284605532,33,2020-08-17,2020-09-09
591,57745285,8801056201012,19,2020-08-17,2020-09-09
592,57745285,8809082727537,23,2020-08-17,2020-09-09
593,57745285,8809068661077,39,2020-08-17,2020-09-09
594,57745285,8801382144823,18,2020-08-17,2020-09-09
595,57745285,8809106188092,15,2020-08-17,2020-09-09
596,57745285,8802774003445,33,2020-08-17,2020-09-09
597,57745285,8802774001014,8,2020-08-17,2020-09-09
598,57745285,8801056003364,27,2020-08-17,2020-09-09
599,57745285,8801056036775,25,2020-08-17,2020-09-09
600,57745285,8802774000987,14,2020-08-17,2020-09-09
601,57745285,8801043650762,38,2020-08-17,2020-09-09
602,57745285,8801056015107,36,2020-08-17,2020-09-09
603,57745285,8803284607659,5,2020-08-17,2020-09-09
604,57745285,8806001085020,44,2020-08-17,2020-09-09
605,57745285,8801056034740,3,2020-08-17,2020-09-09
606,57745285,8801097150010,46,2020-08-17,2020-09-09
607,57745285,8801382127567,35,2020-08-17,2020-09-09
608,57745285,8809057795523,28,2020-08-17,2020-09-09
609,57745285,8809050511083,1,2020-08-17,2020-09-09
610,57745285,8806002010427,10,2020-08-17,2020-09-09
611,57745285,8804342387872,14,2020-08-17,2020-09-09
612,57745285,8801056487010,28,2020-08-17,2020-09-09
613,57745285,8809023009333,39,2020-08-17,2020-09-09
614,57745285,8809125060232,13,2020-08-17,2020-09-09
615,57745285,8809040935110,2,2020-08-17,2020-09-09
616,57745285,8801097187016,34,2020-08-17,2020-09-09
617,57745285,8801097130036,22,2020-08-17,2020-09-09
618,57745285,8801056021062,22,2020-08-17,2020-09-09
619,57745285,8801056389123,14,2020-08-17,2020-09-09
620,57745285,880105665874,10,2020-08-17,2020-09-09
621,57745285,8801097250376,13,2020-08-17,2020-09-09
622,57745285,8801052727851,8,2020-08-17,2020-09-09
623,57745285,8809332392768,19,2020-08-17,2020-09-09
624,57745285,8801097250053,42,2020-08-17,2020-09-09
625,57745285,8801056024017,46,2020-08-17,2020-09-09
626,57745285,8802774000369,41,2020-08-17,2020-09-09
627,57745285,8801382144823,15,2020-08-17,2020-09-09
628,57745285,8809110700051,35,2020-08-17,2020-09-09
629,57745285,8806430012802,27,2020-08-17,2020-09-09
630,57745285,8809045670115,17,2020-08-17,2020-09-09
631,57745285,8801097130012,11,2020-08-17,2020-09-09
632,57745285,8801056001285,31,2020-08-17,2020-09-09
633,74883731,8801094502102,2,2020-09-03,2020-02-04
634,74883731,8804074100350,4,2020-09-03,2020-02-04
635,74883731,8801097278035,6,2020-09-03,2020-02-04
636,74883731,8809221607072,6,2020-09-03,2020-02-04
637,74883731,8809080300039,4,2020-09-03,2020-02-04
638,74883731,8806002003023,2,2020-09-03,2020-02-04
639,99388073,8801056058227,11,2020-06-14,2020-07-10
640,99388073,8809023009340,18,2020-06-14,2020-07-10
641,99388073,8801097250279,17,2020-06-14,2020-07-10
642,99388073,8801382128694,19,2020-06-14,2020-07-10
643,99388073,8801097250053,17,2020-06-14,2020-07-10
644,99388073,8809135308157,4,2020-06-14,2020-07-10
645,99388073,8806002003023,11,2020-06-14,2020-07-10
646,99388073,8802673003263,18,2020-06-14,2020-07-10
647,99388073,8801056924011,14,2020-06-14,2020-07-10
648,99388073,8809110700044,12,2020-06-14,2020-07-10
649,99388073,8809191574695,11,2020-06-14,2020-07-10
650,99388073,8801094563004,7,2020-06-14,2020-07-10
651,99388073,8801094563004,14,2020-06-14,2020-07-10
652,99388073,8801094232702,10,2020-06-14,2020-07-10
653,99388073,8809423870014,10,2020-06-14,2020-07-10
654,99388073,8809125060850,14,2020-06-14,2020-07-10
655,99388073,8809023009333,9,2020-06-14,2020-07-10
656,99388073,8801056487010,15,2020-06-14,2020-07-10
657,99388073,8801382130383,17,2020-06-14,2020-07-10
658,56140451,8801097231016,9,2020-07-16,2020-04-10
659,56140451,8801056005237,1,2020-07-16,2020-04-10
660,56140451,8801104290357,9,2020-07-16,2020-04-10
661,56140451,8801097250413,16,2020-07-16,2020-04-10
662,56140451,8801056030649,28,2020-07-16,2020-04-10
663,56140451,8809423620046,15,2020-07-16,2020-04-10
664,56140451,8806003011362,7,2020-07-16,2020-04-10
665,56140451,8806020311919,27,2020-07-16,2020-04-10
666,56140451,8801094223007,21,2020-07-16,2020-04-10
667,56140451,8801097130036,24,2020-07-16,2020-04-10
668,56140451,8809027332932,21,2020-07-16,2020-04-10
669,56140451,8809082727520,21,2020-07-16,2020-04-10
670,56140451,8801097131019,3,2020-07-16,2020-04-10
671,56140451,8806002010670,24,2020-07-16,2020-04-10
672,56140451,8801043650762,1,2020-07-16,2020-04-10
673,56140451,8806002010427,10,2020-07-16,2020-04-10
674,56140451,8809423620022,3,2020-07-16,2020-04-10
675,56140451,8801094602208,28,2020-07-16,2020-04-10
676,56140451,8801037037852,12,2020-07-16,2020-04-10
677,56140451,8801056054984,12,2020-07-16,2020-04-10
678,56140451,8803284605532,10,2020-07-16,2020-04-10
679,56140451,8801037018646,28,2020-07-16,2020-04-10
680,56140451,8806002003931,29,2020-07-16,2020-04-10
681,56140451,8801056033026,16,2020-07-16,2020-04-10
682,56140451,8809423620046,7,2020-07-16,2020-04-10
683,56140451,8809027331706,21,2020-07-16,2020-04-10
684,56140451,8801056055189,17,2020-07-16,2020-04-10
685,56140451,8807920310347,26,2020-07-16,2020-04-10
686,56140451,8809228150014,15,2020-07-16,2020-04-10
687,67418250,8801056487010,4,2020-08-12,2020-06-15
688,67418250,8801094563004,9,2020-08-12,2020-06-15
689,67418250,8809068661077,10,2020-08-12,2020-06-15
690,67418250,8801056001841,5,2020-08-12,2020-06-15
691,67418250,8801056389123,7,2020-08-12,2020-06-15
692,67418250,8806430012802,9,2020-08-12,2020-06-15
693,67418250,8809423620022,2,2020-08-12,2020-06-15
694,67418250,8809191574664,10,2020-08-12,2020-06-15
695,67418250,8809382930255,2,2020-08-12,2020-06-15
696,67418250,8801382144823,8,2020-08-12,2020-06-15
697,65410918,8801094503031,34,2020-03-04,2020-09-19
698,65410918,8806002004044,35,2020-03-04,2020-09-19
699,65410918,8809027331492,36,2020-03-04,2020-09-19
700,65410918,8801056007163,44,2020-03-04,2020-09-19
701,65410918,8809191574664,10,2020-03-04,2020-09-19
702,65410918,8806020311919,6,2020-03-04,2020-09-19
703,65410918,8801094222406,5,2020-03-04,2020-09-19
704,65410918,8806020311919,15,2020-03-04,2020-09-19
705,65410918,8801097250279,7,2020-03-04,2020-09-19
706,65410918,8801097178021,7,2020-03-04,2020-09-19
707,65410918,8809382930255,46,2020-03-04,2020-09-19
708,65410918,8806002010571,26,2020-03-04,2020-09-19
709,65410918,8801097250369,41,2020-03-04,2020-09-19
710,65410918,8809125060850,24,2020-03-04,2020-09-19
711,65410918,8806002000794,21,2020-03-04,2020-09-19
712,65410918,8809191574640,8,2020-03-04,2020-09-19
713,65410918,8809191574664,20,2020-03-04,2020-09-19
714,65410918,8809023009593,33,2020-03-04,2020-09-19
715,65410918,8802673003232,48,2020-03-04,2020-09-19
716,65410918,8802673003263,13,2020-03-04,2020-09-19
717,65410918,8801382130659,7,2020-03-04,2020-09-19
718,65410918,8809221606204,9,2020-03-04,2020-09-19
719,65410918,8801056024017,35,2020-03-04,2020-09-19
720,65410918,8801094603007,22,2020-03-04,2020-09-19
721,65410918,8801094223007,34,2020-03-04,2020-09-19
722,65410918,8802673003232,31,2020-03-04,2020-09-19
723,65410918,8809027331317,13,2020-03-04,2020-09-19
724,65410918,8809397830007,20,2020-03-04,2020-09-19
725,65410918,8801056164011,4,2020-03-04,2020-09-19
726,65410918,8809068661152,5,2020-03-04,2020-09-19
727,65410918,8809082723379,19,2020-03-04,2020-09-19
728,65410918,8801097131019,7,2020-03-04,2020-09-19
729,65410918,8801056154066,46,2020-03-04,2020-09-19
730,65410918,8809191574664,3,2020-03-04,2020-09-19
731,65410918,8809068661152,39,2020-03-04,2020-09-19
732,65410918,8802673003232,21,2020-03-04,2020-09-19
733,65410918,8802673003355,16,2020-03-04,2020-09-19
734,65410918,8801097250279,22,2020-03-04,2020-09-19
735,65410918,8809068661008,27,2020-03-04,2020-09-19
736,65410918,8809424480021,33,2020-03-04,2020-09-19
737,65410918,8809423870014,14,2020-03-04,2020-09-19
738,65410918,8801056065829,30,2020-03-04,2020-09-19
739,65410918,8809423620008,41,2020-03-04,2020-09-19
740,65410918,8809068661152,23,2020-03-04,2020-09-19
741,65410918,8809221606204,47,2020-03-04,2020-09-19
742,65410918,8809027331492,19,2020-03-04,2020-09-19
743,65410918,8809382930231,12,2020-03-04,2020-09-19
744,65410918,8809027331744,12,2020-03-04,2020-09-19
745,78189817,8809068661008,9,2020-01-04,2020-08-15
746,78189817,8809191574688,18,2020-01-04,2020-08-15
747,78189817,8809050511038,15,2020-01-04,2020-08-15
748,78189817,8801056006297,2,2020-01-04,2020-08-15
749,78189817,8801097250053,15,2020-01-04,2020-08-15
750,78189817,8809082723379,20,2020-01-04,2020-08-15
751,78189817,8801056064747,13,2020-01-04,2020-08-15
752,78189817,8801056064747,10,2020-01-04,2020-08-15
753,78189817,8801056164011,4,2020-01-04,2020-08-15
754,78189817,8802774000987,12,2020-01-04,2020-08-15
755,78189817,8801382134848,23,2020-01-04,2020-08-15
756,78189817,8801056055189,19,2020-01-04,2020-08-15
757,78189817,8809023009333,17,2020-01-04,2020-08-15
758,78189817,8802774003445,20,2020-01-04,2020-08-15
759,78189817,8809173200147,11,2020-01-04,2020-08-15
760,78189817,8809423620022,1,2020-01-04,2020-08-15
761,78189817,8804074100350,16,2020-01-04,2020-08-15
762,78189817,8801094482602,7,2020-01-04,2020-08-15
763,78189817,8801382137382,5,2020-01-04,2020-08-15
764,78189817,8801056154011,6,2020-01-04,2020-08-15
765,78189817,8809027331706,13,2020-01-04,2020-08-15
766,78189817,8801056787127,5,2020-01-04,2020-08-15
767,78189817,8809003432304,21,2020-01-04,2020-08-15
768,78189817,8801094503000,24,2020-01-04,2020-08-15
769,22176965,8801056038861,5,2020-08-09,2020-02-09
770,22176965,8806430012802,12,2020-08-09,2020-02-09
771,22176965,8801056487010,8,2020-08-09,2020-02-09
772,22176965,8801382130802,2,2020-08-09,2020-02-09
773,22176965,8805915531012,12,2020-08-09,2020-02-09
774,22176965,8809332392768,2,2020-08-09,2020-02-09
775,22176965,8802673003355,11,2020-08-09,2020-02-09
776,22176965,8806002010977,12,2020-08-09,2020-02-09
777,22176965,8809323750065,8,2020-08-09,2020-02-09
778,22176965,8806002010977,5,2020-08-09,2020-02-09
779,22176965,8801056164011,13,2020-08-09,2020-02-09
780,22176965,8801097250279,2,2020-08-09,2020-02-09
781,22176965,8805915531036,2,2020-08-09,2020-02-09
782,1435584,8806430012819,2,2020-03-10,2020-06-11
783,1435584,8801382127574,1,2020-03-10,2020-06-11
784,1435584,8801382137382,15,2020-03-10,2020-06-11
785,1435584,8806002010441,10,2020-03-10,2020-06-11
786,1435584,8806001084894,5,2020-03-10,2020-06-11
787,1435584,8801382132455,24,2020-03-10,2020-06-11
788,1435584,8809082727537,18,2020-03-10,2020-06-11
789,1435584,8809027331492,11,2020-03-10,2020-06-11
790,1435584,8802673003256,21,2020-03-10,2020-06-11
791,1435584,8806002003023,11,2020-03-10,2020-06-11
792,1435584,8801056058227,3,2020-03-10,2020-06-11
793,1435584,8809228158881,23,2020-03-10,2020-06-11
794,1435584,8801382134824,13,2020-03-10,2020-06-11
795,1435584,8801056024017,13,2020-03-10,2020-06-11
796,1435584,8801056002541,8,2020-03-10,2020-06-11
797,1435584,8806002010977,22,2020-03-10,2020-06-11
798,1435584,8801056224011,4,2020-03-10,2020-06-11
799,1435584,8809423620022,17,2020-03-10,2020-06-11
800,1435584,8809057795509,5,2020-03-10,2020-06-11
801,1435584,8809423620008,18,2020-03-10,2020-06-11
802,1435584,8801056032388,14,2020-03-10,2020-06-11
803,1435584,8809228158898,18,2020-03-10,2020-06-11
804,1435584,8802774000369,1,2020-03-10,2020-06-11
805,1435584,8805915531012,6,2020-03-10,2020-06-11
806,44858354,8801382138686,1,2020-07-14,2020-08-11
807,44858354,8809423870014,8,2020-07-14,2020-08-11
808,44858354,8809050511038,32,2020-07-14,2020-08-11
809,44858354,8809380760175,14,2020-07-14,2020-08-11
810,44858354,8802673003317,32,2020-07-14,2020-08-11
811,44858354,88004334,13,2020-07-14,2020-08-11
812,44858354,8809228150014,24,2020-07-14,2020-08-11
813,44858354,8801097250376,24,2020-07-14,2020-08-11
814,44858354,8801043650700,27,2020-07-14,2020-08-11
815,44858354,8802673003201,31,2020-07-14,2020-08-11
816,44858354,8801097130036,25,2020-07-14,2020-08-11
817,44858354,8809125060225,6,2020-07-14,2020-08-11
818,44858354,8801056005719,35,2020-07-14,2020-08-11
819,44858354,8801037018646,27,2020-07-14,2020-08-11
820,44858354,8802673003218,18,2020-07-14,2020-08-11
821,44858354,8806001083767,37,2020-07-14,2020-08-11
822,44858354,8809228150021,33,2020-07-14,2020-08-11
823,44858354,8801094503031,28,2020-07-14,2020-08-11
824,44858354,8809135308157,12,2020-07-14,2020-08-11
825,44858354,8801094222703,28,2020-07-14,2020-08-11
826,44858354,8801056030649,29,2020-07-14,2020-08-11
827,44858354,8809332391303,4,2020-07-14,2020-08-11
828,44858354,8809027332932,2,2020-07-14,2020-08-11
829,44858354,8801056688127,20,2020-07-14,2020-08-11
830,44858354,8802673003218,9,2020-07-14,2020-08-11
831,44858354,8806001083026,35,2020-07-14,2020-08-11
832,44858354,8801097130036,21,2020-07-14,2020-08-11
833,44858354,8801097250376,26,2020-07-14,2020-08-11
834,44858354,8809191574640,11,2020-07-14,2020-08-11
835,44858354,8801056224011,36,2020-07-14,2020-08-11
836,44858354,8809382930255,1,2020-07-14,2020-08-11
837,44858354,8801056021062,16,2020-07-14,2020-08-11
838,44858354,8801382128038,18,2020-07-14,2020-08-11
839,44858354,8809027331706,28,2020-07-14,2020-08-11
840,44858354,8801056201012,15,2020-07-14,2020-08-11
841,44858354,8801056007163,22,2020-07-14,2020-08-11
842,44858354,8809027331317,14,2020-07-14,2020-08-11
843,60170980,8801094503901,1,2020-04-09,2020-04-12
844,60170980,8801056389123,2,2020-04-09,2020-04-12
845,60170980,8801382139072,6,2020-04-09,2020-04-12
846,60170980,8809382930217,16,2020-04-09,2020-04-12
847,60170980,8809080300060,9,2020-04-09,2020-04-12
848,60170980,8806020311919,3,2020-04-09,2020-04-12
849,60170980,88004334,12,2020-04-09,2020-04-12
850,60170980,8801056033026,6,2020-04-09,2020-04-12
851,60170980,8809082727513,11,2020-04-09,2020-04-12
852,60170980,8809191574640,9,2020-04-09,2020-04-12
853,60170980,8809191574688,10,2020-04-09,2020-04-12
854,60170980,8802673003218,4,2020-04-09,2020-04-12
855,60170980,8801056005237,16,2020-04-09,2020-04-12
856,60170980,8807920310347,8,2020-04-09,2020-04-12
857,60170980,8801037037869,3,2020-04-09,2020-04-12
858,60170980,8809023009333,5,2020-04-09,2020-04-12
859,60170980,8806001083767,2,2020-04-09,2020-04-12
860,49416586,8809110700051,2,2020-09-15,2020-06-03
861,49416586,8801056798017,10,2020-09-15,2020-06-03
862,49416586,8809191574688,18,2020-09-15,2020-06-03
863,49416586,8809068661169,9,2020-09-15,2020-06-03
864,49416586,8809027331744,20,2020-09-15,2020-06-03
865,49416586,8809323750065,10,2020-09-15,2020-06-03
866,49416586,8809409910123,4,2020-09-15,2020-06-03
867,49416586,8809173200345,14,2020-09-15,2020-06-03
868,49416586,8809040935110,20,2020-09-15,2020-06-03
869,49416586,8806020311919,8,2020-09-15,2020-06-03
870,49416586,8801056487010,8,2020-09-15,2020-06-03
871,49416586,8809040935110,8,2020-09-15,2020-06-03
872,49416586,8809228158881,17,2020-09-15,2020-06-03
873,49416586,8802673003317,1,2020-09-15,2020-06-03
874,49416586,8801382130383,8,2020-09-15,2020-06-03
875,49416586,8802774006927,4,2020-09-15,2020-06-03
876,49416586,8804074100350,19,2020-09-15,2020-06-03
877,49416586,8809082727537,16,2020-09-15,2020-06-03
878,49416586,8801056487010,14,2020-09-15,2020-06-03
879,49416586,8809045670115,14,2020-09-15,2020-06-03
880,49616996,8809423620022,2,2020-02-11,2020-06-07
881,49616996,8806430012819,3,2020-02-11,2020-06-07
882,49616996,8806002004044,1,2020-02-11,2020-06-07
883,98473237,8801097250079,10,2020-05-19,2020-02-06
884,98473237,8801382134749,19,2020-05-19,2020-02-06
885,98473237,8809382930255,14,2020-05-19,2020-02-06
886,98473237,8801104500067,4,2020-05-19,2020-02-06
887,98473237,8801094483005,13,2020-05-19,2020-02-06
888,98473237,8801097850019,10,2020-05-19,2020-02-06
889,98473237,8801056013110,3,2020-05-19,2020-02-06
890,98473237,8801097178038,5,2020-05-19,2020-02-06
891,98473237,8809082723379,18,2020-05-19,2020-02-06
892,98473237,8801094473006,16,2020-05-19,2020-02-06
893,98473237,8801382128694,4,2020-05-19,2020-02-06
894,98473237,8809027331492,24,2020-05-19,2020-02-06
895,98473237,8801094223038,1,2020-05-19,2020-02-06
896,98473237,8801097250053,15,2020-05-19,2020-02-06
897,98473237,8801056033057,16,2020-05-19,2020-02-06
898,98473237,8802673003355,21,2020-05-19,2020-02-06
899,98473237,8801094222406,26,2020-05-19,2020-02-06
900,98473237,8801056298128,10,2020-05-19,2020-02-06
901,98473237,8809423870007,22,2020-05-19,2020-02-06
902,98473237,8802673003317,10,2020-05-19,2020-02-06
903,98473237,8809424480021,7,2020-05-19,2020-02-06
904,98473237,8806002002894,21,2020-05-19,2020-02-06
905,98473237,8802673003300,23,2020-05-19,2020-02-06
906,98473237,8806001083026,15,2020-05-19,2020-02-06
907,98473237,8801043650199,16,2020-05-19,2020-02-06
908,98473237,8801056005237,21,2020-05-19,2020-02-06
909,99208683,8809382930248,5,2020-01-06,2020-04-13
910,99208683,8809409910154,10,2020-01-06,2020-04-13
911,99208683,8809135303633,11,2020-01-06,2020-04-13
912,99208683,8809057550023,3,2020-01-06,2020-04-13
913,99208683,8801097130012,22,2020-01-06,2020-04-13
914,99208683,8801382128694,17,2020-01-06,2020-04-13
915,99208683,8801097618114,23,2020-01-06,2020-04-13
916,99208683,8801382135418,7,2020-01-06,2020-04-13
917,99208683,8809332392768,22,2020-01-06,2020-04-13
918,99208683,8802673003256,6,2020-01-06,2020-04-13
919,99208683,8801382134749,18,2020-01-06,2020-04-13
920,99208683,8801056042219,5,2020-01-06,2020-04-13
921,99208683,8801037018646,16,2020-01-06,2020-04-13
922,99208683,8801097250376,5,2020-01-06,2020-04-13
923,99208683,8801382134749,23,2020-01-06,2020-04-13
924,99208683,8801056038861,7,2020-01-06,2020-04-13
925,99208683,8802673003201,16,2020-01-06,2020-04-13
926,99208683,8801056021062,11,2020-01-06,2020-04-13
927,99208683,8806430012819,22,2020-01-06,2020-04-13
928,99208683,8801094602208,20,2020-01-06,2020-04-13
929,99208683,8802774000369,11,2020-01-06,2020-04-13
930,99208683,8801097250369,19,2020-01-06,2020-04-13
931,99208683,8809057795523,21,2020-01-06,2020-04-13
932,99208683,8802673003232,10,2020-01-06,2020-04-13
933,37194251,8809191574671,39,2020-03-15,2020-03-03
934,37194251,8802673003263,22,2020-03-15,2020-03-03
935,37194251,8801382128694,27,2020-03-15,2020-03-03
936,37194251,8809040935110,30,2020-03-15,2020-03-03
937,37194251,8801056005719,40,2020-03-15,2020-03-03
938,37194251,8809173200147,12,2020-03-15,2020-03-03
939,37194251,8801382127574,4,2020-03-15,2020-03-03
940,37194251,8801052727837,6,2020-03-15,2020-03-03
941,37194251,8804074600546,9,2020-03-15,2020-03-03
942,37194251,8806430012819,29,2020-03-15,2020-03-03
943,37194251,8801056298128,29,2020-03-15,2020-03-03
944,37194251,8801056033026,44,2020-03-15,2020-03-03
945,37194251,8801056006297,6,2020-03-15,2020-03-03
946,37194251,8801056005719,46,2020-03-15,2020-03-03
947,37194251,8801056001285,33,2020-03-15,2020-03-03
948,37194251,8801056033057,36,2020-03-15,2020-03-03
949,37194251,8801056022112,42,2020-03-15,2020-03-03
950,37194251,8809110700051,38,2020-03-15,2020-03-03
951,37194251,8802673003300,25,2020-03-15,2020-03-03
952,37194251,8801052727851,34,2020-03-15,2020-03-03
953,37194251,8801056024062,34,2020-03-15,2020-03-03
954,37194251,8801094222406,32,2020-03-15,2020-03-03
955,37194251,8809050511038,17,2020-03-15,2020-03-03
956,37194251,8805915531036,47,2020-03-15,2020-03-03
957,37194251,8801097130036,41,2020-03-15,2020-03-03
958,37194251,8801037037852,12,2020-03-15,2020-03-03
959,37194251,8801382138686,33,2020-03-15,2020-03-03
960,37194251,8801056787127,28,2020-03-15,2020-03-03
961,37194251,8801056038861,1,2020-03-15,2020-03-03
962,37194251,8801056065829,27,2020-03-15,2020-03-03
963,37194251,8801056714017,38,2020-03-15,2020-03-03
964,37194251,8809023009333,28,2020-03-15,2020-03-03
965,37194251,880105665874,26,2020-03-15,2020-03-03
966,37194251,8809191574695,47,2020-03-15,2020-03-03
967,37194251,8801056022112,15,2020-03-15,2020-03-03
968,37194251,8809023009340,12,2020-03-15,2020-03-03
969,37194251,8801056001285,25,2020-03-15,2020-03-03
970,37194251,8809382930255,21,2020-03-15,2020-03-03
971,37194251,8809409910154,44,2020-03-15,2020-03-03
972,37194251,8809382930200,14,2020-03-15,2020-03-03
973,37194251,8801382128694,41,2020-03-15,2020-03-03
974,37194251,8801097250279,37,2020-03-15,2020-03-03
975,37194251,880105603886,46,2020-03-15,2020-03-03
976,37194251,8809382930200,7,2020-03-15,2020-03-03
977,37194251,8801097250369,32,2020-03-15,2020-03-03
978,37194251,8806002003931,18,2020-03-15,2020-03-03
979,37194251,8801056154066,45,2020-03-15,2020-03-03
980,76430125,8804074100350,22,2020-02-15,2020-08-21
981,76430125,8801056038649,16,2020-02-15,2020-08-21
982,76430125,8801056064761,22,2020-02-15,2020-08-21
983,76430125,8809424480021,27,2020-02-15,2020-08-21
984,76430125,8801056055189,25,2020-02-15,2020-08-21
985,76430125,8801037037852,17,2020-02-15,2020-08-21
986,76430125,8801097178021,8,2020-02-15,2020-08-21
987,76430125,8809057795509,7,2020-02-15,2020-08-21
988,76430125,8801382144823,15,2020-02-15,2020-08-21
989,76430125,8809082723379,15,2020-02-15,2020-08-21
990,76430125,8802774006927,4,2020-02-15,2020-08-21
991,76430125,8809027331744,25,2020-02-15,2020-08-21
992,76430125,8801056006297,2,2020-02-15,2020-08-21
993,76430125,8801097178090,13,2020-02-15,2020-08-21
994,76430125,8809173200345,25,2020-02-15,2020-08-21
995,76430125,8809023001269,14,2020-02-15,2020-08-21
