,주문번호ID,구매자id,판매점id,주문상태,주문일,상태변경일,취소날짜,승인날짜,결제수단,주문상품목록,주문상품갯수,총결제금액
1434,00001435,70650955,13719043,4,2020-06-19 13:40:42,2020-06-19 13:47:32,2020-06-19 13:47:32,2020-06-19 13:42:39,1,"[8801056755010, 8801382127574, 8801056002541]","[5, 4, 1]",72000
1435,00001436,70650955,86704733,4,2018-07-21 17:54:36,2018-07-21 18:01:59,2018-07-21 18:01:59,2018-07-21 17:57:28,1,"[8801056002541, 8801382130826, 8801056015107]","[5, 3, 4]",39000
1436,00001437,70650955,93528850,4,2018-03-02 06:17:38,2018-03-02 06:21:15,2018-03-02 06:21:15,2018-03-02 06:19:40,5,[8809423620039],[4],40000
1437,00001438,70650955,87603323,2,2018-05-12 13:58:49,2018-05-12 14:00:07,NULL,2018-05-12 14:00:07,2,"[8809027331317, 8801056005237, 8806002010670, 8801097131019]","[2, 4, 5, 1]",68000
1438,00001439,70650955,83110567,4,2020-01-04 18:40:27,2020-01-04 18:47:15,2020-01-04 18:47:15,2020-01-04 18:43:13,5,"[8801382130826, 8809040935110, 8806430012819, 8801097250369, 8801056798017]","[4, 2, 1, 5, 3]",72000
1439,00001440,70650955,86052106,2,2018-05-14 18:55:29,2018-05-14 18:57:54,NULL,2018-05-14 18:57:54,4,[8809027331317],[1],19000
1440,00001441,70650955,71466100,1,2019-05-07 15:11:47,2019-05-07 15:11:47,NULL,NULL,5,"[8806430012819, 8809040935110]","[4, 3]",39000
1441,00001442,70650955,93528850,3,2018-07-12 04:51:13,2018-07-12 05:01:49,NULL,2018-07-12 04:53:17,1,"[8801382130802, 8803284605464]","[1, 5]",38000
1442,00001443,70650955,1680294,2,2018-03-19 03:44:01,2018-03-19 03:46:06,NULL,2018-03-19 03:46:06,1,"[8801056487010, 8809027331317, 8801056015107, 8809080300039, 8801097231016]","[5, 2, 3, 1, 4]",63000
1443,00001444,70650955,89421500,2,2019-05-05 23:22:46,2019-05-05 23:25:33,NULL,2019-05-05 23:25:33,1,[8801382130802],[5],25000
1444,00001445,70650955,93001305,3,2019-03-11 15:11:20,2019-03-11 15:18:23,NULL,2019-03-11 15:12:55,3,"[8801382130802, 8801382130826]","[1, 2]",31000
1445,00001446,70650955,94215680,2,2020-05-10 11:49:57,2020-05-10 11:51:34,NULL,2020-05-10 11:51:34,3,"[8801043650700, 8801056005237]","[1, 3]",25000
1446,00001447,70650955,93001305,2,2019-03-02 17:42:28,2019-03-02 17:43:47,NULL,2019-03-02 17:43:47,3,"[8801056487010, 8809027331317]","[5, 4]",26000
1447,00001448,70650955,71466100,4,2019-06-02 16:48:20,2019-06-02 16:51:06,2019-06-02 16:51:06,2019-06-02 16:49:48,3,"[8801056755010, 8801056005237, 8801382130826, 8801382130802, 8801056298128]","[2, 4, 5, 3, 1]",82000
1448,00001449,70650955,83110567,2,2018-04-20 18:26:38,2018-04-20 18:28:35,NULL,2018-04-20 18:28:35,1,"[8801056487010, 8801056005237]","[2, 1]",26000
1449,00001450,70650955,83110567,2,2020-03-07 14:48:53,2020-03-07 14:51:33,NULL,2020-03-07 14:51:33,3,"[8801056015107, 8809027331317]","[5, 1]",22000
1450,00001451,70650955,48471189,4,2020-08-08 22:45:53,2020-08-08 22:50:50,2020-08-08 22:50:50,2020-08-08 22:47:35,5,"[8801056487010, 8801056015107]","[3, 5]",10000
1451,00001452,70650955,24966706,3,2020-06-15 19:32:25,2020-06-15 19:50:09,NULL,2020-06-15 19:34:48,2,"[8801043650700, 8803284605464, 8809423620039]","[3, 1, 5]",59000
1452,00001453,70650955,30435977,1,2019-07-06 13:16:08,2019-07-06 13:16:08,NULL,NULL,4,"[8801056002541, 8801382130826, 8809423620039, 8809221607072]","[4, 2, 3, 1]",111000
1453,00001454,70650955,24540484,2,2019-03-12 13:23:10,2019-03-12 13:25:33,NULL,2019-03-12 13:25:33,3,"[8801056487010, 8801043650700, 8801056755010, 8809027331324]","[3, 5, 4, 2]",56000
1454,00001455,1754098,94215680,1,2020-05-05 15:20:47,2020-05-05 15:20:47,NULL,NULL,5,"[8801382127574, 8809423620039, 8801056487010, 8809027331744, 8801094602406]","[3, 2, 5, 4, 1]",128000
1455,00001456,1754098,57540999,1,2018-07-08 04:59:44,2018-07-08 04:59:44,NULL,NULL,5,"[8801056015107, 8801056005237, 8801056017606, 8809135303640, 8809027332932]","[2, 5, 4, 1, 3]",89000
1456,00001457,1754098,92930680,2,2019-02-08 10:56:26,2019-02-08 10:57:51,NULL,2019-02-08 10:57:51,3,"[8801382130802, 8801056487010, 8803284605464, 8801056038649]","[1, 3, 4, 2]",73000
1457,00001458,1754098,638938,1,2019-03-09 17:31:15,2019-03-09 17:31:15,NULL,NULL,1,[8801056298012],[5],8000
1458,00001459,1754098,22827613,2,2018-07-19 17:03:28,2018-07-19 17:04:38,NULL,2018-07-19 17:04:38,4,[8809423620039],[3],40000
1459,00001460,1754098,94836247,4,2020-04-05 05:42:02,2020-04-05 05:45:56,2020-04-05 05:45:56,2020-04-05 05:44:19,3,[8801056755010],[4],21000
1460,00001461,1754098,40984929,3,2019-06-18 19:18:27,2019-06-18 19:23:54,NULL,2019-06-18 19:20:35,1,[8801382130826],[4],6000
1461,00001462,1754098,638938,1,2019-06-08 21:26:15,2019-06-08 21:26:15,NULL,NULL,4,[8801094483005],[1],12000
1462,00001463,1754098,94836247,4,2019-05-18 11:57:47,2019-05-18 12:01:03,2019-05-18 12:01:03,2019-05-18 11:59:28,2,"[8801043650700, 8801382130826, 8809423620039]","[2, 5, 1]",52000
1463,00001464,1754098,92930680,4,2020-07-17 07:57:56,2020-07-17 08:00:44,2020-07-17 08:00:44,2020-07-17 07:59:40,4,"[8806002010670, 8801094483005, 8809027331317, 8801056038861, 8809135308157]","[2, 4, 1, 3, 5]",117000
1464,00001465,1754098,64689622,3,2018-08-14 21:43:17,2018-08-14 21:47:28,NULL,2018-08-14 21:44:45,3,"[8803284605464, 8801056005237, 8801056002541, 8801097178038]","[4, 2, 3, 5]",96000
1465,00001466,75160471,13040872,1,2018-09-17 08:23:45,2018-09-17 08:23:45,NULL,NULL,2,"[8801382130826, 8806002010670]","[2, 4]",30000
1466,00001467,75160471,40213308,3,2018-05-05 09:48:49,2018-05-05 10:04:19,NULL,2018-05-05 09:50:43,3,"[8801056005237, 8801056298012, 8803284605464, 88004334]","[3, 2, 4, 5]",73000
1467,00001468,75160471,6985188,2,2018-08-10 07:53:24,2018-08-10 07:54:37,NULL,2018-08-10 07:54:37,3,"[8809040935110, 8806430012819, 8801056017606, 8801097130036]","[1, 3, 2, 5]",48000
1468,00001469,75160471,11715235,4,2020-07-02 02:45:59,2020-07-02 02:51:23,2020-07-02 02:51:23,2020-07-02 02:47:24,3,"[8803284605464, 8801382127574, 8801056487010, 8801382128038]","[3, 1, 5, 2]",47000
1469,00001470,75160471,24966706,4,2020-07-13 03:25:58,2020-07-13 03:31:57,2020-07-13 03:31:57,2020-07-13 03:28:49,2,"[8809057795523, 8806430012819]","[4, 1]",61000
1470,00001471,75160471,86704733,4,2020-08-03 16:39:35,2020-08-03 16:44:00,2020-08-03 16:44:00,2020-08-03 16:42:28,4,"[8809040935110, 8801056298012, 8801382130826, 8801056022112, 8801037037852]","[1, 2, 5, 3, 4]",76000
1471,00001472,75160471,71466100,4,2018-09-14 13:50:34,2018-09-14 13:55:21,2018-09-14 13:55:21,2018-09-14 13:53:03,4,"[8801043650700, 8801056005237]","[3, 4]",25000
1472,00001473,75160471,92930680,2,2019-06-01 16:38:35,2019-06-01 16:40:21,NULL,2019-06-01 16:40:21,5,"[8801382127574, 8806430012819]","[4, 3]",51000
1473,00001474,75160471,78564878,2,2019-01-12 01:04:00,2019-01-12 01:05:40,NULL,2019-01-12 01:05:40,4,"[8801056487010, 8809027331317, 8801094483005, 8809323750065, 8801097250279]","[5, 4, 3, 2, 1]",89000
1474,00001475,37791649,68071993,1,2018-04-15 15:34:14,2018-04-15 15:34:14,NULL,NULL,1,"[8801056487010, 8806430012819, 8801056002541]","[4, 2, 3]",67000
1475,00001476,37791649,40213308,3,2020-08-10 08:54:18,2020-08-10 09:17:14,NULL,2020-08-10 08:56:58,4,"[8801382130826, 8801056487010, 8801056005237, 8809424480038, 8809023009593]","[1, 4, 5, 2, 3]",78000
1476,00001477,37791649,42066340,3,2018-05-02 19:54:14,2018-05-02 20:14:49,NULL,2018-05-02 19:57:11,5,"[8801056298012, 8801056005237, 8801382130802]","[3, 2, 4]",52000
1477,00001478,37791649,72099160,1,2019-01-14 13:02:17,2019-01-14 13:02:17,NULL,NULL,4,"[8801043650700, 8801382130826]","[5, 2]",12000
1478,00001479,37791649,92495839,4,2019-06-15 23:17:34,2019-06-15 23:23:43,2019-06-15 23:23:43,2019-06-15 23:20:02,3,"[8809027331317, 8801056755010, 8803284605464, 8801094603007, 8809023009593]","[4, 2, 1, 5, 3]",98000
1479,00001480,37791649,80100195,2,2020-05-09 03:30:17,2020-05-09 03:32:34,NULL,2020-05-09 03:32:34,1,"[8809057795523, 8801056015107]","[3, 4]",34000
1480,00001481,37791649,92930680,4,2018-01-16 10:17:16,2018-01-16 10:21:25,2018-01-16 10:21:25,2018-01-16 10:19:36,4,"[8809040935110, 8801056487010, 8801382130802, 8809228150021, 8801056389017]","[1, 4, 5, 3, 2]",88000
1481,00001482,66365034,78564878,4,2020-03-20 03:54:48,2020-03-20 03:58:21,2020-03-20 03:58:21,2020-03-20 03:56:11,3,"[8809040935110, 8801382127574]","[2, 3]",30000
1482,00001483,66365034,93001305,3,2018-02-17 13:36:25,2018-02-17 13:54:35,NULL,2018-02-17 13:39:19,1,"[8801382127574, 8801056755010]","[1, 3]",42000
1483,00001484,66365034,89421500,4,2018-05-10 11:57:43,2018-05-10 12:02:36,2018-05-10 12:02:36,2018-05-10 12:00:06,4,"[8809057795523, 8801043650700, 8806430012819]","[4, 3, 1]",67000
1484,00001485,66365034,48471189,2,2018-02-06 05:11:07,2018-02-06 05:13:46,NULL,2018-02-06 05:13:46,4,"[8803284605464, 8801056002541, 8806430012819, 8801056154066, 8809382930217]","[2, 4, 5, 1, 3]",117000
1485,00001486,66365034,64689622,1,2020-09-07 03:28:48,2020-09-07 03:28:48,NULL,NULL,3,"[8801056487010, 8801382127574, 8806002010670]","[4, 1, 3]",52000
1486,00001487,66365034,6985188,3,2018-05-04 09:49:36,2018-05-04 09:57:33,NULL,2018-05-04 09:52:06,3,"[8801382130826, 8809040935110, 8801056017606, 8802774001014]","[1, 5, 3, 2]",30000
1487,00001488,66365034,86704733,3,2020-07-21 19:12:28,2020-07-21 19:21:15,NULL,2020-07-21 19:14:47,3,"[8801056005237, 8803284605464, 8806430012819]","[2, 5, 3]",62000
1488,00001489,66365034,5887706,4,2018-09-20 08:32:21,2018-09-20 08:35:31,2018-09-20 08:35:31,2018-09-20 08:33:40,2,"[8803284605464, 8801094483005]","[1, 4]",25000
1489,00001490,66365034,24540484,4,2019-04-17 01:03:36,2019-04-17 01:07:00,2019-04-17 01:07:00,2019-04-17 01:05:24,3,"[8801056487010, 8806430012819, 8801056002541, 8801097187016, 8804342398984]","[3, 2, 4, 1, 5]",111000
1490,00001491,66365034,6985188,3,2019-02-15 21:10:45,2019-02-15 21:15:11,NULL,2019-02-15 21:12:31,2,"[8806430012819, 8801056755010, 8801056017606, 8806003011522]","[4, 2, 5, 1]",77000
1491,00001492,66365034,48471189,3,2020-03-19 22:10:50,2020-03-19 22:32:31,NULL,2020-03-19 22:13:28,1,"[8801056487010, 8801056005237, 8806430012819, 8809110700044, 8801043650700]","[3, 5, 4, 2, 1]",98000
1492,00001493,66365034,24966706,4,2019-06-01 17:36:42,2019-06-01 17:42:58,2019-06-01 17:42:58,2019-06-01 17:38:06,1,"[8801056015107, 8806430012819]","[3, 5]",33000
1493,00001494,66365034,6985188,3,2020-08-16 22:47:23,2020-08-16 22:57:38,NULL,2020-08-16 22:48:52,2,"[8801056298012, 8801056002541, 8801056755010]","[2, 5, 4]",59000
1494,00001495,66365034,63021024,3,2018-03-03 13:13:13,2018-03-03 13:34:29,NULL,2018-03-03 13:15:19,3,"[8801056755010, 8801056005237]","[3, 5]",40000
1495,00001496,66365034,46075113,3,2018-06-19 23:05:58,2018-06-19 23:23:30,NULL,2018-06-19 23:08:12,1,"[8801056005237, 8801056015107, 8806430012819]","[3, 1, 4]",52000
1496,00001497,25567601,13719043,2,2020-08-17 01:34:38,2020-08-17 01:37:35,NULL,2020-08-17 01:37:35,5,"[8801382130802, 8806430012819, 8801043650700, 8806001085020]","[5, 4, 3, 1]",99000
1497,00001498,25567601,2634000,4,2018-08-06 09:20:54,2018-08-06 09:25:03,2018-08-06 09:25:03,2018-08-06 09:23:52,2,"[8809040935110, 8801056755010, 8809423620039, 8809050511083, 8809332391303]","[2, 5, 4, 3, 1]",118000
1498,00001499,25567601,72474122,1,2018-02-11 22:27:06,2018-02-11 22:27:06,NULL,NULL,3,"[8806430012819, 8801056487010, 8806430012819, 8809323750010, 8801056298128]","[2, 3, 4, 1, 5]",111000
1499,00001500,25567601,75912270,2,2019-05-10 22:33:49,2019-05-10 22:36:01,NULL,2019-05-10 22:36:01,2,"[8809057795523, 8809423620039]","[5, 3]",71000
1500,00001501,25567601,53005560,2,2019-04-13 13:24:59,2019-04-13 13:27:04,NULL,2019-04-13 13:27:04,3,[8801056002541],[5],30000
1501,00001502,25567601,48471189,1,2018-03-03 23:03:29,2018-03-03 23:03:29,NULL,NULL,2,"[8801056015107, 8801043650700, 8801056005237, 8806002010977, 8809080300060]","[4, 5, 2, 3, 1]",48000
1502,00001503,25567601,46075113,2,2020-05-01 03:34:09,2020-05-01 03:36:50,NULL,2020-05-01 03:36:50,5,"[8806430012819, 8801382130826, 8809040935110, 8805915531012]","[1, 2, 3, 4]",55000
1503,00001504,25567601,6985188,3,2018-01-09 22:02:49,2018-01-09 22:09:46,NULL,2018-01-09 22:03:53,4,"[8801382130802, 8801056002541, 8801056487010, 8801056009731, 8801056055189]","[3, 5, 2, 1, 4]",117000
1504,00001505,25567601,93001305,3,2020-09-16 17:06:44,2020-09-16 17:24:51,NULL,2020-09-16 17:09:14,2,"[8801056017606, 8809040935110, 8801382127574]","[4, 2, 3]",34000
1505,00001506,25567601,68071993,2,2020-04-14 18:17:36,2020-04-14 18:19:57,NULL,2020-04-14 18:19:57,3,"[8801382127574, 8801056298012, 8801043650700, 8809135303640]","[5, 2, 1, 4]",64000
1506,00001507,25567601,78564878,4,2019-01-11 18:27:10,2019-01-11 18:31:23,2019-01-11 18:31:23,2019-01-11 18:29:45,1,"[8809027331317, 8803284605464, 8809057795523, 8803284605532, 8801382131014]","[1, 2, 4, 5, 3]",95000
1507,00001508,25567601,92930680,4,2018-06-16 17:35:33,2018-06-16 17:41:51,2018-06-16 17:41:51,2018-06-16 17:38:27,5,[8809027331317],[1],19000
1508,00001509,25567601,83110567,1,2019-08-11 23:43:20,2019-08-11 23:43:20,NULL,NULL,1,"[8801056017606, 8801056005237, 8801043650700, 8801056051747]","[3, 5, 4, 2]",42000
1509,00001510,25567601,72474122,4,2019-01-04 21:12:03,2019-01-04 21:15:47,2019-01-04 21:15:47,2019-01-04 21:13:09,5,"[8801043650700, 8801382127574, 8806430012819]","[4, 3, 2]",57000
1510,00001511,25567601,63021024,1,2018-05-15 06:01:29,2018-05-15 06:01:29,NULL,NULL,5,"[8801382130802, 8801056487010]","[2, 5]",32000
1511,00001512,25567601,56228779,4,2019-04-05 17:41:15,2019-04-05 17:47:54,2019-04-05 17:47:54,2019-04-05 17:43:02,2,"[8801382130826, 8801056002541, 8801056298012, 8801056007163]","[4, 3, 2, 1]",78000
1512,00001513,25567601,93001305,4,2020-08-09 15:21:56,2020-08-09 15:25:29,2020-08-09 15:25:29,2020-08-09 15:23:00,1,"[8801382130802, 8801056015107, 8801056017606]","[5, 2, 4]",32000
1513,00001514,25567601,53005560,4,2018-07-09 15:59:35,2018-07-09 16:06:18,2018-07-09 16:06:18,2018-07-09 16:01:32,1,"[8801056487010, 8801056015107, 8801382130802, 8801097150010]","[1, 2, 5, 4]",44000
1514,00001515,25567601,11715235,4,2018-01-19 23:28:48,2018-01-19 23:34:47,2018-01-19 23:34:47,2018-01-19 23:31:10,3,"[8803284605464, 8801056005237, 8809057795523, 8809397830007, 8809382930224]","[5, 2, 4, 1, 3]",78000
1515,00001516,25567601,57540999,4,2019-05-18 05:10:55,2019-05-18 05:14:51,2019-05-18 05:14:51,2019-05-18 05:13:42,2,[8806002010670],[3],24000
1516,00001517,25567601,78564878,3,2019-08-07 15:39:05,2019-08-07 15:53:21,NULL,2019-08-07 15:40:19,3,"[8809027331317, 8801056487010, 8801382127574, 8801056017583]","[4, 1, 3, 5]",79000
1517,00001518,25567601,6985188,3,2019-01-06 14:16:50,2019-01-06 14:37:17,NULL,2019-01-06 14:19:20,4,[8806430012819],[5],30000
1518,00001519,25567601,40984929,3,2018-01-10 22:12:29,2018-01-10 22:21:43,NULL,2018-01-10 22:14:56,5,"[8809040935110, 8801382127574]","[1, 5]",30000
1519,00001520,25567601,21660010,4,2018-02-08 05:16:53,2018-02-08 05:22:42,2018-02-08 05:22:42,2018-02-08 05:19:34,2,"[8801094483005, 8801056298012, 8801382127574]","[2, 5, 1]",41000
1520,00001521,42887294,53005560,4,2019-04-12 08:53:51,2019-04-12 09:00:24,2019-04-12 09:00:24,2019-04-12 08:56:20,2,"[8806430012819, 8809027331317, 8801382127574]","[2, 1, 5]",70000
1521,00001522,42887294,72099160,1,2020-01-17 04:45:14,2020-01-17 04:45:14,NULL,NULL,3,[8806430012819],[5],30000
1522,00001523,42887294,89421500,3,2020-02-03 15:31:06,2020-02-03 15:48:57,NULL,2020-02-03 15:33:31,3,[8801043650700],[1],6000
1523,00001524,42887294,19161798,4,2018-03-12 13:05:28,2018-03-12 13:10:37,2018-03-12 13:10:37,2018-03-12 13:07:18,2,"[8806430012819, 8809057795523, 8801056017606, 8802774003445]","[2, 4, 1, 3]",76000
1524,00001525,42887294,13040872,4,2018-01-10 02:54:27,2018-01-10 02:59:22,2018-01-10 02:59:22,2018-01-10 02:57:12,4,[8801056017606],[4],4000
1525,00001526,42887294,64689622,2,2019-09-17 02:54:58,2019-09-17 02:57:46,NULL,2019-09-17 02:57:46,3,"[8806430012819, 8809040935110, 8801056005237, 8801056003364, 8809057550023]","[3, 2, 1, 5, 4]",89000
1526,00001527,42887294,56228779,1,2018-07-16 20:08:33,2018-07-16 20:08:33,NULL,NULL,4,"[8801382127574, 8801043650700, 8801056017606, 8802673003218]","[4, 5, 1, 3]",54000
1527,00001528,42887294,11715235,1,2018-05-04 05:25:04,2018-05-04 05:25:04,NULL,NULL,1,"[8801056487010, 8806430012819, 8801056002541, 8801382127574]","[3, 5, 2, 1]",88000
1528,00001529,42887294,85267976,3,2019-06-04 06:46:27,2019-06-04 07:01:10,NULL,2019-06-04 06:49:11,1,"[8801056755010, 8809040935110]","[1, 2]",30000
1529,00001530,42887294,1680294,3,2020-04-10 16:17:27,2020-04-10 16:33:44,NULL,2020-04-10 16:19:07,2,"[8809027331317, 8806430012819]","[1, 2]",49000
1530,00001531,42887294,86704733,2,2018-09-14 12:52:18,2018-09-14 12:54:48,NULL,2018-09-14 12:54:48,3,"[8803284605464, 8809057795523]","[2, 5]",44000
1531,00001532,42887294,66799319,2,2018-05-14 19:47:26,2018-05-14 19:49:19,NULL,2018-05-14 19:49:19,2,"[8801043650700, 8801056755010, 8809027331317]","[2, 1, 4]",46000
1532,00001533,42887294,78499253,1,2018-02-05 11:40:54,2018-02-05 11:40:54,NULL,NULL,4,"[8801382130802, 8806430012819, 8809040935110, 8809382930200, 8801382127574]","[3, 1, 5, 4, 2]",95000
1533,00001534,42887294,78499253,4,2020-07-20 18:17:47,2020-07-20 18:21:35,2020-07-20 18:21:35,2020-07-20 18:19:36,3,"[8801382127574, 8801382130802, 8801056487010, 8809125060836]","[3, 2, 5, 1]",82000
1534,00001535,42887294,92930680,4,2019-07-05 17:37:59,2019-07-05 17:42:29,2019-07-05 17:42:29,2019-07-05 17:40:11,5,"[8801382130802, 8801056015107]","[3, 5]",28000
1535,00001536,42887294,92495839,3,2018-07-01 08:17:07,2018-07-01 08:24:58,NULL,2018-07-01 08:19:18,1,"[8801056017606, 8801056755010, 8801382130802]","[5, 1, 3]",50000
1536,00001537,42887294,24966706,4,2019-04-13 19:57:11,2019-04-13 19:59:47,2019-04-13 19:59:47,2019-04-13 19:58:12,4,"[8801056298012, 8803284605464, 8801056487010, 8809023009333, 8801037018646]","[3, 4, 5, 1, 2]",42000
1537,00001538,42887294,71466100,3,2020-07-20 13:48:46,2020-07-20 13:58:22,NULL,2020-07-20 13:51:14,3,"[8801094483005, 8801382127574, 8806430012819]","[4, 5, 3]",63000
1538,00001539,42887294,92930680,1,2019-02-19 08:24:11,2019-02-19 08:24:11,NULL,NULL,2,[8801056755010],[2],21000
1539,00001540,42887294,72474122,4,2019-02-17 06:04:02,2019-02-17 06:07:16,2019-02-17 06:07:16,2019-02-17 06:05:40,4,"[8801382130802, 8801056005237, 8801056015107, 8801382127284, 8803284607659]","[2, 3, 1, 4, 5]",98000
1540,00001541,42887294,86052106,4,2018-07-14 07:07:40,2018-07-14 07:14:32,2018-07-14 07:14:32,2018-07-14 07:09:41,5,"[8801043650700, 8801056755010, 8809040935110, 8801094502102]","[4, 1, 5, 2]",76000
1541,00001542,42887294,89421500,4,2019-08-11 12:33:12,2019-08-11 12:38:40,2019-08-11 12:38:40,2019-08-11 12:34:29,1,[8801382127574],[1],21000
1542,00001543,42887294,19161798,1,2018-07-21 14:37:50,2018-07-21 14:37:50,NULL,NULL,1,[8801056017606],[3],4000
1543,00001544,42887294,2634000,1,2018-01-19 14:37:04,2018-01-19 14:37:04,NULL,NULL,1,"[8806002010670, 8809057795523, 8801056017606]","[5, 4, 2]",59000
1544,00001545,42887294,93001305,2,2018-09-17 05:28:15,2018-09-17 05:31:00,NULL,2018-09-17 05:31:00,1,"[8801056002541, 8801056298012, 8806002010670, 8801097178021, 8806002002894]","[3, 1, 2, 5, 4]",141000
1545,00001546,92881584,21660010,4,2020-04-19 04:06:14,2020-04-19 04:11:26,2020-04-19 04:11:26,2020-04-19 04:07:22,2,[8801056487010],[3],7000
1546,00001547,92881584,19161798,1,2018-06-16 10:41:51,2018-06-16 10:41:51,NULL,NULL,5,[8801056755010],[4],21000
1547,00001548,92881584,89421500,2,2020-04-18 21:57:35,2020-04-18 21:59:19,NULL,2020-04-18 21:59:19,4,"[8809040935110, 8801043650700, 8809057795523]","[4, 2, 3]",46000
1548,00001549,92881584,88566707,4,2018-07-05 09:02:30,2018-07-05 09:06:21,2018-07-05 09:06:21,2018-07-05 09:05:00,4,"[8801043650700, 8806430012819, 8809423620039, 8801382127284, 8801056021062]","[4, 5, 1, 2, 3]",117000
1549,00001550,92881584,638938,3,2020-08-09 23:28:14,2020-08-09 23:50:38,NULL,2020-08-09 23:30:00,2,"[8809057795523, 8803284605464, 8806430012819, 8801382134749, 8806020311919]","[1, 5, 4, 2, 3]",149000
1550,00001551,92881584,24966706,1,2019-09-12 11:05:37,2019-09-12 11:05:37,NULL,NULL,5,"[8803284605464, 8801056017606, 8809423620039]","[5, 2, 4]",57000
1551,00001552,92881584,2634000,3,2018-08-01 20:31:35,2018-08-01 20:44:43,NULL,2018-08-01 20:34:01,4,[8801056298012],[1],8000
1552,00001553,92881584,93001305,3,2019-04-11 04:08:23,2019-04-11 04:18:34,NULL,2019-04-11 04:10:52,5,"[8801382130826, 8806430012819, 8801056005237, 8801056033057, 8809125060850]","[3, 1, 4, 2, 5]",98000
1553,00001554,92881584,22827613,4,2019-06-21 13:17:32,2019-06-21 13:23:36,2019-06-21 13:23:36,2019-06-21 13:19:23,2,"[8806002010670, 8801382127574]","[4, 5]",45000
1554,00001555,92881584,92770434,1,2018-09-13 20:49:42,2018-09-13 20:49:42,NULL,NULL,1,"[8801056298012, 8801056002541]","[4, 2]",38000
1555,00001556,92881584,48471189,2,2020-08-06 17:01:08,2020-08-06 17:02:11,NULL,2020-08-06 17:02:11,2,"[8801382130802, 8801056755010, 8801056298012, 8801056009731, 8809027331706]","[3, 1, 2, 4, 5]",110000
1556,00001557,92881584,87603323,4,2019-07-11 03:16:36,2019-07-11 03:21:21,2019-07-11 03:21:21,2019-07-11 03:17:45,2,"[8806430012819, 8801382127574, 8809057795523, 8809023009340, 8803284607659]","[3, 4, 5, 2, 1]",132000
1557,00001558,92881584,87613525,1,2019-08-19 03:02:15,2019-08-19 03:02:15,NULL,NULL,4,"[8801056002541, 8809027331317, 8803284605464]","[3, 5, 4]",62000
1558,00001559,92881584,86704733,1,2019-09-16 23:39:16,2019-09-16 23:39:16,NULL,NULL,3,"[8801056015107, 8806430012819, 8806002010670, 8809057795509]","[4, 5, 1, 2]",61000
1559,00001560,92881584,1680294,4,2018-01-18 12:15:49,2018-01-18 12:19:27,2018-01-18 12:19:27,2018-01-18 12:17:10,2,"[8801056487010, 8801094483005, 8801056755010, 8806002000794]","[1, 2, 5, 3]",68000
1560,00001561,92881584,2634000,2,2018-09-04 06:53:36,2018-09-04 06:56:23,NULL,2018-09-04 06:56:23,1,"[8809040935110, 8806430012819, 8801056002541]","[1, 3, 2]",69000
1561,00001562,92881584,21660010,1,2020-08-17 17:21:39,2020-08-17 17:21:39,NULL,NULL,2,"[8806430012819, 8801056017606, 8801056755010, 8801056042196]","[2, 1, 5, 3]",93000
1562,00001563,92881584,66799319,4,2018-03-04 03:12:07,2018-03-04 03:16:06,2018-03-04 03:16:06,2018-03-04 03:13:13,5,"[8806430012819, 8809040935110, 8809027331317, 8802673003263, 8801056013110]","[2, 3, 4, 5, 1]",80000
1563,00001564,92881584,92495839,1,2020-09-11 23:52:00,2020-09-11 23:52:00,NULL,NULL,2,"[8801056002541, 8803284605464, 8801056487010, 8801056022112]","[5, 4, 3, 2]",78000
1564,00001565,92881584,57540999,3,2020-01-17 08:45:21,2020-01-17 09:07:14,NULL,2020-01-17 08:47:01,5,"[8801056002541, 8806002010670]","[2, 3]",54000
1565,00001566,92881584,11715235,2,2018-08-14 16:34:04,2018-08-14 16:35:52,NULL,2018-08-14 16:35:52,3,"[8801382130826, 8806430012819, 8809027331317, 8801094222703]","[5, 1, 4, 3]",73000
1566,00001567,10132944,40984929,4,2018-07-17 02:19:51,2018-07-17 02:23:10,2018-07-17 02:23:10,2018-07-17 02:21:08,3,"[8801056015107, 8801056017606, 8806430012819, 8806020311353, 8801052727837]","[1, 3, 2, 4, 5]",48000
1567,00001568,10132944,5887706,4,2018-01-13 23:49:27,2018-01-13 23:52:35,2018-01-13 23:52:35,2018-01-13 23:51:01,5,"[8801056017606, 8809423620039, 8801094483005, 8801097130012, 8809057550023]","[1, 3, 5, 2, 4]",107000
1568,00001569,10132944,71466100,2,2018-07-06 17:39:36,2018-07-06 17:41:47,NULL,2018-07-06 17:41:47,5,"[8809040935110, 8801056755010]","[1, 4]",30000
1569,00001570,10132944,64689622,2,2018-06-16 14:55:40,2018-06-16 14:58:03,NULL,2018-06-16 14:58:03,3,"[8801056298012, 8801382130802, 8801056005237, 8801097250079, 8801056389017]","[5, 2, 3, 4, 1]",91000
1570,00001571,10132944,78564878,4,2019-02-16 02:48:35,2019-02-16 02:53:08,2019-02-16 02:53:08,2019-02-16 02:49:36,2,"[8801056002541, 8801056005237, 8801056298012, 8801094482602]","[4, 5, 1, 2]",78000
1571,00001572,10132944,56228779,4,2020-06-14 16:22:01,2020-06-14 16:27:35,2020-06-14 16:27:35,2020-06-14 16:23:12,1,"[8801382127574, 8801382130826]","[4, 5]",27000
