,고객이름,구매물건,구매갯수,최근방문날짜
4579,3125771,8809173200123,19,2019-05-14
4580,3125771,8806001084887,13,2018-01-20
4581,3125771,8804342343434,11,2019-06-01
4582,3125771,8801056032388,13,2020-09-09
4583,3125771,8801097150010,5,2019-08-10
4584,3125771,8803284607659,6,2020-02-05
4585,3125771,8801094222703,16,2020-04-02
4586,3125771,8809323750065,20,2020-03-18
4587,68915597,8801094223038,13,2018-01-08
4588,68915597,8809397830021,5,2020-02-12
4589,45689909,8801094563004,10,2020-09-15
4590,45689909,8809423620015,19,2019-06-09
4591,45689909,8809323750065,13,2018-05-19
4592,45689909,8801382132455,2,2019-08-12
4593,45689909,8809003432328,16,2018-08-08
4594,45689909,8801056054984,9,2020-08-18
4595,24492289,8801382127284,4,2019-05-06
4596,24492289,8801094223007,3,2018-06-02
4597,24492289,8801056017606,19,2019-02-07
4598,24492289,8801056021062,8,2018-07-15
4599,24492289,8801056298012,20,2018-05-21
4600,24492289,8802774003445,9,2019-03-21
4601,24492289,8801056224011,18,2018-08-15
4602,66638301,8809125060850,11,2019-02-14
4603,66638301,8801097178090,8,2020-03-18
4604,66638301,8802673003232,2,2018-01-13
4605,66638301,8809050511083,13,2018-04-04
4606,97582495,8809397830021,13,2019-03-12
4607,97582495,8809135308157,10,2020-06-01
4608,97582495,8809106188092,18,2018-08-08
4609,97582495,8801037018646,20,2018-09-06
4610,97582495,8809323750027,16,2020-03-06
4611,97582495,8801043900027,17,2019-05-13
4612,97582495,8801382130659,1,2020-01-19
4613,97582495,8801056024062,18,2020-01-14
4614,97582495,8801056013110,20,2019-05-07
4615,29640397,8801094602406,13,2019-08-18
4616,29640397,8809082727537,19,2019-07-21
4617,29640397,8809068661176,7,2019-08-10
4618,29640397,8801056017606,14,2020-07-05
4619,29640397,8801753100892,10,2018-07-19
4620,29640397,8801056233013,12,2019-08-03
4621,29640397,8807920310347,4,2020-02-17
4622,29640397,8806001083750,17,2020-02-18
4623,29640397,8806002010427,14,2019-09-05
4624,29640397,8801043650762,2,2019-08-04
4625,14862863,8809323750027,20,2019-04-10
4626,14862863,8809323750065,9,2018-01-16
4627,27890598,8806003011522,4,2019-02-05
4628,27890598,8802673003225,10,2018-09-20
4629,27890598,8801056032388,13,2019-01-16
4630,27890598,8801056298012,2,2020-08-10
4631,27890598,8801056033057,16,2018-02-17
4632,27890598,8801097250383,6,2020-03-07
4633,27890598,8801056154066,7,2019-08-15
4634,27890598,8809382930231,3,2018-07-12
4635,27890598,8801097250413,18,2019-05-14
4636,69024788,8801056064761,13,2018-09-14
4637,69024788,8801746672443,5,2018-04-20
4638,69024788,8809050511083,5,2019-07-07
4639,69024788,8801097250079,12,2018-09-06
4640,69024788,8809191574671,11,2020-06-09
4641,39100749,8801056154011,10,2018-01-21
4642,39100749,8801056051747,14,2019-07-02
4643,39100749,8801094503000,5,2018-07-14
4644,39100749,8809332391303,13,2020-01-10
4645,39100749,8801382134824,7,2018-07-16
4646,39100749,8801043650762,19,2020-09-07
4647,39100749,8802673003249,13,2019-04-11
4648,39100749,8802673003256,16,2020-07-18
4649,39100749,8809253640177,8,2020-09-16
4650,92579655,8805915530633,6,2020-07-01
4651,92579655,8804342310108,5,2019-03-18
4652,92579655,8801382134749,19,2018-03-14
4653,92579655,8801056033026,11,2020-01-13
4654,92579655,8806002010571,7,2018-01-02
4655,92579655,8809023001269,17,2019-05-05
4656,92579655,8809173200147,19,2018-08-09
4657,92579655,8801056042196,18,2018-05-07
4658,33788114,8801056065768,13,2020-06-20
4659,33788114,8801097250053,1,2019-02-13
4660,33788114,8809191574657,19,2019-01-18
4661,33788114,8801056005719,20,2020-07-11
4662,33788114,8802774003445,2,2018-08-01
4663,33788114,8805915531012,6,2018-09-17
4664,33788114,8802673003256,11,2018-03-13
4665,33788114,8809423870007,9,2019-01-08
4666,31637717,8809027331744,10,2020-09-18
4667,31637717,8801056154066,6,2020-06-13
4668,31637717,8806001085020,2,2018-03-16
4669,31637717,8801382128038,6,2018-07-07
4670,31637717,8809135303640,18,2019-01-13
4671,31637717,8801094603007,18,2019-09-15
4672,31637717,8809397830021,7,2018-07-18
4673,31637717,8801382134848,12,2018-03-20
4674,31637717,8801056018160,7,2018-02-17
4675,25442985,8809135308157,11,2018-07-21
4676,25442985,8805915530633,4,2018-06-14
4677,25442985,8809068661077,13,2019-06-05
4678,25442985,8809382930231,14,2019-03-10
4679,25442985,8801056006259,13,2019-05-19
4680,25442985,8805915531036,11,2019-03-02
4681,25442985,8809332392768,18,2018-05-10
4682,25442985,8801097178038,11,2018-07-14
4683,65202777,880105665874,18,2020-09-19
4684,62414847,8809423870007,4,2018-06-07
4685,62414847,8809082727520,20,2020-03-07
4686,62414847,8801056038861,7,2018-02-09
4687,62414847,8806001083750,16,2018-09-02
4688,62414847,8804074600546,10,2018-04-16
4689,62414847,8801094223038,7,2018-01-07
4690,62414847,8801097178014,2,2018-07-16
4691,62414847,8806430012819,16,2020-06-02
4692,17193288,8801056038649,7,2019-03-19
4693,17193288,8801056714017,11,2018-07-17
4694,17193288,8801382130820,17,2018-09-04
4695,17193288,8809057550023,3,2020-07-21
4696,17193288,8801056224158,1,2019-05-10
4697,17193288,8802673003249,4,2018-07-18
4698,46004635,8809045670115,1,2020-07-07
4699,93084371,8806002010441,3,2018-02-15
4700,93084371,8809082727520,16,2019-02-15
4701,1531234,8801043900027,13,2020-09-07
4702,1531234,8809397830014,5,2019-06-01
4703,1531234,8801056017606,18,2019-05-20
4704,1531234,8806002010441,14,2018-07-15
4705,1531234,8801056154011,2,2019-01-18
4706,1531234,8809003432328,2,2019-04-14
4707,61495558,8802673003362,17,2019-07-06
4708,61495558,8806002003900,20,2020-04-11
4709,61495558,8809027331492,15,2020-03-17
4710,61495558,880105603886,14,2018-02-02
4711,61495558,8801056688011,12,2020-06-13
4712,61495558,8806002003023,13,2020-09-13
4713,61495558,8801037018646,9,2019-08-14
4714,61495558,8809423870014,2,2018-06-19
4715,61495558,8801097250369,9,2019-07-15
4716,61495558,8801382130826,3,2018-09-08
4717,69858272,8801094483005,9,2020-02-18
4718,69858272,8801097250383,19,2020-08-10
4719,69858272,8801056798017,15,2020-06-11
4720,69858272,8809228158881,9,2018-07-18
4721,69858272,8801094483005,5,2018-09-15
4722,69858272,8802673003317,3,2020-03-20
4723,69858272,8801056005672,6,2018-06-07
4724,69858272,8801056005719,10,2019-04-02
4725,69858272,8809382930255,6,2019-01-08
4726,23471309,8801382135418,17,2019-01-08
4727,43544122,8801382127567,19,2018-03-06
4728,43544122,8801056015107,15,2018-01-03
4729,43544122,88004334,2,2020-09-09
4730,43544122,8801097618114,7,2018-08-01
4731,43544122,8804074600546,17,2019-02-17
4732,43544122,8809228158881,17,2018-04-18
4733,21026146,8801094503505,14,2018-02-21
4734,21026146,8809382930224,4,2020-03-02
4735,21026146,8809228158898,13,2019-01-21
4736,21026146,8806002004044,16,2018-09-09
4737,21026146,8809023009593,3,2020-06-02
4738,21026146,8809423870007,1,2020-04-12
4739,21026146,8809423620015,11,2019-01-11
4740,21026146,8801382134848,12,2019-09-10
4741,21026146,8801056798017,10,2018-09-05
4742,21026146,8803284605464,15,2020-01-15
4743,23241725,8801056005237,6,2018-04-11
4744,23241725,8801056009731,19,2020-01-11
4745,23241725,8806020311919,5,2020-02-02
4746,23241725,8801382134848,19,2019-02-14
4747,23241725,8809173200345,6,2018-05-15
4748,23241725,8801382128038,10,2019-08-05
4749,36042943,8802774006927,10,2018-05-11
4750,36042943,8809423620022,18,2018-04-07
4751,36042943,8801056017583,3,2018-01-08
4752,36042943,8809423620008,19,2018-09-02
4753,36042943,8801056298012,19,2020-08-06
4754,36042943,8801056065829,14,2018-02-09
4755,36042943,8801056015107,20,2020-01-09
4756,59867467,8801753100885,4,2018-02-16
4757,59867467,8806001085020,10,2020-05-01
4758,59867467,8801097250079,5,2018-06-07
4759,59867467,8809191574695,17,2019-04-16
4760,59867467,8801097178014,1,2018-06-01
4761,59867467,8801043650700,2,2020-06-16
4762,59867467,8806020310530,7,2020-07-07
4763,16967066,8809409910154,6,2019-08-19
4764,16967066,8806430012819,7,2018-08-19
4765,16967066,8809057795509,11,2020-09-01
4766,16967066,8809068661077,19,2018-09-05
4767,16967066,8801056013110,13,2019-04-18
4768,84374597,8801056017583,10,2020-04-01
4769,84374597,8802673003300,9,2019-08-19
4770,84374597,8804074100350,11,2020-08-04
4771,72944843,8809068661169,4,2018-06-09
4772,92434825,8801382144823,6,2019-09-15
4773,92434825,8801382139072,11,2020-01-17
4774,92434825,8809057795509,16,2019-04-06
4775,92434825,8809423620008,15,2019-07-14
4776,92434825,8809423620046,11,2020-04-08
4777,92434825,8809173200147,19,2018-07-16
4778,92434825,8801056051747,3,2020-02-06
4779,14328974,8809228158898,3,2020-01-05
4780,65567297,8809027331706,3,2020-01-03
4781,65567297,8806002010427,19,2020-03-07
4782,65567297,8801056001858,18,2018-01-06
4783,6474127,8801056055189,11,2019-05-04
4784,6474127,8801056030649,11,2018-02-10
4785,81327215,8801056007163,14,2019-04-15
4786,81327215,8801056201012,2,2020-09-11
4787,90931084,8801056032388,20,2019-01-06
4788,90931084,8801056755010,20,2019-07-12
4789,90931084,8802673003263,15,2018-02-09
4790,90931084,8809382930248,4,2018-06-07
4791,90931084,8804074100350,12,2020-04-16
4792,90931084,8809173200345,5,2018-03-05
4793,90931084,8806001084542,3,2019-02-15
4794,90931084,8802673003225,4,2019-05-06
4795,90931084,8801056033057,18,2019-02-02
4796,77641085,8809409910123,15,2018-06-11
4797,77641085,8806003011522,4,2020-04-05
4798,77641085,8801056389123,15,2018-05-09
4799,77641085,8801056389123,13,2019-04-03
4800,77641085,8801056051747,3,2020-04-19
4801,77641085,8809027331744,4,2019-03-10
4802,77641085,8801056798017,19,2019-03-06
4803,77641085,8801382128694,9,2020-06-11
4804,77641085,8801037018646,9,2018-03-01
4805,77641085,8806001084887,9,2020-06-16
4806,49860689,8806002003900,20,2019-06-04
4807,49860689,8801097250279,15,2019-01-05
4808,49860689,8809023001269,20,2020-06-10
4809,49860689,8801104290357,4,2018-03-12
4810,49860689,8801097278035,6,2018-08-20
4811,49860689,8801097178038,6,2018-07-13
4812,49860689,8801382130383,15,2019-07-17
4813,49860689,8801382134848,3,2020-01-04
4814,49860689,8809397830021,10,2019-03-05
4815,49860689,8809423870014,12,2018-06-12
4816,25730738,8801097178038,7,2020-08-20
4817,25730738,8806001083767,9,2018-08-06
4818,25730738,8806002010571,4,2020-09-20
4819,25730738,8809080300039,15,2018-04-18
4820,25730738,8806003011362,14,2020-06-07
4821,25730738,8801056005237,17,2019-02-19
4822,25730738,8802673003362,15,2020-06-20
4823,38586827,8801097187016,20,2020-04-10
4824,38586827,8801056154011,10,2020-05-02
4825,38586827,8801056065829,2,2018-04-19
4826,38586827,8801043650199,11,2018-01-20
4827,49077299,8809125060850,14,2019-05-13
4828,49077299,8809125060850,12,2020-02-13
4829,49077299,8809027331317,8,2019-09-11
4830,49077299,8801382127574,8,2018-01-14
4831,49077299,8809045670115,20,2018-04-01
4832,49077299,8806430012819,1,2018-03-17
4833,7785080,8809027332932,17,2020-04-01
4834,7785080,8801056024017,7,2018-06-17
4835,7785080,8801094503000,8,2019-02-01
4836,7785080,8809135303633,7,2019-02-13
4837,7785080,8801056154011,13,2020-07-19
4838,7785080,8809027331324,17,2018-09-15
4839,7785080,8809050511144,15,2019-04-20
4840,71675597,8801056688127,18,2018-09-16
4841,71675597,8801056030649,7,2019-09-05
4842,71675597,8806002003030,16,2019-05-10
4843,53782608,8802673003355,17,2019-07-06
4844,40075645,8809397830014,6,2019-06-03
4845,40075645,8803284607659,3,2020-03-02
4846,40075645,8809423620046,17,2020-08-19
4847,40075645,8801382130802,14,2020-03-08
4848,40075645,8804342310108,7,2018-05-02
4849,53492258,8806430012819,15,2020-04-21
4850,53492258,8801097250383,4,2019-01-11
4851,53492258,8803284607659,20,2018-07-17
4852,53492258,8809027331706,17,2018-05-10
4853,53492258,8809423870014,12,2020-05-04
4854,53492258,8809125060850,20,2020-04-17
4855,53492258,8806002003931,19,2018-07-15
4856,53492258,8801382128038,16,2020-03-04
4857,28505978,8801056033026,9,2020-05-07
4858,28505978,8809423620039,14,2020-02-18
4859,28505978,8801097187016,14,2018-03-12
4860,28505978,8801056389123,10,2020-03-16
4861,28505978,8801382134824,18,2019-04-06
4862,28505978,8801056787127,4,2018-01-09
4863,28505978,8801056001858,1,2020-07-15
4864,28505978,8801056058227,4,2020-07-13
4865,28505978,8809023009593,10,2019-09-19
4866,28505978,8806003011362,2,2020-05-02
4867,35699035,8809397830007,6,2019-07-01
4868,35699035,8809125060225,9,2018-06-03
4869,35699035,8801056065829,13,2019-07-02
4870,35699035,8801056224158,3,2019-02-10
4871,35699035,8801056034740,2,2019-01-10
4872,35699035,8801056055189,18,2019-04-21
4873,35699035,8806003011522,19,2020-09-08
4874,35699035,8801056798017,7,2020-06-18
4875,35699035,8806002003030,19,2019-03-11
4876,35699035,8809323750027,11,2019-02-21
4877,90985092,8801753100892,17,2019-08-20
4878,90985092,8809027331713,12,2020-05-17
4879,90985092,8809221606204,10,2019-05-11
4880,90985092,8801043650700,5,2020-01-13
4881,90985092,8809424480021,13,2020-05-03
4882,38245634,8804342343434,6,2019-05-03
4883,38245634,88004334,4,2020-01-07
4884,38245634,8809382930224,9,2018-05-04
4885,38245634,88004334,11,2020-08-15
4886,38245634,8809380760175,5,2018-06-16
4887,38245634,8801056033026,19,2020-09-06
4888,38245634,8806002010670,2,2020-08-14
4889,38245634,8806002010441,3,2020-08-12
4890,38245634,8809253640177,8,2018-04-20
4891,10808369,8809173200147,16,2018-09-12
4892,10808369,8801056055189,7,2019-09-11
4893,17027959,8805915531036,19,2019-01-20
4894,17027959,8801097178090,5,2020-06-05
4895,17027959,8801056030649,20,2020-09-02
4896,17027959,8801043650700,6,2019-04-10
4897,17027959,8809173200345,9,2018-05-09
4898,17027959,8801056009731,12,2020-01-16
4899,17027959,8802673003317,20,2018-08-11
4900,17027959,8801056688127,2,2019-03-03
4901,17027959,8809023009340,14,2018-07-04
4902,17027959,8809173200345,17,2018-07-09
4903,24225555,8802673003317,5,2018-09-12
4904,24225555,8809068661169,18,2018-06-05
4905,24225555,8801037018646,9,2020-04-15
4906,94591090,8809125060850,9,2019-07-03
4907,94591090,8809423620015,7,2018-03-09
4908,94591090,8809380760175,18,2020-06-20
4909,94591090,8801056042196,13,2019-09-13
4910,94591090,8809050511090,19,2019-09-13
4911,94591090,8801056924011,16,2018-02-06
4912,62159471,8806001084542,20,2020-05-03
4913,62159471,8805915531012,12,2019-01-10
4914,62159471,8801052727837,15,2018-05-01
4915,62159471,8809135303633,13,2018-07-05
4916,62159471,8801382130659,5,2018-05-20
4917,62159471,8809382930255,1,2020-01-15
4918,62159471,8805915530633,19,2018-06-09
4919,15471746,8801104500067,3,2020-09-10
4920,15471746,8801094563004,7,2019-07-02
4921,15471746,8801056042226,19,2020-02-12
4922,15471746,8801056034740,10,2019-02-08
4923,15471746,8801056017606,11,2019-05-16
4924,15471746,8801056017583,3,2020-08-05
4925,15471746,8805915530633,9,2020-02-16
4926,15471746,8809253640177,14,2020-09-12
4927,15471746,8801056021062,19,2018-04-15
4928,5380639,8801056224158,13,2018-07-20
4929,5380639,8801097250079,7,2020-02-20
4930,5380639,8809082723379,12,2020-06-19
4931,5380639,8809397830007,5,2018-08-18
4932,5380639,8806001083750,1,2020-09-04
4933,5380639,8801097278035,3,2018-01-04
4934,5380639,8801056024017,13,2019-04-02
4935,5380639,8801382134848,19,2019-04-12
4936,5380639,8801043650762,18,2020-04-03
4937,5380639,8809380760175,14,2020-07-03
4938,78650169,8809397830021,2,2018-03-04
4939,78650169,8802673003249,19,2018-07-19
4940,78650169,8809332391303,7,2020-01-01
4941,79856148,8809221606204,7,2018-09-03
4942,62447582,8801097130036,15,2018-08-03
4943,62447582,8806002010977,5,2018-03-16
4944,62447582,8806002010441,7,2020-05-08
4945,62447582,8809191574640,3,2018-08-14
4946,62447582,8807920310347,20,2018-03-17
4947,62447582,8809057795523,18,2020-09-01
4948,49044357,8801056038649,6,2019-02-15
4949,49044357,8809424480038,13,2019-02-04
4950,49782229,8801056224158,15,2020-07-15
4951,49782229,8806002010427,15,2019-05-04
4952,7354723,8801094482602,13,2019-06-02
4953,88959070,8809068661008,8,2020-07-01
4954,88959070,8809382930217,1,2020-03-01
4955,88959070,8801094222703,10,2020-03-12
4956,88959070,8801097130012,6,2019-08-08
4957,88959070,8804074600546,12,2018-07-21
4958,48906100,8809023003379,4,2019-03-08
4959,14982228,8809173200130,11,2018-04-20
4960,14982228,8809082723379,19,2019-08-02
4961,14982228,8809027331317,2,2020-02-21
4962,14982228,8809040935110,16,2020-03-17
4963,14982228,8802673003232,16,2018-06-12
4964,14982228,8801056688011,6,2020-04-21
4965,56307698,8801056714017,2,2020-08-01
4966,56307698,8805915531012,14,2020-08-13
4967,56307698,8801052727837,1,2018-07-17
4968,90027718,8801056924011,18,2020-07-16
4969,90027718,8801097250376,20,2018-08-07
4970,90027718,8801094503901,5,2020-06-16
4971,90027718,8803284605464,12,2020-04-20
4972,59183947,8809082723386,19,2020-08-20
4973,59183947,8801056036775,20,2018-08-20
4974,59183947,8801043650762,1,2019-09-14
4975,59183947,8809173200345,20,2019-02-04
4976,59183947,8801382137405,11,2019-09-15
4977,59183947,8809068661169,7,2020-09-12
4978,59183947,8801382130802,17,2020-09-11
4979,59183947,8809221606204,5,2019-09-13
4980,59183947,8809191574657,15,2019-05-17
4981,59183947,8807920310347,5,2020-01-15
4982,49203241,8801056201012,6,2020-03-19
4983,35960011,8801382128038,9,2020-03-19
4984,35960011,8801056032388,13,2018-05-20
4985,35960011,8809027331744,8,2019-04-07
4986,35960011,8809068661176,1,2018-02-01
4987,35960011,8806001083026,11,2020-08-01
4988,35960011,8809023009340,17,2018-02-12
4989,35960011,8803284607659,5,2018-03-05
4990,35960011,8802673003218,20,2018-09-16
4991,35960011,8801094473006,9,2018-01-08
4992,83492258,8809027331324,2,2018-06-21
4993,6567768,8801056755010,15,2018-07-06
4994,6567768,8801056688127,4,2018-04-14
4995,6567768,8801382131014,16,2019-01-05
4996,6567768,8809173200123,12,2020-08-21
4997,6567768,8802673003249,17,2018-06-06
4998,6567768,880105603886,15,2018-01-14
4999,6567768,8801056154066,2,2018-05-11
5000,53315973,8801056389017,17,2018-08-07
5001,53315973,8809027331706,5,2019-06-06
5002,53315973,8809423620022,2,2018-05-13
5003,53315973,8809125060850,10,2018-09-04
5004,95637538,8801056224158,5,2019-07-06
5005,95637538,8809323750065,2,2019-08-18
5006,95637538,8809191574664,13,2020-07-16
5007,95637538,8803284607659,19,2018-05-12
5008,95637538,8809082723386,15,2019-08-09
5009,95637538,8801382128694,11,2019-02-03
5010,95637538,8801382130383,10,2020-09-03
5011,12669385,8801056233013,15,2020-05-20
5012,12669385,8803284605532,20,2019-04-05
5013,12669385,8809068661008,8,2018-07-12
5014,39765182,8801037037852,7,2018-08-21
5015,39765182,8809221607072,9,2018-04-13
5016,39765182,8801056042226,6,2019-06-19
5017,39765182,8801056003364,15,2019-07-02
5018,39765182,8801094503031,19,2020-07-09
5019,39765182,8801056001285,1,2019-09-05
5020,39765182,8801052727837,3,2019-07-11
5021,39765182,8801382130659,6,2020-05-18
5022,39765182,8801056030649,20,2019-06-11
5023,56812679,8801097130036,20,2019-02-21
5024,56812679,8801097178014,1,2019-05-09
5025,32249166,8809050511038,7,2020-04-18
5026,44516352,8801382128038,13,2019-03-14
5027,44516352,8809173200123,3,2020-02-17
5028,44516352,8801094602406,9,2018-08-06
5029,44516352,8806002010465,15,2020-09-01
5030,44516352,8801056013110,11,2020-04-09
5031,44516352,8809106188092,5,2019-04-12
5032,45837725,8801056224158,8,2018-07-14
5033,45837725,8804342387872,20,2018-07-16
5034,45837725,8801056015107,13,2018-05-15
5035,45837725,8809023009340,9,2020-01-17
5036,45837725,8809027331324,17,2018-05-10
5037,45837725,8801056038649,15,2018-04-13
5038,45837725,8804074600546,16,2019-06-05
5039,45837725,8801056058227,13,2019-06-05
5040,6812571,8801056042196,5,2020-04-17
5041,5106293,8809027331706,20,2019-09-18
5042,5106293,8809003432328,6,2018-01-09
5043,5106293,8801094483005,13,2019-04-16
5044,5106293,8803284605532,17,2018-05-20
5045,5106293,8806002003023,2,2020-01-11
5046,5106293,8801056036775,18,2019-08-04
5047,5106293,8801382128694,16,2019-03-01
5048,5106293,8801056009731,18,2019-09-06
5049,75360238,8801382127574,9,2018-03-08
5050,75360238,8802673003249,17,2018-05-04
5051,75360238,8802673003201,17,2020-02-12
5052,54516417,8801746672443,12,2019-07-14
5053,54516417,8809057795509,15,2018-08-15
5054,54516417,8809191574657,15,2018-07-09
5055,54516417,8801382130820,13,2019-07-16
5056,54516417,8809082723379,6,2018-04-07
5057,54516417,8806002004044,3,2019-09-11
5058,54516417,8809068661077,17,2018-09-07
5059,54516417,8801382130840,11,2020-08-11
5060,54516417,8801056002541,15,2019-03-20
5061,54516417,8809409910154,5,2018-02-12
5062,69727224,8801056065768,19,2018-07-16
5063,69727224,8802774006927,13,2018-01-08
5064,69727224,8801094503031,14,2020-01-02
5065,69727224,8809023003379,1,2019-07-15
5066,69727224,8809023003379,12,2019-07-05
5067,69727224,8801056389123,9,2018-01-14
5068,78471654,8801094222703,3,2020-08-01
5069,78471654,8809382930248,14,2020-09-01
5070,78471654,88004334,10,2020-03-01
5071,78471654,8809424480038,18,2019-07-21
5072,78471654,8809027331744,13,2018-02-21
5073,56405289,8804074600546,18,2018-08-17
5074,56405289,8801382130659,7,2018-08-01
5075,56405289,8809027331713,2,2018-04-06
5076,56405289,8806003011522,17,2018-08-04
5077,56405289,8801037018646,3,2019-08-20
5078,56405289,8801056006297,11,2020-04-01
5079,56405289,8803284607659,9,2020-07-09
5080,56405289,8801056058227,9,2020-02-07
5081,56405289,8801056024017,15,2018-01-17
5082,91874657,8809082727537,10,2018-01-19
5083,91874657,8801097250413,10,2020-04-03
5084,91874657,8801056051747,6,2020-03-20
5085,91874657,8809057795509,2,2020-08-01
5086,91874657,8801094232702,18,2020-04-01
5087,91874657,8801056389017,17,2020-01-21
5088,91874657,8806002010571,18,2018-09-04
5089,91874657,8801056003364,1,2019-03-02
5090,33061238,8801056298128,15,2020-09-03
5091,33061238,8809323750027,9,2018-05-08
5092,33061238,8801037037852,10,2018-08-09
5093,33061238,8801056298012,15,2019-01-09
5094,71374142,8801094473006,17,2020-03-08
5095,71374142,8809423870014,13,2018-08-21
5096,71374142,8801097150010,7,2020-03-20
5097,71374142,8801056055189,3,2019-05-12
5098,71374142,8809173200147,13,2020-02-03
5099,57297199,8801097178021,9,2020-05-21
5100,83702420,8801056033057,2,2019-04-13
5101,83702420,8801056042226,19,2018-02-17
5102,83702420,8806002010571,1,2020-03-20
5103,83702420,8809424480038,17,2018-04-13
5104,83702420,8801097618114,11,2019-03-12
5105,83702420,8801097618114,5,2018-03-11
5106,83702420,8809082723379,12,2020-03-21
5107,83702420,8801056389123,18,2018-04-21
5108,5817682,8809125060225,6,2019-02-10
5109,5817682,8809332391303,13,2020-05-07
5110,13405304,8801056032388,9,2018-01-06
5111,13405304,8801097178090,3,2019-05-14
5112,13405304,8809110700044,12,2020-03-20
5113,13405304,8801056054984,2,2018-09-04
5114,13405304,8801056054984,11,2018-08-03
5115,13405304,8801382130820,18,2020-09-08
5116,13405304,8806002010670,12,2020-06-10
5117,70073783,8809173200130,8,2019-01-14
5118,70073783,8801037018646,3,2018-01-06
5119,70073783,8809023001269,14,2019-07-15
5120,70073783,8806002003030,14,2020-06-05
5121,70073783,8801097250369,16,2018-09-01
5122,70073783,8801097250413,19,2019-05-16
5123,70073783,8801056006259,4,2020-02-21
5124,70073783,8801097150010,13,2018-02-13
5125,70073783,8801097150010,14,2020-04-02
5126,48879216,8801382127574,1,2019-03-20
5127,592081,8809191574657,15,2020-08-18
5128,592081,8809191574695,10,2018-02-15
5129,592081,8801382127284,18,2020-01-05
5130,592081,8802673003218,5,2019-03-13
5131,592081,8801382137382,3,2018-05-09
5132,54603616,8801056224011,10,2020-06-05
5133,54603616,8801382128694,19,2018-06-18
5134,54603616,8809003432304,15,2019-04-20
5135,54603616,8801382130659,20,2019-07-16
5136,54603616,8809110700051,2,2020-07-14
5137,54603616,8801097178038,3,2020-03-15
5138,54603616,8801382128694,12,2018-07-13
5139,36800945,8806430012802,6,2018-09-08
5140,36800945,8809173200345,1,2019-05-13
5141,36800945,8801382144830,4,2019-06-16
5142,99485402,8801382144830,2,2020-07-01
5143,99485402,8801056064761,15,2019-01-14
5144,99485402,8801056064747,13,2019-06-16
5145,99485402,8809332391303,6,2020-04-03
5146,99485402,8809173200147,12,2018-05-02
5147,51681628,8809423870007,4,2019-09-13
5148,51681628,8804342387872,3,2019-07-14
5149,51681628,8809423870007,15,2018-04-11
5150,51681628,8809423870007,9,2018-02-14
5151,51681628,8802774003445,1,2019-05-21
5152,51681628,8801056058227,4,2019-08-19
5153,51681628,8801382130802,10,2018-03-16
5154,51681628,8809082727513,6,2020-01-20
5155,51681628,8801382134848,2,2019-07-11
5156,87434518,8809332391303,8,2019-06-03
5157,87434518,8802673003249,8,2018-04-04
5158,87434518,8806002010571,12,2019-07-15
5159,87434518,8801097178014,19,2018-08-10
5160,87434518,8801094602208,15,2020-01-14
5161,87434518,8801097850019,20,2020-07-11
5162,87434518,8809423870014,5,2020-07-04
5163,87434518,8801056001841,5,2020-09-02
5164,113463,8809125060836,12,2018-01-01
5165,113463,8806001083026,2,2018-08-18
5166,113463,8801056013110,13,2020-09-04
5167,113463,8804342310108,1,2018-09-11
5168,113463,8809397830007,6,2020-02-17
5169,113463,8809023001269,18,2020-02-11
5170,45075410,8809191574657,14,2019-01-20
5171,45075410,8801056065805,13,2020-02-17
5172,45075410,8809082723379,19,2018-03-09
5173,45075410,8801056006259,5,2020-02-13
5174,45075410,8809023003379,12,2020-06-18
5175,45075410,8809191574695,15,2019-07-20
5176,45075410,8809027332932,13,2018-07-12
5177,45075410,8801097178014,15,2018-01-05
5178,45075410,8801056154011,12,2019-08-13
5179,45075410,8809068661169,3,2018-07-01
5180,30551822,8802673003218,14,2018-04-08
5181,30551822,8809221607072,10,2018-02-10
5182,30551822,8801037037852,1,2018-09-14
5183,30551822,8801382127574,2,2019-04-19
5184,30551822,8806002003030,8,2019-07-15
5185,30551822,8801094222703,12,2020-05-18
5186,30551822,8801382130840,8,2020-06-21
5187,30551822,8801094503901,19,2019-09-01
5188,70257956,8806002003023,8,2020-02-19
5189,70257956,8809135303633,2,2018-02-05
5190,70257956,8801382144830,3,2018-09-08
5191,70257956,8804342310108,17,2019-04-04
5192,70257956,8801056042196,18,2018-07-20
5193,70257956,8801753100892,12,2019-02-03
5194,70257956,8801097231016,13,2019-07-17
5195,70257956,8804074100350,16,2018-01-13
5196,70257956,8801097178038,4,2019-04-12
5197,71393205,8802673003201,9,2019-09-04
5198,71393205,8801382139072,13,2018-07-14
5199,71393205,8801382130840,17,2020-05-11
5200,71393205,8801043650199,3,2020-08-03
5201,71393205,8801094232702,10,2019-09-17
5202,71393205,8801056036775,4,2018-01-01
5203,71393205,8806002010571,5,2019-03-03
5204,71393205,8801097178014,5,2020-03-13
5205,71393205,8801382128694,18,2019-09-01
5206,71393205,8801097178038,12,2020-01-09
5207,52390303,8801094223038,20,2020-02-15
5208,30958458,8801056051747,1,2019-08-21
5209,30958458,8809057795509,9,2019-03-08
5210,30958458,8801056042219,6,2018-06-11
5211,30958458,8806002010465,16,2019-08-11
5212,30958458,8809068661169,10,2019-06-09
5213,30958458,8806020310530,20,2019-03-16
5214,30958458,8801382130659,2,2018-09-14
