,고객이름,구매물건,구매갯수,최근방문날짜
8633,9087351,8801094482602,9,2020-06-17
8634,9087351,8801382130383,16,2020-06-18
8635,9087351,8805915530633,14,2018-06-21
8636,9087351,8801094602208,19,2019-01-10
8637,9087351,8801097178038,17,2019-09-12
8638,9087351,8803284607659,10,2018-08-17
8639,9087351,8809397830007,19,2019-04-11
8640,83515218,8801382139072,9,2018-08-11
8641,83515218,8806002003931,2,2018-03-13
8642,83515218,8801094482602,11,2019-05-14
8643,83515218,8801097850019,11,2018-09-16
8644,1358554,8809382930217,11,2020-09-15
8645,1358554,8809191574671,14,2020-05-11
8646,1358554,8802673003232,11,2020-05-17
8647,1358554,8802774000369,2,2020-09-14
8648,1358554,8809027332932,19,2020-03-18
8649,1358554,8806430012802,2,2020-06-18
8650,1358554,8809023001269,12,2019-07-14
8651,1358554,8806001085020,3,2020-01-16
8652,1358554,8809023001269,11,2020-01-12
8653,33202229,8806001083798,19,2019-02-20
8654,33202229,8801056154011,20,2019-03-12
8655,33202229,8801056787127,3,2019-03-13
8656,33202229,8809003432328,14,2019-06-20
8657,17307796,8801104290357,19,2018-02-17
8658,17307796,8809050511038,2,2019-09-14
8659,17307796,8801094222406,14,2018-09-13
8660,50691556,8801043900027,6,2020-03-10
8661,50691556,8801104500067,15,2020-07-17
8662,50691556,8801052727851,1,2019-07-20
8663,50691556,8809027331713,2,2019-06-14
8664,50691556,8801056009731,14,2019-08-21
8665,50691556,8809003432328,3,2019-02-20
8666,50691556,8801104500067,14,2019-01-10
8667,50691556,8809068661152,17,2018-05-19
8668,50691556,8801056201012,13,2019-04-18
8669,50691556,8801382130383,9,2020-03-11
8670,76282744,8809003432328,4,2018-05-10
8671,76282744,8801056007163,14,2019-08-10
8672,76282744,8801382130840,9,2018-01-19
8673,76282744,8801097250383,6,2019-02-13
8674,76282744,8809057550023,8,2020-04-21
8675,76282744,8801043650199,18,2018-05-20
8676,76282744,8809173200130,13,2020-01-11
8677,56120468,8809110700044,4,2018-05-17
8678,56120468,880105665874,15,2018-01-12
8679,56120468,8809110700051,15,2020-07-17
8680,56120468,8801382135418,5,2018-08-16
8681,56120468,8801094503031,5,2020-07-16
8682,56120468,8801056017606,8,2019-04-20
8683,56120468,8801753100892,16,2018-08-21
8684,56120468,8809423870007,13,2020-02-13
8685,56120468,8801056032388,8,2019-09-16
8686,56120468,8809191574657,15,2018-06-10
8687,67121454,8801753100885,18,2019-01-20
8688,67121454,8802673003300,10,2020-06-20
8689,67121454,8801056688011,14,2020-08-13
8690,67121454,8809080300060,9,2018-04-18
8691,67121454,8801097618114,2,2019-07-14
8692,67121454,8806020311353,5,2019-01-20
8693,67121454,8809057550023,18,2019-09-20
8694,29143904,8809173200123,6,2018-09-18
8695,29143904,8806001084894,17,2018-09-16
8696,29143904,8809080300039,16,2018-07-14
8697,98100614,8806002004044,10,2018-01-18
8698,98100614,8809023003379,19,2020-05-10
8699,98100614,8809057795523,17,2019-03-17
8700,98100614,8806001083750,17,2018-06-20
8701,10537530,8806002003931,12,2019-06-16
8702,10537530,8801094602208,9,2020-01-19
8703,10537530,8806430012819,11,2020-03-19
8704,10537530,8801056017644,5,2018-03-20
8705,10537530,8809027332932,20,2018-06-15
8706,10537530,8809228150021,10,2018-09-11
8707,98961703,880105665874,13,2020-07-20
8708,98961703,8809040935110,20,2020-06-14
8709,98961703,8801056201012,5,2020-08-15
8710,70859425,8805915531012,12,2019-06-20
8711,46767557,8809023009333,2,2020-02-13
8712,46767557,8809228150021,15,2020-02-16
8713,46767557,8809191574657,15,2020-03-14
8714,46767557,8801056005237,11,2018-02-11
8715,46767557,8801382127284,13,2020-06-19
8716,46767557,8802673003300,14,2020-01-16
8717,46767557,8801056005719,15,2019-08-13
8718,46767557,8801056038649,19,2018-08-19
8719,84663187,8805915531012,6,2020-03-11
8720,84663187,8809027331492,10,2020-09-15
8721,84663187,8809125060232,14,2018-02-14
8722,84663187,8809382930248,1,2020-07-11
8723,84663187,8805915530633,15,2018-06-19
8724,84663187,8809221607072,7,2019-05-16
8725,84663187,8801382144830,18,2019-08-10
8726,84663187,8809323750027,5,2019-06-16
8727,78812541,8809135303633,13,2018-06-11
8728,78812541,8809253640177,2,2018-07-18
8729,78812541,8809228150021,19,2018-04-18
8730,43338536,8801097618114,10,2019-05-21
8731,43338536,8809382930217,12,2018-02-16
8732,93366455,8809110700044,17,2019-02-12
8733,93366455,8801382130802,7,2020-02-20
8734,93366455,8801043650700,17,2020-08-11
8735,93366455,8806020310530,19,2020-08-17
8736,93366455,8806020311353,13,2018-05-16
8737,93366455,8809409910123,15,2018-08-10
8738,93366455,8809023009333,7,2019-08-21
8739,93366455,8801056798017,1,2019-02-15
8740,66198151,8809082727520,8,2020-08-13
8741,66198151,8806001083798,6,2018-04-21
8742,66198151,8801056201012,12,2018-01-15
8743,66198151,8806001083026,6,2018-06-13
8744,66198151,8809050511083,17,2019-08-18
8745,66198151,8801056487010,16,2020-03-19
8746,66198151,8809135303633,7,2019-05-14
8747,66198151,8806002010427,10,2019-03-18
8748,66198151,8801094563004,4,2018-09-20
8749,66198151,8809173200130,6,2018-09-18
8750,22219599,8805915531036,8,2018-06-10
8751,22219599,8809023009340,18,2020-05-12
8752,22219599,8809382930224,10,2020-09-13
8753,22219599,8801056154011,19,2020-06-17
8754,66538446,8809397830014,15,2018-08-21
8755,66538446,8801056065805,2,2020-05-16
8756,66538446,8801037037869,18,2019-07-19
8757,60966014,8801382137382,9,2019-08-19
8758,60966014,8801094222703,3,2020-05-12
8759,60966014,8801056006297,17,2018-05-13
8760,60966014,8801094473006,2,2019-04-16
8761,65875307,8801382130802,1,2020-05-13
8762,65875307,8801094473006,13,2018-04-18
8763,65875307,8809191574664,16,2019-04-15
8764,65875307,8801094222406,1,2018-03-17
8765,65875307,8801056033057,19,2018-05-11
8766,65875307,8809397830007,3,2018-09-16
8767,65875307,8801056001858,12,2018-09-16
8768,65875307,8802774003445,9,2020-04-19
8769,30265447,8801056042219,19,2020-08-12
8770,30265447,8809027331706,3,2019-05-20
8771,11395502,8801097250376,9,2018-08-20
8772,11395502,8809424480038,3,2018-03-13
8773,11395502,8801094483005,14,2020-09-14
8774,11395502,8801097187016,11,2020-04-15
8775,11395502,8801104290357,14,2018-03-10
8776,11395502,8801097178038,20,2018-07-16
8777,67632867,8806002010465,14,2020-01-13
8778,67632867,8801382127574,12,2018-06-20
8779,67632867,8801746672443,5,2018-04-11
8780,67632867,8801097618114,12,2018-05-15
8781,67632867,8809027331324,15,2020-05-20
8782,95823603,8801056007163,17,2020-06-16
8783,95823603,8801097618114,15,2020-01-19
8784,95823603,8801382128694,18,2019-08-13
8785,95823603,8801056224158,2,2020-04-16
8786,95823603,8801382127567,9,2020-08-14
8787,95823603,8809409910123,17,2020-04-18
8788,95823603,8809082723379,1,2020-06-20
8789,95823603,8801382128694,4,2019-04-20
8790,95823603,8801056224158,18,2019-01-16
8791,14116373,8809125064124,9,2019-03-10
8792,14116373,8801097178014,3,2019-02-19
8793,14116373,8801094222703,13,2018-02-17
8794,14116373,8801056233013,7,2018-01-17
8795,14116373,8801056064761,3,2018-05-10
8796,14116373,8801094223038,9,2020-07-12
8797,14116373,8806001083767,4,2020-02-17
8798,14116373,8806001084894,12,2019-06-14
8799,35017219,8801097178038,14,2018-05-16
8800,35017219,8806001084894,12,2020-04-11
8801,35017219,8809228150021,5,2020-09-20
8802,35017219,8801094223038,8,2020-04-16
8803,35017219,8809110700051,16,2019-04-17
8804,35017219,8801094602208,8,2018-01-15
8805,35017219,8801097187016,14,2019-08-17
8806,57244582,8806001083798,4,2020-09-15
8807,57244582,8801382131014,2,2018-05-10
8808,57244582,8801056233013,6,2018-08-21
8809,57244582,8809173200123,1,2020-07-10
8810,26016827,8802774006927,11,2019-02-14
8811,95938645,8809323750027,11,2019-03-21
8812,95938645,8806002003931,16,2018-04-16
8813,95938645,8809106188092,10,2019-01-13
8814,95938645,8809423620008,11,2020-03-11
8815,95938645,8801056030649,2,2018-07-20
8816,95938645,8801056038649,12,2018-05-14
8817,29151311,8801097250413,15,2018-08-18
8818,29151311,8801094223007,18,2019-07-13
8819,29151311,8802673003256,10,2020-04-18
8820,29151311,8801097250369,12,2019-03-12
8821,29151311,8806002010670,12,2020-07-17
8822,29151311,8802673003263,10,2018-09-18
8823,29151311,8801097231016,14,2018-08-14
8824,29151311,8802774001014,9,2018-02-18
8825,29151311,8806001084887,17,2018-03-14
8826,29151311,8801382127574,5,2019-03-13
8827,71700672,8809191574688,7,2020-03-18
8828,71700672,8809057550023,11,2020-03-10
8829,71700672,8809125060232,15,2018-07-12
8830,62758844,8809057795523,19,2018-05-11
8831,62758844,8801382137382,3,2018-05-18
8832,25396467,8809027331706,5,2019-08-10
8833,25396467,8809023009333,4,2020-05-18
8834,25396467,8806002010571,6,2018-08-18
8835,25396467,8801094563004,2,2020-08-18
8836,25396467,8801056389123,3,2020-04-15
8837,25396467,8801056036775,20,2019-06-13
8838,25396467,8809191574657,15,2019-04-11
8839,25396467,8801382130659,16,2018-03-13
8840,25396467,8809080300060,12,2020-04-13
8841,21416675,8801056487010,20,2020-03-17
8842,21416675,8809068661077,7,2020-04-18
8843,21416675,8809332392768,18,2018-02-10
8844,21416675,8801094482602,15,2020-04-11
8845,21416675,8805915531012,7,2020-04-10
8846,21416675,8801382137382,19,2018-07-15
8847,21416675,8801056051747,19,2020-08-13
8848,21416675,8802673003218,8,2019-04-11
8849,21416675,8809191574671,1,2020-05-12
8850,21416675,8809380760175,10,2020-09-17
8851,44292586,8809323750010,3,2020-05-15
8852,44292586,8803284605464,18,2020-02-13
8853,44292586,8809423620022,16,2018-07-18
8854,39685632,8801056201012,16,2020-06-16
8855,39685632,8801056024062,1,2018-03-17
8856,3023240,8801056006259,6,2019-02-17
8857,3023240,8801097231016,16,2018-03-19
8858,3023240,8801043650762,6,2018-04-15
8859,3023240,8806020311353,8,2018-03-14
8860,62800736,8802673003249,1,2020-03-16
8861,62800736,8809057795509,11,2018-07-12
8862,62800736,8801056024017,20,2019-02-11
8863,62800736,8801094502102,18,2020-01-12
8864,62800736,8809023009340,4,2020-05-11
8865,62800736,8806001084542,5,2019-08-10
8866,62800736,8804342343434,14,2018-08-20
8867,62800736,8801097130012,2,2020-05-18
8868,62800736,8801382139072,5,2018-07-10
8869,58029590,8806001083750,18,2019-03-12
8870,58029590,8802774006927,7,2019-09-12
8871,58029590,8809228150014,11,2020-06-13
8872,58029590,8809023001269,4,2020-01-15
8873,58029590,8809221607072,14,2020-03-20
8874,58029590,8801056064747,14,2020-08-10
8875,58029590,8801043900027,2,2019-08-13
8876,58029590,8809068661077,9,2018-02-19
8877,58029590,8809397830007,13,2019-05-16
8878,58029590,8809050511090,17,2019-01-19
8879,75899894,8809068661176,20,2019-02-21
8880,18344041,8809191574688,12,2020-08-13
8881,18344041,8803284605464,20,2020-02-20
8882,18344041,8809191574688,4,2020-03-13
8883,18344041,8801056038861,20,2018-07-18
8884,18344041,8809191574657,16,2019-08-21
8885,18344041,8801056054984,4,2018-03-12
8886,18344041,8809253640177,1,2019-08-21
8887,18344041,8809423870007,6,2019-02-13
8888,18344041,8801094223038,3,2018-02-18
8889,18344041,8809125064124,3,2019-06-18
8890,9979710,8801056017583,2,2018-01-18
8891,9979710,8809135303633,12,2020-08-16
8892,9979710,8801052727851,14,2020-09-13
8893,9979710,8809228158898,8,2018-01-12
8894,9979710,8809023001269,13,2019-04-14
8895,212990,8801056224158,17,2019-02-15
8896,212990,8801056017583,14,2019-07-10
8897,64663819,8801094232702,7,2018-07-17
8898,79427462,8809382930200,17,2019-07-13
8899,79427462,8801094223038,11,2018-06-14
8900,79427462,8801382127567,4,2018-07-21
8901,79427462,8809221607072,1,2019-04-20
8902,79427462,8801746672443,8,2020-07-21
8903,79427462,880105603886,5,2019-08-10
8904,79427462,8801094603007,19,2018-07-21
8905,79427462,8806001083026,18,2018-02-13
8906,79427462,8809023009340,5,2020-05-18
8907,79427462,8801056233013,16,2018-02-11
8908,49561189,8801104500067,20,2018-03-20
8909,49561189,8809023009333,8,2019-01-14
8910,49561189,8809068661077,8,2019-05-10
8911,49561189,8801056032388,1,2018-06-13
8912,49561189,8809409910154,9,2020-09-18
8913,49561189,8809424480021,3,2018-02-19
8914,49561189,8806020311919,12,2019-07-17
8915,32055405,8801094503000,19,2020-04-21
8916,32055405,8809050511083,9,2019-03-10
8917,32055405,8809423620022,6,2019-09-15
8918,32055405,8801056006259,14,2020-07-17
8919,6047958,8806002010465,7,2018-02-21
8920,6047958,8806001083750,1,2019-01-19
8921,6047958,8806002010571,13,2020-07-11
8922,6047958,8809323750065,2,2018-06-12
8923,93989058,8801056055189,17,2019-06-16
8924,93989058,8801037037869,17,2018-01-10
8925,34904088,8809050511090,15,2020-06-13
8926,44437438,8809382930255,18,2018-07-21
8927,44437438,8801056013110,16,2020-04-11
8928,44437438,8801056017644,10,2018-09-17
8929,26985600,8809082727513,1,2018-07-13
8930,26985600,8801382130840,12,2020-07-17
8931,26985600,8801056005237,5,2018-06-18
8932,26985600,8801382130659,1,2020-08-14
8933,26985600,8801037018646,3,2018-03-21
8934,26985600,8809135308157,4,2018-06-15
8935,89863907,8801094483005,7,2020-04-20
8936,89863907,8809068661152,3,2018-04-10
8937,19614197,8801037037869,10,2018-02-10
8938,19614197,8809191574664,9,2019-02-20
8939,19614197,8801056015107,4,2020-04-13
8940,19614197,8801094503031,7,2019-07-15
8941,19614197,8801097178038,20,2020-03-11
8942,94131598,8809173200130,5,2018-06-18
8943,94131598,8801097850019,14,2018-09-15
8944,94131598,8801097130012,8,2018-02-17
8945,94131598,8806002010670,3,2018-07-13
8946,94131598,8809027331492,13,2019-07-17
8947,94131598,8809135303640,11,2018-02-18
8948,94131598,8801094223007,4,2018-09-16
8949,94131598,8801094503901,1,2018-08-20
8950,55990689,8809045670115,10,2019-04-11
8951,55990689,8801056055189,1,2020-08-16
8952,44683556,8801056042196,1,2019-01-19
8953,44683556,8809125064124,2,2018-01-13
8954,44683556,8801037037869,6,2020-09-12
8955,44683556,8806002010441,12,2020-04-19
8956,44683556,8802774001014,12,2020-01-16
8957,6787225,8801094223038,9,2018-09-11
8958,6787225,8801097250079,13,2019-06-21
8959,6787225,8806002003023,19,2019-09-17
8960,6787225,880105665874,12,2020-08-11
8961,6787225,8802774000369,19,2019-08-19
8962,6787225,8809023003379,18,2020-07-11
8963,6787225,8806001083026,5,2020-05-12
8964,6787225,8809125060225,15,2018-06-16
8965,6787225,8801094232702,10,2020-06-20
8966,6787225,8809082723379,2,2018-08-12
8967,32376127,8801056001858,2,2020-08-19
8968,64867959,8801382134749,14,2018-02-15
8969,64867959,8801056042219,8,2019-01-19
8970,78415974,8806001083750,10,2020-09-20
8971,78415974,8801056036775,13,2020-08-12
8972,78415974,880105665874,5,2018-04-17
8973,78415974,8805915531036,13,2019-04-14
8974,78415974,8804342387872,13,2018-08-10
8975,78415974,8801094473006,14,2018-02-21
8976,78415974,8801043650199,4,2018-06-17
8977,78415974,8809050511144,14,2018-06-20
8978,78415974,8801056787127,3,2018-06-14
8979,47771182,8809135308157,4,2019-04-15
8980,47771182,8801056007163,8,2018-01-21
8981,47771182,8804342343434,6,2020-04-14
8982,47771182,8801382127567,16,2018-03-17
8983,79557849,8806002010441,20,2020-02-19
8984,79557849,8809221606204,3,2018-01-17
8985,79557849,8809228150014,15,2020-02-11
8986,79557849,8801056005237,8,2019-04-13
8987,79557849,8809068661008,6,2019-08-10
8988,79557849,8809423620008,19,2020-08-20
8989,79557849,8801056001285,7,2020-05-11
8990,79557849,8809125060836,6,2020-04-15
8991,61918716,8801056064747,12,2018-02-18
8992,61918716,8802673003225,1,2020-05-20
8993,61918716,8809023001269,6,2019-08-17
8994,61918716,8809110700044,12,2020-05-16
8995,61918716,8809023009340,5,2020-06-13
8996,61918716,8802774003445,6,2019-03-12
8997,61918716,8801097231016,6,2020-03-13
8998,22896124,8809382930248,2,2020-07-18
8999,75150302,8801056032388,7,2018-07-21
9000,75150302,8801056021062,12,2018-06-17
9001,75150302,8809173200147,17,2020-03-17
9002,75150302,8809423870014,9,2020-03-11
9003,75150302,8801097250376,3,2019-05-19
9004,75150302,8809080300039,20,2019-02-16
9005,75150302,8801037037852,19,2018-05-19
9006,75150302,8809125060836,5,2019-08-10
9007,75150302,8803284607659,4,2018-01-21
9008,75150302,8802673003249,10,2020-04-14
9009,38386208,8801382127567,16,2018-02-10
9010,38386208,8809191574640,15,2018-06-21
9011,38386208,8801097250376,10,2020-06-11
9012,38386208,8801382127284,15,2019-01-19
9013,38386208,8801382127567,3,2018-05-15
9014,38386208,8806001084542,2,2019-01-19
9015,38386208,8809110700044,1,2019-03-14
9016,38386208,8806001085020,7,2020-08-16
9017,38386208,8801056001285,12,2020-04-15
9018,38386208,8809023009593,13,2020-01-21
9019,6014435,8809027331744,4,2019-04-13
9020,43839856,8809423620022,17,2018-09-18
9021,43839856,8809125060850,16,2018-01-10
9022,43839856,8801097231016,11,2020-08-17
9023,43839856,8809068661176,16,2018-05-18
9024,43839856,8805915531012,14,2020-07-20
9025,43839856,8809173200123,11,2020-01-21
9026,43839856,8809068661077,12,2018-01-14
9027,43839856,8801056038861,1,2018-03-13
9028,43839856,8809382930248,2,2018-03-18
9029,70982357,8801094482602,7,2018-04-15
9030,79926367,8801056024062,14,2018-01-13
9031,79926367,8803284607659,19,2018-08-15
9032,79926367,8801382128038,8,2020-09-11
9033,79926367,8801056164011,20,2019-04-17
9034,79926367,8801056787127,17,2018-09-15
9035,79926367,8809191574640,7,2019-03-20
9036,79926367,8801097178021,17,2019-06-10
9037,79926367,8809027331713,11,2019-02-16
9038,79926367,8809332392768,8,2019-08-14
9039,79926367,8801056688011,10,2019-09-15
9040,74188452,8806002003030,17,2020-01-19
9041,57756146,8809228150021,10,2019-03-19
9042,57756146,8801382127574,15,2018-07-20
9043,57756146,8809125060836,18,2020-03-10
9044,57756146,8806002003900,6,2018-03-18
9045,57756146,8809080300039,7,2018-01-13
9046,57756146,8806002010427,18,2018-09-11
9047,48803086,8801104290357,19,2020-09-21
9048,48803086,8809423620022,11,2018-02-19
9049,48803086,8809253640177,2,2019-02-19
9050,48803086,8809050511144,2,2018-03-19
9051,72225595,8809423870014,18,2018-02-16
9052,72225595,8801056688127,5,2018-07-20
9053,72225595,8809423620015,4,2018-01-11
9054,72225595,8801056005719,3,2020-06-10
9055,72225595,8809080300039,13,2020-05-14
9056,57205284,8801097178021,8,2020-01-11
9057,57205284,8801056007163,18,2019-05-18
9058,57205284,8806002003931,8,2020-05-18
9059,92628072,8801056487010,11,2019-05-21
9060,92628072,8801382128694,16,2018-07-13
9061,92628072,8809423870007,14,2018-02-14
9062,92628072,8806001083767,15,2020-03-10
9063,92628072,8801753100885,15,2019-04-19
9064,76387172,8801056034740,4,2019-03-19
9065,76387172,8801094222406,13,2019-05-15
9066,76387172,8804074600546,10,2019-04-16
9067,76387172,8806003011522,3,2019-09-18
9068,76387172,8809027331324,15,2019-06-13
9069,76387172,8802774000369,3,2019-06-20
9070,76387172,8809050511083,13,2020-02-20
9071,76387172,8801382144823,2,2019-04-14
9072,75917365,8804342387872,14,2018-05-16
9073,75917365,8804342343434,20,2020-06-11
9074,48548808,8809050511038,20,2020-01-13
9075,48548808,8801382130840,7,2019-04-10
9076,48548808,8801097130012,16,2020-05-12
9077,48548808,8801382144830,3,2018-03-11
9078,48548808,8801094232702,5,2018-05-21
9079,48548808,8801094483005,14,2019-05-18
9080,48548808,8801056033057,17,2020-02-10
9081,34953558,8801056224158,1,2018-07-19
9082,34953558,8801382130383,15,2019-06-21
9083,82364240,8806002003900,15,2018-02-16
9084,82364240,8809027331317,10,2018-02-20
9085,82364240,8806430012819,8,2019-07-14
9086,82364240,8801056298128,2,2020-02-17
9087,82364240,8809082723379,3,2018-02-11
9088,82364240,8801056021062,5,2018-08-18
9089,82364240,8801097278035,17,2018-09-20
9090,82364240,8801382130840,20,2019-02-21
9091,82364240,8806430012802,20,2019-08-16
9092,82364240,8809057795509,14,2018-09-18
9093,79836436,8801056021062,3,2018-08-20
9094,79836436,8801097150010,7,2019-05-10
9095,79836436,8809409910123,6,2020-03-15
9096,13691292,8801382139072,5,2018-09-13
9097,13691292,8801056058227,4,2019-01-16
9098,28377669,8801382128038,8,2020-02-17
9099,28377669,8801097187016,9,2020-04-19
9100,28377669,8806020311353,20,2019-02-11
9101,28377669,8801043900027,17,2020-03-15
9102,28377669,8801753100892,6,2020-03-12
9103,28377669,8801056065829,2,2019-01-12
9104,28377669,8806003011522,11,2018-03-11
9105,28377669,8809082727537,5,2018-04-18
9106,28377669,8801056036775,2,2019-01-12
9107,51580537,8801094222406,14,2019-07-20
9108,51580537,8801056924011,8,2020-08-20
9109,51580537,8801056017606,18,2020-01-18
9110,51580537,8806001084894,16,2019-08-20
9111,51580537,8801104500067,20,2020-05-12
9112,51580537,8809332391303,8,2019-05-10
9113,51580537,8809423870014,16,2020-05-18
9114,51580537,8802673003225,8,2018-03-10
9115,51580537,8806430012819,20,2019-05-18
9116,51580537,8801094223007,3,2019-01-20
9117,1391289,8801097250079,20,2019-05-17
9118,1391289,8801052727837,18,2018-01-18
9119,1391289,8801056065768,6,2019-04-21
9120,1391289,8809409910154,3,2020-02-12
9121,1391289,8809082727520,1,2020-03-13
9122,1391289,8801056018160,16,2018-01-17
9123,1391289,8801056021062,17,2018-04-16
9124,34864017,8801056714017,11,2020-07-14
9125,34864017,8809082723386,19,2019-09-11
9126,34864017,8806001084542,16,2020-02-17
9127,34864017,8801056009731,2,2018-03-17
9128,34864017,8801094223007,3,2020-01-20
9129,34864017,8809323750065,17,2020-01-12
9130,34864017,8809228150014,11,2020-03-13
9131,34864017,8801382130802,15,2019-06-11
9132,34864017,8803284605532,11,2020-04-16
9133,23797600,8802673003225,14,2020-02-10
9134,23797600,8804342398984,5,2019-03-11
9135,23797600,8801097231016,2,2019-06-21
9136,23797600,88004334,20,2019-03-10
9137,23797600,8809082727513,10,2019-04-13
9138,23797600,8801097250383,14,2020-02-19
9139,23797600,8801746672443,2,2019-07-15
9140,23797600,8801382130659,20,2020-06-20
9141,23797600,8806001084542,3,2019-06-11
9142,23797600,8801056065768,1,2020-01-13
9143,1152628,8802673003362,4,2020-07-17
9144,1152628,8809228158881,20,2019-03-10
9145,1152628,8801056036775,2,2018-08-18
9146,1152628,8809221607072,8,2019-09-19
9147,1152628,8809125060836,19,2019-07-20
9148,1152628,8806002004044,11,2018-03-13
9149,1152628,8809423620022,19,2019-09-19
9150,1152628,8801097278035,8,2019-09-19
9151,1152628,8801043650199,9,2018-07-17
9152,1152628,8809221607072,19,2019-09-10
9153,51293641,8801094483005,5,2020-07-17
9154,51293641,8809397830014,13,2018-03-12
9155,51293641,8801097178090,3,2019-05-16
9156,81221511,8801056787127,7,2020-04-15
9157,81221511,8801094482602,8,2019-08-13
9158,81221511,8801056065829,4,2018-04-12
9159,81221511,8801056798017,3,2018-09-12
9160,81221511,8809040935110,8,2019-04-11
9161,81221511,8801056018160,15,2018-03-13
9162,81221511,8809135308157,9,2018-09-20
9163,81221511,8801382130802,1,2018-03-16
9164,81221511,8809191574664,9,2020-07-10
9165,81221511,8802673003249,6,2020-01-12
9166,60540670,8809027331706,9,2018-06-11
9167,60540670,8801056055189,14,2018-01-13
9168,60540670,8809023003379,19,2020-07-10
9169,50582186,8801043650199,11,2018-06-20
9170,50582186,8806020311353,13,2020-01-18
9171,61679940,8801056013110,4,2019-09-16
9172,61679940,8801382127284,15,2018-07-11
9173,61679940,8809173200130,5,2019-06-21
9174,61679940,8801382130383,16,2020-08-16
9175,61679940,8809082727537,14,2019-03-16
9176,61679940,8801056798017,12,2020-09-20
9177,61679940,8804074100350,1,2020-03-15
9178,61679940,8802673003362,20,2019-04-16
9179,61679940,8801056032388,15,2019-01-19
9180,21880316,8809323750065,4,2020-05-13
9181,21880316,8801382130840,9,2020-06-11
9182,21880316,8809382930224,14,2018-01-14
9183,21880316,8801056017644,13,2020-05-11
9184,21880316,8809173200147,17,2018-09-13
9185,21880316,8801382144823,2,2018-04-11
9186,21880316,8801746672443,8,2019-04-20
9187,21880316,8809027331706,20,2018-05-15
9188,21880316,8809424480038,14,2018-06-13
9189,76220398,8801056164011,12,2020-01-16
9190,76220398,8801056924011,10,2018-03-19
9191,76220398,8802673003218,14,2019-07-16
9192,76220398,8801382128694,1,2018-07-11
9193,76220398,8801382127284,6,2020-08-12
9194,96703103,8809082727520,9,2019-03-15
9195,96703103,8802673003218,7,2020-04-14
9196,95328660,8801056054984,16,2018-04-16
9197,95328660,8809057550023,10,2018-09-14
9198,95328660,8801382132455,4,2018-06-21
9199,95328660,8809135308157,7,2019-05-11
9200,95328660,8809173200147,12,2020-02-20
9201,95328660,8801094503000,18,2019-06-21
9202,95328660,8801382134848,1,2020-09-10
9203,95328660,8801056018160,12,2020-03-18
9204,4505288,8801056030649,9,2019-04-19
9205,4505288,8801056054984,5,2018-01-17
9206,63731481,8809027332932,7,2019-09-20
9207,63731481,8801052727837,10,2020-02-18
9208,63731481,8809191574688,1,2018-02-12
9209,63731481,8801382139072,13,2020-03-16
9210,63731481,8809173200147,8,2019-02-10
9211,25525187,8809068661077,16,2019-07-18
9212,25525187,8801753100892,15,2018-01-16
9213,55659461,8802673003225,11,2018-06-13
9214,55659461,8801056005237,19,2020-05-11
9215,55659461,8809135308157,5,2020-04-13
9216,55659461,8801056005719,12,2020-03-20
9217,55659461,8801056224011,12,2019-01-10
9218,55659461,8809323750065,15,2020-04-20
9219,55659461,8809023009593,6,2019-05-13
9220,55659461,8809068661152,10,2020-06-19
9221,55659461,8809423620039,6,2020-02-16
9222,88822455,8801056798017,16,2020-01-16
9223,88822455,8809332391303,11,2020-01-12
9224,88822455,8801094563004,19,2020-07-21
9225,88822455,8809191574688,2,2019-06-18
9226,88822455,8809382930224,3,2019-09-18
9227,88822455,8809191574671,7,2020-08-10
9228,88822455,8806001083798,9,2020-09-13
9229,88822455,8809323750027,11,2020-09-21
9230,20420548,8801382130383,10,2020-03-14
9231,20420548,8809082723386,20,2020-06-12
9232,20420548,8801094222703,2,2019-05-18
9233,20420548,8806002003030,20,2018-07-21
9234,20420548,8809057550023,17,2018-02-20
9235,20420548,8801056798017,15,2018-07-15
9236,20420548,8806001083798,9,2020-09-11
9237,20420548,8809323750065,15,2020-02-17
9238,20420548,8806002010571,10,2018-03-13
9239,20420548,8801056154066,11,2018-03-17
9240,18722518,8801382139072,19,2020-06-17
9241,18722518,8802673003218,18,2019-07-19
9242,18722518,8801056032388,5,2020-01-11
9243,18722518,8809125060225,7,2020-02-19
9244,18722518,8801097850019,12,2020-09-14
9245,18722518,8809057795509,14,2020-02-16
9246,18722518,8809057550023,6,2019-01-17
9247,80892744,8809423620015,20,2019-05-16
9248,80892744,8809027331492,18,2019-06-11
9249,80892744,8801094602208,5,2018-03-20
9250,80892744,8809027331713,17,2020-07-15
9251,80892744,8801382137405,12,2020-02-20
9252,80892744,8801382132455,6,2020-01-19
9253,80892744,8801043900027,19,2019-02-19
9254,40563899,8809080300039,9,2018-07-17
9255,40563899,8801056005719,1,2019-08-18
9256,40563899,8806020310530,7,2020-04-16
9257,40563899,8801094223038,6,2018-06-16
9258,40563899,8809221606204,1,2018-05-17
9259,40563899,8801056034740,10,2018-04-12
9260,40563899,8809027331317,15,2018-06-15
9261,40563899,8801097250053,13,2020-08-19
9262,40563899,8809003432328,5,2019-08-21
9263,40563899,8801097178090,13,2019-01-18
9264,26536283,8801056154011,13,2020-01-12
9265,26536283,8809173200345,2,2020-03-10
9266,26536283,8801382131014,11,2019-09-20
9267,26536283,8802774000369,7,2019-04-17
