,주문번호ID,구매자id,판매점id,주문상태,주문일,상태변경일,취소날짜,승인날짜,결제수단,주문상품목록,주문상품갯수,총결제금액
1589,00001590,37202668,84457962,3,2020-04-13 02:54:52,2020-04-13 03:03:59,NULL,2020-04-13 02:57:01,4,"[8801097278035, 8809332392768]","[2, 5]",46000
1590,00001591,92398551,58832889,2,2018-06-15 09:23:56,2018-06-15 09:26:47,NULL,2018-06-15 09:26:47,5,"[8801056042196, 8801056001841, 8801056003364, 8801056201012, 8809409910154]","[5, 1, 2, 4, 3]",73000
1591,00001592,92398551,34792150,2,2018-09-11 16:36:42,2018-09-11 16:38:06,NULL,2018-09-11 16:38:06,5,"[8801382135418, 8801056018160, 8801056001841, 880105665874, 8805915531036]","[1, 3, 2, 4, 5]",81000
1592,00001593,92398551,21795031,4,2018-02-05 01:15:44,2018-02-05 01:19:10,2018-02-05 01:19:10,2018-02-05 01:17:37,3,"[8809106188092, 8809423870007]","[1, 3]",33000
1593,00001594,92398551,60170980,3,2018-03-04 09:18:52,2018-03-04 09:25:40,NULL,2018-03-04 09:20:51,1,"[8801056003364, 8801056003364, 8801382127574, 8801056154011, 8801056688011]","[4, 5, 1, 3, 2]",78000
1594,00001595,92398551,61657168,3,2018-09-09 04:29:38,2018-09-09 04:43:42,NULL,2018-09-09 04:31:51,3,"[8801097250079, 8801056154011, 8801056001841]","[2, 1, 5]",59000
1595,00001596,92398551,67418250,2,2019-09-14 07:35:14,2019-09-14 07:37:18,NULL,2019-09-14 07:37:18,5,[8801097278035],[1],18000
1596,00001597,92398551,56856462,2,2018-07-16 20:24:07,2018-07-16 20:26:51,NULL,2018-07-16 20:26:51,4,"[8801382132455, 8809423870007, 8809397830021, 8809173200123, 8801094503031]","[4, 5, 3, 1, 2]",136000
1597,00001598,92398551,34792150,4,2020-07-05 10:13:05,2020-07-05 10:18:45,2020-07-05 10:18:45,2020-07-05 10:15:40,3,[8801097250079],[4],28000
1598,00001599,92398551,96820813,4,2018-08-21 22:16:28,2018-08-21 22:22:27,2018-08-21 22:22:27,2018-08-21 22:18:30,2,[8809045670115],[3],24000
1599,00001600,92398551,66679999,4,2020-05-12 02:52:16,2020-05-12 02:58:05,2020-05-12 02:58:05,2020-05-12 02:55:08,4,"[8801382130820, 8801382130659, 8809106188092, 8801056007163, 8801056032388]","[1, 4, 2, 3, 5]",79000
1600,00001601,92398551,37194251,4,2019-06-16 12:38:52,2019-06-16 12:42:22,2019-06-16 12:42:22,2019-06-16 12:40:30,5,"[8801097250079, 8801382139072]","[3, 5]",53000
1601,00001602,92398551,64577473,4,2018-02-16 15:34:37,2018-02-16 15:39:24,2018-02-16 15:39:24,2018-02-16 15:36:06,1,"[8809023009593, 8801382135418, 8801097278035, 8801382134848]","[1, 5, 3, 4]",71000
1602,00001603,92398551,38968808,4,2020-04-06 12:50:21,2020-04-06 12:56:24,2020-04-06 12:56:24,2020-04-06 12:51:36,5,"[8801097278035, 8801382135418, 8801382130659, 8809110700051, 8801097250413]","[2, 1, 5, 3, 4]",74000
1603,00001604,92398551,37194251,2,2020-08-04 17:50:33,2020-08-04 17:53:23,NULL,2020-08-04 17:53:23,4,"[8801056001841, 8801097250079, 8801097278035]","[5, 3, 2]",52000
1604,00001605,92398551,66679999,2,2018-05-03 09:32:24,2018-05-03 09:35:05,NULL,2018-05-03 09:35:05,3,[8809106188092],[4],5000
1605,00001606,92398551,56140451,2,2018-04-12 13:02:33,2018-04-12 13:04:58,NULL,2018-04-12 13:04:58,5,"[8801382135418, 8809332392768]","[5, 3]",37000
1606,00001607,92398551,67418250,1,2020-04-13 01:36:58,2020-04-13 01:36:58,NULL,NULL,3,"[8801382132455, 8801056001841, 8801056018160, 8802774006927, 8801056154066]","[5, 1, 2, 3, 4]",110000
1607,00001608,92398551,7770833,3,2020-05-04 09:19:39,2020-05-04 09:32:12,NULL,2020-05-04 09:21:32,4,"[8801097250079, 8809332392768, 8801056003364, 8801056017583]","[1, 4, 2, 3]",101000
1608,00001609,92398551,44858354,1,2018-09-14 21:44:15,2018-09-14 21:44:15,NULL,NULL,5,"[8801056154011, 8809023009593, 8809423870007, 8801097231016, 8801382130802]","[3, 5, 4, 2, 1]",141000
1609,00001610,92398551,97713365,2,2019-09-10 13:46:33,2019-09-10 13:47:37,NULL,2019-09-10 13:47:37,3,"[8801382127574, 8809423870007, 8809106188092, 8801094503031, 8801746672443]","[5, 3, 4, 2, 1]",130000
1610,00001611,27616123,1435584,1,2018-08-06 19:37:09,2018-08-06 19:37:09,NULL,NULL,4,"[8801056154011, 8809423870007, 8809397830021]","[4, 3, 2]",86000
1611,00001612,27616123,97713365,3,2019-05-17 04:00:09,2019-05-17 04:15:50,NULL,2019-05-17 04:01:21,2,"[8801056003364, 8809023009593]","[3, 5]",49000
1612,00001613,27616123,92047329,1,2018-02-10 03:01:03,2018-02-10 03:01:03,NULL,NULL,4,"[8801097250079, 8801382127574, 8809023009593]","[3, 5, 4]",85000
1613,00001614,27616123,76430125,4,2018-07-20 12:48:46,2018-07-20 12:52:32,2018-07-20 12:52:32,2018-07-20 12:51:27,1,"[8801056154011, 8809397830021, 8801382135418, 8801037018646, 8802774000369]","[1, 3, 2, 4, 5]",104000
1614,00001615,27616123,98473237,3,2020-05-11 19:49:15,2020-05-11 20:07:33,NULL,2020-05-11 19:51:25,5,"[8801056001841, 8801056003364, 8801056042196, 8802673003300]","[3, 5, 1, 2]",91000
1615,00001616,27616123,92047329,3,2020-02-18 06:48:26,2020-02-18 07:01:58,NULL,2020-02-18 06:49:36,2,"[8801097250079, 8801056154011, 8801056042196, 8801382135418, 8809423620039]","[3, 5, 4, 2, 1]",140000
1616,00001617,27616123,99388073,2,2018-09-06 05:11:14,2018-09-06 05:13:19,NULL,2018-09-06 05:13:19,4,[8801382139072],[2],25000
1617,00001618,27616123,99388073,3,2019-05-18 08:20:02,2019-05-18 08:37:00,NULL,2019-05-18 08:22:04,1,"[8801382130820, 8801382130659]","[3, 4]",20000
1618,00001619,27616123,42985112,1,2018-05-08 02:25:51,2018-05-08 02:25:51,NULL,NULL,2,"[8801097250079, 8809423870007, 8801056003364, 8801104500067, 8806002010427]","[2, 4, 3, 5, 1]",83000
1619,00001620,27616123,14729155,2,2019-03-09 19:59:00,2019-03-09 20:01:23,NULL,2019-03-09 20:01:23,1,"[8809397830021, 8801056003364, 8801382127574, 8809082727520]","[1, 5, 2, 4]",76000
1620,00001621,27616123,46239733,4,2020-08-19 20:08:02,2020-08-19 20:12:07,2020-08-19 20:12:07,2020-08-19 20:09:25,1,"[8801382132455, 8801056042196, 8801056003364, 8801382130802]","[3, 5, 4, 1]",112000
1621,00001622,27616123,60170980,1,2019-02-11 03:37:45,2019-02-11 03:37:45,NULL,NULL,5,[8809397830021],[1],33000
1622,00001623,27616123,49416586,2,2019-06-16 08:22:51,2019-06-16 08:24:55,NULL,2019-06-16 08:24:55,4,"[8801382132455, 8809397830021]","[5, 2]",69000
1623,00001624,27616123,98473237,4,2018-01-16 07:33:52,2018-01-16 07:38:32,2018-01-16 07:38:32,2018-01-16 07:35:58,2,"[8801056042196, 8809106188092, 8801382127574, 8809382930200]","[2, 3, 1, 4]",74000
1624,00001625,27616123,7770833,3,2020-06-02 01:25:32,2020-06-02 01:31:54,NULL,2020-06-02 01:27:50,5,"[8801056042196, 8801382130820, 8809023009593, 8801056030649]","[2, 5, 3, 1]",118000
1625,00001626,27616123,46239733,1,2019-07-02 08:27:01,2019-07-02 08:27:01,NULL,NULL,5,"[8801382139072, 8801056042196, 8801382130820]","[1, 4, 2]",71000
1626,00001627,27616123,58832889,2,2019-01-15 23:27:53,2019-01-15 23:29:23,NULL,2019-01-15 23:29:23,3,"[8801056003364, 8809332392768, 8801097250079, 8809191574664, 8809173200345]","[5, 1, 4, 3, 2]",128000
1627,00001628,27616123,76430125,2,2020-01-21 06:44:27,2020-01-21 06:47:02,NULL,2020-01-21 06:47:02,4,"[8801097278035, 8809106188092, 8801382132455]","[2, 4, 3]",59000
1628,00001629,27616123,99208683,2,2018-01-15 20:40:55,2018-01-15 20:42:47,NULL,2018-01-15 20:42:47,3,"[8801056001841, 8801382130820]","[4, 2]",14000
1629,00001630,27616123,42985112,1,2019-03-15 16:01:22,2019-03-15 16:01:22,NULL,NULL,4,[8801056001841],[2],6000
1630,00001631,27616123,98473237,2,2020-01-02 13:09:00,2020-01-02 13:10:04,NULL,2020-01-02 13:10:04,4,"[8801382130820, 8801056042196, 8809023009593]","[1, 2, 3]",82000
1631,00001632,27616123,38968808,3,2020-06-20 20:25:16,2020-06-20 20:34:15,NULL,2020-06-20 20:28:04,5,"[8809023009593, 8801382135418, 8801056003364]","[5, 4, 2]",58000
1632,00001633,27616123,27206775,4,2020-01-05 14:31:06,2020-01-05 14:34:48,2020-01-05 14:34:48,2020-01-05 14:33:17,1,"[8801056003364, 8801097278035, 8801056042196]","[5, 3, 1]",69000
1633,00001634,14384601,34792150,4,2020-06-05 19:49:55,2020-06-05 19:53:53,2020-06-05 19:53:53,2020-06-05 19:51:51,1,"[8801382130820, 8801056154011, 8809423870007, 8809380760175]","[5, 1, 4, 3]",89000
1634,00001635,4230668,99388073,2,2018-04-21 03:52:21,2018-04-21 03:54:06,NULL,2018-04-21 03:54:06,3,"[8801056001841, 8809023009593, 8801382130820, 8809045670115, 8809023009593]","[5, 4, 1, 2, 3]",110000
1635,00001636,4230668,92047329,2,2020-05-21 17:22:23,2020-05-21 17:24:48,NULL,2020-05-21 17:24:48,2,"[8801382130820, 8801056018160, 8801056003364, 8801043650700]","[5, 1, 3, 4]",31000
1636,00001637,4230668,37194251,3,2020-06-16 11:15:35,2020-06-16 11:22:51,NULL,2020-06-16 11:18:18,4,"[8801056154011, 8801056042196]","[4, 2]",63000
1637,00001638,4230668,49416586,2,2019-09-13 05:52:18,2019-09-13 05:54:47,NULL,2019-09-13 05:54:47,4,[8801097278035],[4],18000
1638,00001639,4230668,98473237,2,2019-05-11 13:37:35,2019-05-11 13:39:06,NULL,2019-05-11 13:39:06,5,"[8801056001841, 8809423870007, 8801097250079, 8801382130659, 8809228150014]","[4, 1, 5, 3, 2]",96000
1639,00001640,4230668,9723056,4,2019-06-14 15:24:04,2019-06-14 15:30:14,2019-06-14 15:30:14,2019-06-14 15:25:49,4,"[8801056042196, 8809423870007, 8801056003364]","[3, 5, 2]",79000
1640,00001641,4230668,47033144,2,2019-06-01 09:45:59,2019-06-01 09:47:58,NULL,2019-06-01 09:47:58,5,"[8801056003364, 8801382130659, 8801056154011]","[2, 4, 1]",50000
1641,00001642,4230668,9723056,3,2020-05-13 19:52:19,2020-05-13 20:02:18,NULL,2020-05-13 19:53:53,2,"[8801382127574, 8801056154011, 8801056042196, 8801056924011]","[5, 3, 4, 1]",104000
1642,00001643,4230668,49416586,1,2018-04-11 12:42:30,2018-04-11 12:42:30,NULL,NULL,4,"[8801056001841, 8809423870007]","[1, 4]",34000
1643,00001644,4230668,38968808,1,2018-06-19 04:27:20,2018-06-19 04:27:20,NULL,NULL,1,[8801382130820],[5],8000
1644,00001645,34916164,28606144,2,2019-02-08 12:02:58,2019-02-08 12:05:45,NULL,2019-02-08 12:05:45,4,[8801382135418],[5],9000
1645,00001646,34916164,46239733,2,2020-01-08 21:42:53,2020-01-08 21:45:11,NULL,2020-01-08 21:45:11,1,"[8801382130820, 8801382135418, 8801382127574]","[5, 1, 2]",38000
1646,00001647,34916164,89034567,2,2018-01-04 08:16:13,2018-01-04 08:19:05,NULL,2018-01-04 08:19:05,2,"[8801097278035, 8809423870007]","[1, 4]",46000
1647,00001648,34916164,76430125,1,2020-08-01 03:56:54,2020-08-01 03:56:54,NULL,NULL,1,"[8801382135418, 8801382130820, 8801097278035, 8801094473006, 8809082723386]","[3, 1, 2, 4, 5]",89000
1648,00001649,34916164,46239733,2,2018-06-12 15:54:57,2018-06-12 15:56:24,NULL,2018-06-12 15:56:24,2,"[8801382130820, 8809023009593, 8801056003364, 8801056033057, 8801056064761]","[2, 3, 4, 1, 5]",115000
1649,00001650,34916164,21795031,2,2020-01-13 04:12:55,2020-01-13 04:15:34,NULL,2020-01-13 04:15:34,3,[8801097278035],[4],18000
1650,00001651,34916164,97713365,3,2018-03-13 15:44:24,2018-03-13 16:00:57,NULL,2018-03-13 15:45:45,3,"[8801056003364, 8801382135418, 8801056154011, 8806002000794]","[5, 3, 1, 4]",75000
1651,00001652,34916164,92047329,4,2019-02-16 09:32:56,2019-02-16 09:35:41,2019-02-16 09:35:41,2019-02-16 09:34:19,2,"[8801056003364, 8809397830021]","[2, 1]",46000
1652,00001653,34916164,42985112,3,2018-07-03 01:28:17,2018-07-03 01:44:28,NULL,2018-07-03 01:29:32,1,"[8801056018160, 8801382135418, 8809397830021]","[2, 4, 5]",46000
1653,00001654,34916164,34157209,2,2020-08-02 22:31:24,2020-08-02 22:33:19,NULL,2020-08-02 22:33:19,1,"[8801097278035, 8801056018160, 8809023009593, 8806002003931, 8809409910154]","[4, 5, 2, 3, 1]",82000
1654,00001655,34916164,28606144,2,2018-01-11 17:22:08,2018-01-11 17:23:56,NULL,2018-01-11 17:23:56,4,"[8809106188092, 8801056003364, 8801097278035]","[1, 5, 4]",36000
1655,00001656,34916164,56856462,4,2019-01-21 15:37:36,2019-01-21 15:44:09,2019-01-21 15:44:09,2019-01-21 15:40:12,1,[8801056018160],[1],4000
1656,00001657,34916164,49416586,4,2020-03-14 22:21:45,2020-03-14 22:27:03,2020-03-14 22:27:03,2020-03-14 22:23:39,2,"[8801382135418, 8801056001841, 8809023009593, 8806002003931, 8801056787127]","[5, 3, 2, 4, 1]",71000
1657,00001658,34916164,7770833,4,2020-07-05 07:17:57,2020-07-05 07:22:53,2020-07-05 07:22:53,2020-07-05 07:20:35,4,"[8801097250079, 8801056001841]","[5, 1]",34000
1658,00001659,82127538,37194251,3,2018-06-19 06:37:55,2018-06-19 06:55:32,NULL,2018-06-19 06:39:49,4,"[8809045670115, 8809332392768]","[1, 5]",52000
1659,00001660,82127538,56140451,2,2018-08-08 04:23:42,2018-08-08 04:25:54,NULL,2018-08-08 04:25:54,4,"[8809045670115, 8801056003364]","[1, 4]",37000
1660,00001661,82127538,84457962,2,2018-08-06 16:23:37,2018-08-06 16:25:23,NULL,2018-08-06 16:25:23,4,[8801056018160],[4],4000
1661,00001662,82127538,89034567,3,2018-05-07 12:32:22,2018-05-07 12:44:43,NULL,2018-05-07 12:33:35,5,"[8801382135418, 8809045670115, 8801056154011, 8809068661176]","[3, 2, 1, 4]",61000
1662,00001663,82127538,1477966,2,2018-04-01 10:49:09,2018-04-01 10:51:23,NULL,2018-04-01 10:51:23,1,"[8801056003364, 8801056154011, 8801056018160, 8801056005672, 8801094503000]","[1, 3, 4, 5, 2]",81000
1663,00001664,82127538,99699361,1,2020-03-07 14:26:56,2020-03-07 14:26:56,NULL,NULL,1,"[8801056018160, 8801382130659, 8801382127574]","[5, 1, 2]",37000
1664,00001665,82127538,66679999,3,2018-03-17 10:57:17,2018-03-17 11:07:07,NULL,2018-03-17 10:59:03,2,"[8809332392768, 8801382132455]","[1, 2]",64000
1665,00001666,82127538,99208683,4,2018-05-11 03:30:58,2018-05-11 03:35:09,2018-05-11 03:35:09,2018-05-11 03:32:56,1,"[8809397830021, 8809045670115]","[2, 4]",57000
1666,00001667,82127538,34157209,2,2020-06-21 18:15:57,2020-06-21 18:17:36,NULL,2020-06-21 18:17:36,4,"[8801056018160, 8801382130659]","[4, 2]",16000
1667,00001668,82127538,7770833,3,2019-04-06 09:21:41,2019-04-06 09:28:16,NULL,2019-04-06 09:23:35,1,"[8801056003364, 8801382130820]","[4, 1]",21000
1668,00001669,82127538,1435584,1,2019-05-05 04:23:42,2019-05-05 04:23:42,NULL,NULL,3,[8801056154011],[3],25000
1669,00001670,82127538,58832889,1,2020-01-08 20:34:29,2020-01-08 20:34:29,NULL,NULL,1,"[8809045670115, 8801056042196]","[2, 4]",62000
1670,00001671,35623789,98446589,2,2020-01-05 02:22:43,2020-01-05 02:24:13,NULL,2020-01-05 02:24:13,2,[8801382130659],[4],12000
1671,00001672,35623789,21795031,4,2019-05-21 05:50:38,2019-05-21 05:55:28,2019-05-21 05:55:28,2019-05-21 05:52:41,4,"[8809423870007, 8801056001841]","[3, 4]",34000
1672,00001673,35623789,44858354,3,2020-04-10 09:43:14,2020-04-10 09:51:58,NULL,2020-04-10 09:44:34,5,"[8801382135418, 8809332392768, 8801056003364, 8809125060232, 8802774003445]","[5, 3, 2, 4, 1]",65000
1673,00001674,35623789,84457962,2,2019-02-07 11:06:30,2019-02-07 11:07:50,NULL,2019-02-07 11:07:50,5,"[8801382135418, 8809397830021, 8809045670115, 8803284605532, 8809423620039]","[1, 5, 4, 3, 2]",116000
1674,00001675,35623789,33463785,4,2019-09-16 03:02:56,2019-09-16 03:08:13,2019-09-16 03:08:13,2019-09-16 03:04:54,1,"[8809023009593, 8801382135418]","[3, 1]",45000
1675,00001676,35623789,33463785,4,2020-07-07 05:55:40,2020-07-07 06:01:27,2020-07-07 06:01:27,2020-07-07 05:57:25,3,[8801056003364],[4],13000
1676,00001677,35623789,49416586,1,2019-04-09 18:36:11,2019-04-09 18:36:11,NULL,NULL,4,"[8801097278035, 8809397830021, 8801056154011]","[1, 4, 2]",76000
1677,00001678,35623789,78189817,4,2020-08-16 20:23:27,2020-08-16 20:26:43,2020-08-16 20:26:43,2020-08-16 20:25:26,5,"[8801382139072, 8809423870007]","[5, 1]",53000
1678,00001679,35623789,49416586,3,2018-06-21 11:22:32,2018-06-21 11:34:02,NULL,2018-06-21 11:24:31,4,"[8801097278035, 8801382132455, 8801056003364, 8802673003232]","[5, 4, 1, 2]",87000
1679,00001680,35623789,22176965,2,2020-07-16 17:36:28,2020-07-16 17:39:06,NULL,2020-07-16 17:39:06,1,[8801382132455],[2],36000
1680,00001681,35623789,58832889,3,2020-01-06 18:01:22,2020-01-06 18:08:06,NULL,2020-01-06 18:03:21,3,"[8809045670115, 8801382127574, 8801382132455, 8809382930255, 8806002000794]","[5, 2, 4, 3, 1]",112000
1681,00001682,35623789,57745285,1,2018-06-05 23:50:38,2018-06-05 23:50:38,NULL,NULL,1,"[8801056003364, 8801382130659, 8801382139072]","[2, 3, 4]",50000
1682,00001683,35623789,98446589,3,2020-07-10 03:53:32,2020-07-10 04:00:31,NULL,2020-07-10 03:56:19,2,"[8809423870007, 8801382130659, 8809106188092, 8806020311919]","[3, 5, 1, 2]",85000
1683,00001684,35623789,56856462,2,2020-05-10 06:28:35,2020-05-10 06:31:17,NULL,2020-05-10 06:31:17,3,"[8801097278035, 8809423870007, 8809023009593]","[5, 3, 2]",82000
1684,00001685,35623789,18377790,1,2020-07-14 17:47:31,2020-07-14 17:47:31,NULL,NULL,5,"[8809045670115, 8801056042196, 8801382139072, 8809125060225]","[4, 3, 1, 5]",106000
1685,00001686,35623789,57745285,2,2020-05-05 03:44:34,2020-05-05 03:47:22,NULL,2020-05-05 03:47:22,1,"[8809106188092, 8801056001841, 8809045670115]","[5, 2, 4]",35000
1686,00001687,35623789,1435584,1,2019-01-16 19:43:11,2019-01-16 19:43:11,NULL,NULL,5,"[8809332392768, 8801056003364, 8801382130820, 8809409910123]","[3, 4, 5, 2]",65000
1687,00001688,35623789,42985112,1,2020-06-16 23:20:49,2020-06-16 23:20:49,NULL,NULL,5,"[8809045670115, 8801097278035, 8801056042196]","[2, 1, 4]",80000
1688,00001689,35623789,92047329,2,2018-08-12 16:27:47,2018-08-12 16:30:25,NULL,2018-08-12 16:30:25,5,"[8801097278035, 8801382130659, 8809106188092, 8801382130826]","[1, 3, 5, 2]",41000
1689,00001690,35623789,56140451,1,2019-08-02 08:54:58,2019-08-02 08:54:58,NULL,NULL,5,"[8809332392768, 8801056154011]","[1, 5]",53000
1690,00001691,35623789,44858354,4,2019-06-09 04:12:24,2019-06-09 04:19:29,2019-06-09 04:19:29,2019-06-09 04:15:14,3,"[8801382132455, 8809423870007]","[2, 4]",64000
1691,00001692,35623789,36237228,4,2020-06-05 22:34:16,2020-06-05 22:38:56,2020-06-05 22:38:56,2020-06-05 22:36:53,2,[8801056001841],[2],6000
1692,00001693,35623789,84166398,1,2019-08-01 10:54:54,2019-08-01 10:54:54,NULL,NULL,4,"[8809397830021, 8801382132455, 8809045670115, 8801382139072, 8809057795523]","[2, 5, 3, 4, 1]",149000
1693,00001694,35623789,89034567,4,2018-02-18 14:35:09,2018-02-18 14:41:37,2018-02-18 14:41:37,2018-02-18 14:37:08,3,"[8801056001841, 8801097250079, 8801382135418, 8806002000794]","[4, 3, 5, 1]",71000
1694,00001695,27033263,97713365,2,2019-05-18 18:41:21,2019-05-18 18:43:51,NULL,2019-05-18 18:43:51,2,"[8801382130659, 8809045670115, 8809106188092, 8801382144823]","[1, 3, 4, 5]",71000
1695,00001696,27033263,99699361,1,2018-08-15 22:12:14,2018-08-15 22:12:14,NULL,NULL,4,[8801097278035],[1],18000
1696,00001697,62756956,64577473,4,2020-05-16 07:22:25,2020-05-16 07:29:43,2020-05-16 07:29:43,2020-05-16 07:25:20,2,"[8809397830021, 8801097250079, 8809423870007]","[1, 5, 2]",89000
1697,00001698,62756956,44858354,3,2019-01-19 11:45:58,2019-01-19 12:02:58,NULL,2019-01-19 11:48:51,5,"[8809023009593, 8801097278035, 8809332392768, 8809191574657]","[1, 3, 4, 2]",108000
1698,00001699,62756956,57745285,4,2018-08-02 06:09:17,2018-08-02 06:15:47,2018-08-02 06:15:47,2018-08-02 06:11:00,4,"[8809423870007, 8809106188092, 8801382139072, 8809228158898]","[1, 4, 2, 3]",85000
1699,00001700,56559705,27206775,2,2020-09-01 12:47:35,2020-09-01 12:49:38,NULL,2020-09-01 12:49:38,3,[8801382127574],[2],21000
1700,00001701,56559705,84457962,2,2020-04-21 15:15:40,2020-04-21 15:17:08,NULL,2020-04-21 15:17:08,5,[8801382130659],[5],12000
1701,00001702,56559705,42985112,2,2019-06-08 18:35:23,2019-06-08 18:36:45,NULL,2019-06-08 18:36:45,4,"[8801382135418, 8809045670115]","[3, 4]",33000
1702,00001703,56559705,38968808,1,2020-02-15 16:50:49,2020-02-15 16:50:49,NULL,NULL,4,"[8801056001841, 8801056042196, 8809397830021, 8801056038861, 8801056009731]","[1, 3, 5, 2, 4]",121000
1703,00001704,56559705,64577473,3,2018-02-03 22:21:22,2018-02-03 22:37:34,NULL,2018-02-03 22:23:41,3,"[8801382127574, 8809332392768, 8809045670115]","[5, 2, 4]",73000
1704,00001705,56559705,7770833,2,2019-07-01 22:24:44,2019-07-01 22:26:36,NULL,2019-07-01 22:26:36,2,"[8801382127574, 8809423870007, 8801056003364, 8801382131014, 8802673003362]","[5, 2, 4, 1, 3]",116000
1705,00001706,56559705,14372105,2,2018-02-18 04:34:46,2018-02-18 04:36:01,NULL,2018-02-18 04:36:01,1,"[8801056003364, 8801382139072, 8801056042196]","[4, 5, 3]",76000
1706,00001707,56559705,1477966,4,2019-09-12 02:28:15,2019-09-12 02:33:11,2019-09-12 02:33:11,2019-09-12 02:30:42,1,[8801056003364],[1],13000
1707,00001708,56559705,27206775,2,2020-02-05 13:51:54,2020-02-05 13:53:13,NULL,2020-02-05 13:53:13,1,"[8801056018160, 8801382130659, 8809023009593, 8801097618114]","[4, 5, 1, 3]",55000
1708,00001709,56559705,28606144,3,2018-06-08 12:44:23,2018-06-08 12:53:04,NULL,2018-06-08 12:45:44,2,"[8801056001841, 8801382127574, 8801056018160, 8801056055189, 8801094603007]","[3, 1, 4, 2, 5]",74000
1709,00001710,56559705,74883731,2,2020-01-02 07:42:23,2020-01-02 07:43:34,NULL,2020-01-02 07:43:34,5,"[8809023009593, 8809332392768, 8801056003364, 8809040935110, 8806002003900]","[5, 3, 4, 2, 1]",97000
1710,00001711,56559705,36237228,1,2020-05-12 11:29:14,2020-05-12 11:29:14,NULL,NULL,3,"[8801382127574, 8809332392768, 8809106188092]","[2, 1, 4]",54000
1711,00001712,9868241,34792150,1,2018-02-15 23:53:40,2018-02-15 23:53:40,NULL,NULL,4,"[8801056003364, 8809423870007, 8809106188092, 8801382128038, 8801097187016]","[4, 3, 5, 1, 2]",92000
1712,00001713,9868241,44858354,3,2020-05-18 10:05:56,2020-05-18 10:20:03,NULL,2020-05-18 10:08:53,3,"[8809423870007, 8801382139072]","[5, 3]",53000
1713,00001714,9868241,52970367,1,2020-08-06 06:47:12,2020-08-06 06:47:12,NULL,NULL,2,[8809106188092],[5],5000
1714,00001715,9868241,18377790,2,2018-06-05 21:31:43,2018-06-05 21:33:57,NULL,2018-06-05 21:33:57,2,"[8801056003364, 8801382135418]","[2, 5]",22000
1715,00001716,9868241,28606144,2,2019-07-18 14:02:33,2019-07-18 14:03:35,NULL,2019-07-18 14:03:35,5,"[8801382135418, 8801097250079, 8801056003364, 8806001085020]","[4, 2, 1, 5]",88000
1716,00001717,9868241,84457962,4,2018-09-05 11:30:45,2018-09-05 11:36:11,2018-09-05 11:36:11,2018-09-05 11:31:52,5,[8801056003364],[5],13000
1717,00001718,9868241,33463785,1,2018-09-09 03:58:12,2018-09-09 03:58:12,NULL,NULL,3,"[8801056018160, 8809423870007, 8809332392768, 8801097250383, 8801382130659]","[1, 4, 5, 3, 2]",81000
1718,00001719,9868241,84457962,4,2018-08-10 09:23:12,2018-08-10 09:29:13,2018-08-10 09:29:13,2018-08-10 09:26:06,2,"[8801382130659, 8801056001841, 8801056154011, 8801056013110]","[4, 1, 3, 2]",54000
1719,00001720,9868241,56856462,3,2018-06-11 20:36:38,2018-06-11 20:44:49,NULL,2018-06-11 20:38:47,5,[8801382130659],[5],12000
1720,00001721,9868241,89034567,1,2019-07-04 16:22:53,2019-07-04 16:22:53,NULL,NULL,1,"[8809397830021, 8809023009593, 8801056003364, 8801382128694]","[5, 3, 1, 2]",108000
1721,00001722,9868241,14372105,1,2020-01-05 16:48:23,2020-01-05 16:48:23,NULL,NULL,2,"[8801056042196, 8801097250079, 8809106188092, 8809380760175, 8801097250279]","[4, 3, 1, 2, 5]",131000
1722,00001723,9868241,42985112,3,2020-06-07 20:49:30,2020-06-07 21:09:35,NULL,2020-06-07 20:51:12,2,"[8801097278035, 8801056001841, 8801382130820, 8801382127284, 8801382137382]","[5, 1, 2, 3, 4]",80000
1723,00001724,9868241,65410918,4,2018-09-03 16:00:24,2018-09-03 16:04:05,2018-09-03 16:04:05,2018-09-03 16:01:29,5,[8801382127574],[3],21000
1724,00001725,9868241,61657168,4,2018-08-18 19:03:32,2018-08-18 19:11:09,2018-08-18 19:11:09,2018-08-18 19:06:24,3,"[8801382130820, 8801382132455, 8801056018160]","[3, 4, 1]",48000
1725,00001726,9868241,37194251,4,2020-02-11 06:00:33,2020-02-11 06:04:51,2020-02-11 06:04:51,2020-02-11 06:02:07,2,"[8801382127574, 8801382132455, 8801097278035]","[3, 4, 1]",75000
1726,00001727,9868241,60170980,4,2020-02-14 05:52:30,2020-02-14 05:56:03,2020-02-14 05:56:03,2020-02-14 05:53:33,5,"[8801382130659, 8801056154011, 8801382132455, 8809191574640, 8801037037852]","[5, 3, 1, 4, 2]",115000
1727,00001728,9868241,98473237,4,2019-04-11 16:13:50,2019-04-11 16:18:20,2019-04-11 16:18:20,2019-04-11 16:15:19,4,"[8801056003364, 8801097278035, 8801097250079, 8801382135418, 8801097250413]","[2, 5, 3, 4, 1]",71000
1728,00001729,9868241,34792150,3,2019-05-02 04:25:37,2019-05-02 04:29:32,NULL,2019-05-02 04:28:30,4,"[8801097278035, 8809332392768, 8801056018160, 8801097131019]","[3, 5, 4, 2]",56000
