,고객이름,방문매장,최근방문날짜,방문횟수
1444,67552637,76430125,2020-04-01,13
1445,67552637,56856462,2018-05-06,15
1446,67552637,49416586,2018-02-03,3
1447,67552637,99699361,2019-06-04,3
1448,67552637,78189817,2019-08-21,14
1449,67552637,1435584,2019-02-06,9
1450,61895627,99388073,2020-01-15,6
1451,61895627,54178025,2018-08-19,3
1452,61895627,89034567,2019-08-17,16
1453,61895627,52970367,2019-07-02,8
1454,61895627,1477966,2018-01-16,16
1455,61895627,56856462,2019-03-12,11
1456,61895627,99699361,2019-01-01,16
1457,61895627,99699361,2020-01-11,12
1458,61895627,44858354,2018-04-07,7
1459,61895627,66679999,2020-03-12,4
1460,95885165,66679999,2019-07-21,4
1461,95885165,59830938,2020-01-01,6
1462,95885165,84166398,2018-09-13,4
1463,95885165,59830938,2018-04-10,15
1464,83799624,1435584,2020-08-18,19
1465,83799624,49616996,2019-04-16,1
1466,83799624,42985112,2020-01-15,3
1467,83799624,44858354,2020-05-16,2
1468,83799624,65410918,2020-01-04,13
1469,83799624,7770833,2018-06-06,4
1470,83799624,52970367,2019-07-16,9
1471,83799624,9723056,2018-03-08,16
1472,83799624,34157209,2018-07-02,16
1473,83799624,64577473,2020-07-21,18
1474,83799624,56140451,2018-08-17,9
1475,83799624,96820813,2019-07-04,8
1476,58238583,37194251,2019-09-05,1
1477,58238583,22176965,2019-06-13,7
1478,58238583,61657168,2018-07-06,17
1479,58238583,92047329,2019-07-07,15
1480,58238583,74883731,2018-07-03,20
1481,58238583,56140451,2019-09-08,2
1482,58238583,44858354,2020-08-03,5
1483,58238583,66679999,2019-06-03,16
1484,58238583,58832889,2020-04-05,2
1485,58238583,57745285,2019-06-13,14
1486,58238583,49616996,2020-01-13,2
1487,58238583,76430125,2019-02-01,8
1488,32201068,9723056,2020-01-15,16
1489,32201068,38968808,2019-05-16,15
1490,32201068,36237228,2020-02-21,8
1491,32201068,57745285,2018-09-03,8
1492,32201068,65410918,2020-02-20,2
1493,32201068,14729155,2020-05-21,3
1494,32201068,57745285,2020-09-10,9
1495,32201068,14729155,2018-02-13,8
1496,32201068,74883731,2020-02-18,10
1497,32201068,89034567,2020-09-17,11
1498,32201068,65410918,2018-09-03,15
1499,68392719,61657168,2020-02-10,9
1500,68392719,65410918,2019-09-07,20
1501,68392719,1477966,2019-03-06,5
1502,68392719,99388073,2020-01-10,9
1503,68392719,58832889,2020-01-07,11
1504,68392719,99208683,2018-06-20,6
1505,68392719,7770833,2018-08-05,5
1506,68392719,84166398,2019-07-20,1
1507,68392719,84166398,2018-02-08,17
1508,68392719,14729155,2018-02-19,4
1509,68392719,61657168,2019-09-12,9
1510,68392719,57745285,2019-07-21,15
1511,68392719,99388073,2018-09-09,16
1512,68392719,64577473,2018-07-08,7
1513,68392719,37194251,2018-06-08,8
1514,80430711,46239733,2020-02-05,16
1515,80430711,22176965,2020-06-20,4
1516,80430711,49616996,2020-05-07,3
1517,80430711,7770833,2018-03-17,4
1518,80430711,34792150,2020-05-03,16
1519,80430711,44858354,2019-06-20,5
1520,80430711,98473237,2020-09-16,5
1521,80430711,38968808,2019-05-21,11
1522,80430711,84166398,2020-03-17,3
1523,80430711,84166398,2020-03-08,2
1524,64966047,99699361,2020-05-09,12
1525,64966047,47033144,2018-08-14,4
1526,64966047,64577473,2019-01-14,1
1527,19903599,97713365,2019-04-06,6
1528,19903599,44858354,2020-06-07,2
1529,19903599,76430125,2019-08-18,17
1530,19903599,36237228,2018-09-19,10
1531,19903599,27206775,2020-09-17,7
1532,19903599,33463785,2018-06-03,20
1533,19903599,14729155,2019-07-06,7
1534,19903599,92047329,2020-07-18,4
1535,19903599,60170980,2019-04-15,1
1536,19903599,84457962,2019-02-17,5
1537,70205774,84457962,2020-02-05,14
1538,70205774,66679999,2020-08-16,18
1539,70205774,54178025,2019-05-06,1
1540,70205774,99388073,2020-08-07,14
1541,70205774,21795031,2020-04-07,17
1542,70205774,98473237,2018-09-13,7
1543,70205774,27206775,2018-01-10,17
1544,70205774,74883731,2020-09-03,6
1545,70205774,84166398,2020-09-09,9
1546,8176561,36237228,2018-09-01,11
1547,8176561,60170980,2020-09-05,6
1548,8176561,84166398,2018-06-09,7
1549,8176561,96820813,2020-04-01,8
1550,8176561,22176965,2018-09-14,4
1551,8176561,56856462,2020-06-12,1
1552,8176561,47033144,2019-03-03,6
1553,31216570,1435584,2019-02-07,16
1554,31216570,9723056,2018-02-01,6
1555,31216570,59830938,2018-04-07,17
1556,31216570,78189817,2020-09-03,4
1557,31216570,64577473,2020-09-21,17
1558,31216570,1477966,2020-09-14,4
1559,62225622,33463785,2019-04-20,13
1560,62225622,38968808,2019-05-06,18
1561,62225622,18377790,2018-07-12,6
1562,16716475,78189817,2018-03-06,7
1563,16716475,56856462,2018-01-19,6
1564,16716475,18377790,2020-09-08,16
1565,16716475,84166398,2019-05-12,17
1566,16716475,42985112,2019-06-03,2
1567,16716475,57745285,2019-05-21,12
1568,16716475,97713365,2018-07-15,7
1569,16716475,56140451,2018-02-16,10
1570,16716475,33463785,2019-07-11,8
1571,16716475,54178025,2020-08-21,3
1572,16716475,74883731,2020-05-20,17
1573,16716475,56140451,2019-03-06,18
1574,16716475,14372105,2019-05-15,13
1575,82296460,84457962,2019-07-12,18
1576,82296460,99388073,2020-04-19,16
1577,82296460,9723056,2018-08-14,8
1578,82296460,57745285,2018-04-13,1
1579,82296460,38968808,2020-06-01,8
1580,82296460,65410918,2020-05-03,10
1581,82296460,97713365,2018-02-04,6
1582,82296460,22176965,2018-02-07,1
1583,82296460,44858354,2018-05-13,1
1584,82296460,57745285,2018-07-21,5
1585,82296460,96820813,2018-09-09,7
1586,82296460,33463785,2020-09-10,16
1587,82296460,97713365,2018-06-11,4
1588,82296460,56856462,2020-06-15,2
1589,82296460,74883731,2020-05-15,9
1590,88220599,18377790,2019-01-12,5
1591,88220599,37194251,2019-06-15,4
1592,88220599,54178025,2018-07-06,18
1593,88220599,1435584,2018-03-16,19
1594,88220599,54178025,2019-02-07,1
1595,88220599,22176965,2019-07-15,15
1596,88220599,97713365,2018-07-05,1
1597,88220599,49416586,2018-03-13,9
1598,88220599,47033144,2019-05-20,12
1599,88220599,37194251,2019-03-08,19
1600,88220599,98473237,2019-06-18,10
1601,32701619,92047329,2020-09-10,14
1602,32701619,38968808,2020-07-09,12
1603,32701619,66679999,2018-09-15,1
1604,32701619,22176965,2019-05-07,11
1605,32701619,84166398,2018-01-17,7
1606,32701619,74883731,2020-01-14,18
1607,32701619,61657168,2019-06-10,12
1608,32701619,58832889,2020-04-05,1
1609,32701619,67418250,2020-07-01,14
1610,32701619,47033144,2019-02-02,16
1611,32701619,56856462,2018-01-11,10
1612,32701619,98446589,2018-03-20,6
1613,32701619,60170980,2018-03-11,1
1614,57880435,34792150,2019-04-18,7
1615,57880435,18377790,2020-03-19,19
1616,58906757,18377790,2019-05-17,14
1617,58906757,84457962,2020-03-13,6
1618,58906757,14729155,2020-05-02,2
1619,58906757,49416586,2020-01-14,3
1620,58906757,84457962,2018-09-02,12
1621,81330793,58832889,2019-09-10,6
1622,81330793,58832889,2018-06-21,7
1623,81330793,34157209,2019-03-03,17
1624,81330793,21795031,2018-08-09,15
1625,29996724,65410918,2020-03-07,12
1626,29996724,33463785,2020-08-10,13
1627,29996724,34792150,2018-09-08,13
1628,29996724,76430125,2018-04-09,7
1629,29996724,44858354,2020-07-20,8
1630,29996724,18377790,2020-01-18,5
1631,29996724,78189817,2020-03-14,11
1632,29996724,46239733,2018-01-21,12
1633,29996724,22176965,2020-03-19,8
1634,29996724,14729155,2019-08-06,20
1635,29996724,49616996,2019-01-01,17
1636,29996724,59830938,2018-02-18,14
1637,29996724,18377790,2018-05-08,1
1638,29996724,14729155,2018-02-11,20
1639,29996724,42985112,2020-03-08,12
1640,42876932,37194251,2018-06-01,7
1641,42876932,52970367,2019-09-18,13
1642,42876932,76430125,2018-04-14,13
1643,42876932,46239733,2019-09-06,5
1644,42876932,98446589,2020-05-03,6
1645,33265199,96820813,2018-08-11,7
1646,33265199,14729155,2019-01-01,1
1647,33265199,99699361,2019-07-12,12
1648,33265199,59830938,2019-05-15,11
1649,33265199,44858354,2018-07-04,8
1650,33265199,74883731,2020-03-19,14
1651,33265199,97713365,2018-07-13,8
1652,19888669,42985112,2019-03-13,10
1653,19888669,99388073,2019-01-12,13
1654,19888669,34157209,2020-02-03,11
1655,19888669,14729155,2019-04-12,8
1656,19888669,52970367,2020-08-09,10
1657,19888669,1477966,2020-01-07,2
1658,19888669,34157209,2020-07-18,18
1659,19888669,49416586,2020-06-16,14
1660,19888669,58832889,2020-01-09,11
1661,19888669,99208683,2020-01-12,9
1662,19888669,1435584,2018-02-04,11
1663,41584867,42985112,2018-06-12,6
1664,41584867,42985112,2020-09-03,17
1665,41584867,21795031,2019-06-14,18
1666,41584867,47033144,2019-01-17,2
1667,41584867,99208683,2020-07-21,1
1668,41584867,74883731,2018-05-20,9
1669,43893166,34157209,2018-06-08,4
1670,43893166,34792150,2020-01-04,12
1671,43893166,33463785,2019-05-16,11
1672,24095711,22176965,2018-09-07,4
1673,24095711,84166398,2020-06-13,20
1674,24095711,28606144,2018-04-16,2
1675,24095711,1435584,2019-02-15,1
1676,24095711,38968808,2020-06-12,6
1677,24095711,65410918,2018-04-07,12
1678,24095711,64577473,2018-02-10,2
1679,24095711,99388073,2019-09-02,15
1680,24095711,1477966,2019-03-08,19
1681,24095711,74883731,2018-08-07,18
1682,35840822,21795031,2019-09-19,2
1683,35840822,49616996,2018-04-13,13
1684,35840822,61657168,2018-09-09,16
1685,35840822,89034567,2018-02-02,8
1686,35840822,42985112,2020-06-04,16
1687,35840822,27206775,2019-09-21,16
1688,35840822,34792150,2018-01-20,16
1689,35840822,37194251,2018-09-10,7
1690,35840822,65410918,2018-01-15,8
1691,35840822,34157209,2018-04-11,8
1692,35840822,98446589,2019-01-21,10
1693,35840822,97713365,2019-08-10,9
1694,35840822,14729155,2020-01-07,11
1695,35840822,92047329,2020-08-13,20
1696,66239388,14372105,2018-01-06,1
1697,66239388,92047329,2020-08-18,3
1698,66239388,98446589,2018-04-14,5
1699,66239388,60170980,2020-08-16,2
1700,66239388,44858354,2020-02-09,18
1701,66239388,1435584,2019-06-19,20
1702,18159065,61657168,2020-07-11,1
1703,18159065,27206775,2019-08-19,11
1704,18159065,18377790,2018-03-14,20
1705,18159065,74883731,2020-05-19,20
1706,18159065,28606144,2020-03-07,2
1707,18159065,36237228,2019-08-03,11
1708,18159065,57745285,2018-07-03,18
1709,18159065,1435584,2018-07-08,7
1710,18159065,99208683,2020-07-13,12
1711,18159065,22176965,2019-03-05,16
1712,18159065,97713365,2018-04-17,15
1713,18159065,64577473,2019-05-18,20
1714,18159065,74883731,2019-08-15,14
1715,18159065,89034567,2019-07-09,6
1716,33292826,97713365,2018-03-19,12
1717,33292826,33463785,2018-05-06,10
1718,86706705,36237228,2018-07-19,19
1719,86706705,7770833,2019-05-17,20
1720,86706705,1477966,2018-05-03,4
1721,86706705,59830938,2019-09-08,13
1722,93013953,60170980,2019-09-21,6
1723,93013953,57745285,2018-06-07,17
1724,93013953,18377790,2018-05-08,13
1725,93013953,14372105,2019-09-20,3
1726,90127631,57745285,2020-04-16,7
1727,90127631,22176965,2019-03-03,6
1728,90127631,38968808,2018-08-10,4
1729,90127631,42985112,2018-08-10,3
1730,90127631,27206775,2018-07-16,4
1731,90127631,61657168,2019-04-13,2
1732,90127631,59830938,2019-09-06,16
1733,90127631,64577473,2018-09-02,19
1734,90127631,36237228,2018-05-13,16
1735,90127631,98446589,2020-08-06,4
1736,85089680,99699361,2018-04-15,3
1737,85089680,60170980,2018-04-03,19
1738,85089680,54178025,2018-09-10,15
1739,85089680,54178025,2020-07-16,2
1740,85089680,18377790,2018-07-10,3
1741,85089680,54178025,2018-02-03,16
1742,85089680,98473237,2019-08-03,18
1743,85089680,99208683,2020-08-18,7
1744,85089680,74883731,2019-02-01,2
1745,85089680,64577473,2020-02-15,3
1746,85089680,84166398,2018-02-18,20
1747,85089680,59830938,2019-09-11,8
1748,89564811,22176965,2020-04-07,6
1749,89564811,84166398,2018-06-16,10
1750,89564811,60170980,2019-05-16,16
1751,89564811,18377790,2019-03-03,16
1752,89564811,96820813,2020-04-19,2
1753,89564811,66679999,2020-09-11,5
1754,89564811,21795031,2019-09-11,14
1755,89564811,1477966,2018-07-03,9
1756,89564811,49416586,2020-05-17,12
1757,89564811,61657168,2020-05-21,1
1758,89564811,33463785,2020-09-07,13
1759,89564811,47033144,2019-03-17,12
1760,89564811,1477966,2020-08-14,8
1761,89564811,65410918,2019-04-14,8
1762,57097506,54178025,2018-03-03,19
1763,57097506,99208683,2020-06-15,12
1764,57097506,7770833,2020-06-02,8
1765,57097506,56856462,2019-04-20,11
1766,57097506,36237228,2018-04-02,8
1767,57097506,78189817,2019-02-16,4
1768,57097506,1435584,2018-08-09,17
1769,57097506,38968808,2019-01-14,1
1770,11631265,49416586,2020-06-09,6
1771,11631265,1435584,2019-02-17,8
1772,11631265,67418250,2019-06-04,15
1773,11631265,99208683,2018-05-13,14
1774,11631265,76430125,2019-05-15,6
1775,11631265,64577473,2020-03-18,7
1776,11631265,56140451,2020-01-13,4
1777,11631265,84457962,2020-08-07,10
1778,11631265,1435584,2020-07-09,2
1779,11631265,99388073,2018-04-05,1
1780,11631265,44858354,2018-07-16,13
1781,11631265,27206775,2020-09-21,15
1782,11631265,99388073,2020-06-09,10
1783,99482869,42985112,2019-08-15,17
1784,99482869,56140451,2020-02-13,13
1785,99482869,99208683,2018-07-05,16
1786,99482869,56856462,2019-02-15,16
1787,99482869,60170980,2018-06-19,8
1788,99482869,97713365,2020-01-18,11
1789,99482869,84457962,2019-09-13,4
1790,99482869,34157209,2018-02-14,18
1791,19671488,33463785,2020-03-12,20
1792,19671488,64577473,2020-08-17,8
1793,19671488,37194251,2019-03-05,19
1794,19671488,65410918,2019-02-18,8
1795,32505194,47033144,2019-01-01,17
1796,32505194,99388073,2020-01-18,5
1797,32505194,89034567,2018-05-03,1
1798,32505194,84166398,2018-03-01,13
1799,32505194,14729155,2019-08-18,5
1800,32505194,99208683,2020-03-17,6
1801,32505194,34792150,2018-03-21,1
1802,32505194,58832889,2018-07-20,2
1803,32505194,1477966,2019-06-07,1
1804,32505194,28606144,2018-03-15,14
1805,32505194,18377790,2020-04-14,12
1806,32505194,84457962,2020-01-02,1
1807,32505194,18377790,2018-07-03,17
1808,32505194,49616996,2020-04-10,16
1809,32505194,99208683,2019-07-19,19
1810,85891653,1477966,2019-09-04,4
1811,85891653,49416586,2019-09-09,15
1812,85891653,47033144,2020-06-16,2
1813,85891653,99388073,2019-07-08,18
1814,85891653,84166398,2019-04-07,7
1815,74997892,99388073,2020-05-04,2
1816,74997892,49416586,2019-05-17,12
1817,74997892,84457962,2020-02-21,2
1818,74997892,97713365,2018-01-01,17
1819,74997892,49616996,2020-03-21,16
1820,74997892,14729155,2019-06-16,18
1821,74997892,37194251,2020-03-09,2
1822,74997892,18377790,2020-07-09,16
1823,74997892,99699361,2019-09-03,19
1824,74997892,27206775,2019-09-21,15
1825,74997892,34157209,2020-09-08,17
1826,70998528,27206775,2018-08-11,20
1827,70998528,38968808,2020-03-03,4
1828,70998528,89034567,2018-04-07,2
1829,70998528,42985112,2018-06-05,4
1830,70998528,66679999,2018-01-12,14
1831,69133758,37194251,2020-01-21,1
1832,69133758,44858354,2018-04-02,20
1833,69133758,1435584,2020-09-07,15
1834,69133758,84457962,2019-09-01,9
1835,69133758,67418250,2020-02-17,6
1836,69133758,42985112,2018-01-09,7
1837,69133758,34792150,2018-02-04,20
1838,69133758,1477966,2020-09-09,17
1839,69133758,54178025,2019-06-13,9
1840,69133758,76430125,2018-05-08,9
1841,69133758,57745285,2019-08-15,8
1842,69133758,28606144,2020-04-19,18
1843,69133758,99699361,2018-01-07,17
1844,69133758,60170980,2018-02-16,11
1845,21324932,9723056,2018-03-20,3
1846,21324932,38968808,2019-08-06,15
1847,21324932,37194251,2020-05-20,6
1848,21324932,14729155,2018-01-14,11
1849,21324932,76430125,2019-02-09,5
1850,21324932,42985112,2018-09-01,8
1851,21324932,59830938,2018-08-19,17
1852,21324932,66679999,2019-09-05,12
1853,21324932,49416586,2019-04-17,18
1854,21324932,14729155,2018-09-11,6
1855,21324932,21795031,2020-02-09,19
1856,21324932,64577473,2018-05-20,11
1857,21324932,89034567,2018-09-16,20
1858,21324932,21795031,2020-07-17,14
1859,21324932,38968808,2019-05-13,11
1860,55680990,56856462,2018-07-13,8
1861,55680990,99699361,2019-04-08,13
1862,55680990,78189817,2019-03-02,3
1863,55680990,74883731,2020-01-02,6
1864,55680990,58832889,2019-06-01,10
1865,55680990,18377790,2020-08-02,14
1866,55680990,44858354,2020-03-20,14
1867,55680990,58832889,2018-06-15,8
1868,55680990,56856462,2020-01-06,5
1869,96276487,14729155,2019-08-03,5
1870,96276487,89034567,2018-03-10,5
1871,96276487,60170980,2018-07-19,16
1872,96276487,18377790,2019-02-19,3
1873,96276487,98473237,2019-08-19,15
1874,96276487,64577473,2020-03-20,5
1875,96276487,59830938,2019-05-04,12
1876,67310263,18377790,2018-03-16,19
1877,67310263,54178025,2018-08-16,18
1878,67310263,7770833,2018-08-14,2
1879,67310263,74883731,2020-05-16,9
1880,67310263,97713365,2018-06-03,10
1881,67310263,99388073,2019-08-10,11
1882,67310263,9723056,2020-09-21,11
1883,67310263,14729155,2020-05-05,9
1884,67310263,49616996,2019-09-20,7
1885,67310263,18377790,2020-02-15,16
1886,67310263,46239733,2018-08-01,4
1887,73584306,99699361,2020-01-07,9
1888,73584306,34157209,2019-02-01,15
1889,73584306,99388073,2019-05-18,10
1890,73584306,18377790,2018-07-06,5
1891,73584306,92047329,2020-09-16,9
1892,73584306,52970367,2019-03-05,4
1893,73584306,57745285,2019-03-16,16
1894,73584306,89034567,2019-09-15,19
1895,73584306,34157209,2018-02-07,3
1896,73584306,99208683,2019-02-08,1
1897,73584306,18377790,2019-05-11,2
1898,73584306,22176965,2019-01-02,5
1899,73584306,84457962,2019-01-14,16
1900,73584306,84166398,2019-07-08,16
1901,17152064,99208683,2020-02-19,6
1902,17152064,84166398,2018-05-09,3
1903,17152064,34792150,2018-09-02,9
1904,17152064,56140451,2019-02-18,4
1905,17152064,98446589,2019-04-01,9
1906,17152064,74883731,2018-08-14,1
1907,17152064,78189817,2020-01-08,19
1908,17152064,58832889,2019-06-18,4
1909,17152064,47033144,2020-01-14,18
1910,17152064,7770833,2019-05-08,14
1911,93102459,99699361,2020-03-01,15
1912,93102459,1477966,2019-07-09,4
1913,93102459,97713365,2020-09-17,11
1914,93102459,1435584,2018-08-11,13
1915,93102459,14372105,2020-04-13,5
1916,93102459,1435584,2018-09-05,3
1917,76525219,1435584,2020-04-09,3
1918,76525219,59830938,2020-02-21,19
1919,76525219,64577473,2020-03-05,14
1920,76525219,98446589,2020-07-13,6
1921,76525219,37194251,2018-09-08,5
1922,76525219,60170980,2020-02-03,17
1923,76525219,38968808,2019-09-01,2
1924,76525219,89034567,2018-05-06,6
1925,76525219,49416586,2019-03-12,8
1926,76525219,64577473,2018-08-07,1
1927,76525219,74883731,2019-01-17,5
1928,11127690,54178025,2019-03-08,16
1929,11127690,65410918,2020-08-07,16
1930,11127690,34792150,2018-01-17,11
1931,11127690,65410918,2018-08-07,4
1932,11127690,61657168,2020-09-10,11
1933,11127690,49616996,2018-08-05,2
1934,11127690,34792150,2020-04-16,18
1935,11127690,46239733,2019-03-16,8
1936,11127690,1477966,2020-05-02,6
1937,11127690,58832889,2020-02-06,12
1938,11127690,59830938,2020-07-08,2
1939,11127690,27206775,2019-02-07,16
1940,11127690,9723056,2018-09-01,19
1941,11127690,99699361,2018-07-03,2
1942,11127690,56856462,2018-04-09,19
1943,56370088,56856462,2019-07-12,14
1944,56370088,98446589,2019-03-14,16
1945,56370088,84457962,2018-05-08,9
1946,56370088,1477966,2020-04-08,2
1947,56370088,9723056,2018-01-02,4
1948,56370088,56140451,2018-03-10,11
1949,56370088,99699361,2019-02-12,2
1950,56370088,1477966,2020-04-08,9
1951,56370088,44858354,2018-01-09,16
1952,56370088,18377790,2018-03-09,11
1953,56370088,22176965,2018-05-08,12
1954,56370088,9723056,2020-05-11,3
1955,56370088,34792150,2018-07-20,4
1956,42299821,42985112,2018-01-21,2
1957,42299821,56140451,2020-02-01,1
1958,9075595,52970367,2020-08-18,17
1959,9075595,60170980,2019-06-01,5
1960,9075595,57745285,2020-09-11,17
1961,9075595,14729155,2019-08-11,19
1962,9075595,52970367,2019-02-13,18
1963,9075595,47033144,2020-03-01,8
1964,9075595,37194251,2020-01-06,2
1965,9075595,66679999,2019-06-03,13
1966,9075595,38968808,2019-07-09,6
1967,9075595,84166398,2018-03-20,16
1968,9075595,56856462,2018-05-21,13
1969,70862664,56140451,2018-05-04,2
1970,70862664,97713365,2018-07-05,11
1971,70862664,89034567,2018-08-16,8
1972,70862664,33463785,2020-06-15,15
1973,70862664,47033144,2019-06-09,3
1974,13529235,22176965,2018-01-08,11
1975,13529235,64577473,2020-07-10,4
1976,13529235,49416586,2020-07-06,11
1977,13529235,84166398,2020-02-04,3
1978,13529235,21795031,2020-02-21,18
1979,13529235,99208683,2020-09-14,4
1980,13529235,57745285,2020-06-01,8
1981,13529235,56140451,2019-04-14,19
1982,13529235,27206775,2019-03-18,9
1983,13123285,84457962,2020-07-17,16
1984,13123285,64577473,2018-03-06,18
1985,13123285,52970367,2019-04-05,15
1986,13123285,22176965,2020-09-10,10
1987,13123285,27206775,2018-01-08,10
1988,13123285,47033144,2019-07-04,1
1989,13123285,98446589,2018-05-02,12
1990,13123285,9723056,2018-06-01,16
1991,13123285,66679999,2020-04-03,4
1992,13123285,78189817,2019-01-09,5
1993,13123285,58832889,2018-08-09,18
1994,69325115,92047329,2020-08-02,17
1995,69325115,34792150,2019-09-04,14
1996,69325115,54178025,2019-08-20,15
1997,69325115,27206775,2019-05-12,9
1998,69325115,54178025,2020-03-19,1
1999,69325115,33463785,2020-07-08,6
2000,69325115,61657168,2019-07-09,14
2001,69325115,60170980,2019-01-01,12
2002,69325115,67418250,2019-06-19,17
2003,69325115,37194251,2018-09-16,2
2004,69325115,67418250,2018-02-12,15
2005,46992980,56856462,2019-06-15,5
2006,46992980,34157209,2020-05-19,16
2007,46992980,34792150,2019-06-19,12
2008,46992980,59830938,2018-02-19,20
2009,46992980,44858354,2019-06-15,11
2010,46992980,64577473,2018-09-15,16
2011,46992980,36237228,2019-09-19,8
2012,46992980,99699361,2018-07-13,6
2013,46992980,97713365,2020-04-09,20
2014,46992980,36237228,2018-01-11,2
2015,46992980,78189817,2020-02-10,3
2016,46992980,59830938,2020-02-16,17
2017,46992980,84457962,2019-05-05,6
2018,46992980,42985112,2019-04-04,18
2019,31490172,64577473,2018-06-09,10
2020,31490172,9723056,2018-03-21,14
2021,31490172,84457962,2019-09-06,20
2022,31490172,89034567,2020-01-12,15
2023,31490172,66679999,2018-04-11,8
2024,31490172,89034567,2020-03-10,13
2025,31490172,99208683,2018-02-16,16
2026,72456090,57745285,2018-01-20,17
2027,72456090,64577473,2019-06-10,3
2028,72456090,34792150,2018-02-03,6
2029,72456090,42985112,2019-08-06,3
2030,72456090,67418250,2018-06-13,8
2031,72456090,57745285,2018-09-02,1
2032,72456090,67418250,2018-02-14,17
2033,72456090,44858354,2019-04-12,15
2034,72456090,34157209,2019-04-09,9
2035,72456090,59830938,2020-08-17,10
2036,72456090,42985112,2019-08-03,6
2037,72456090,59830938,2020-02-04,17
2038,72456090,99208683,2019-08-19,3
2039,72456090,67418250,2020-03-14,20
2040,75933296,92047329,2018-09-12,15
2041,75933296,54178025,2018-07-15,4
2042,75933296,61657168,2020-06-06,10
2043,75933296,60170980,2019-05-07,14
2044,75933296,84457962,2018-09-04,20
2045,75933296,74883731,2018-09-11,8
2046,75933296,38968808,2020-05-20,17
2047,71757424,33463785,2019-04-04,1
2048,71757424,98473237,2020-04-17,16
2049,71757424,33463785,2019-01-14,20
2050,71757424,67418250,2020-04-05,2
2051,71757424,9723056,2020-04-02,11
2052,71757424,61657168,2019-04-17,4
2053,71757424,14729155,2020-08-07,16
2054,71757424,18377790,2018-03-08,20
2055,71757424,7770833,2019-04-05,6
2056,27243997,66679999,2020-05-03,16
2057,27243997,28606144,2020-05-05,20
2058,27243997,46239733,2019-05-15,8
2059,27243997,18377790,2019-06-06,3
2060,27243997,22176965,2018-07-21,15
2061,27243997,1435584,2020-05-14,7
2062,27243997,38968808,2018-04-01,11
2063,27243997,64577473,2018-05-01,1
2064,27243997,22176965,2018-07-18,19
2065,27243997,28606144,2019-05-10,19
2066,27243997,66679999,2018-01-10,6
2067,27243997,49616996,2018-09-19,10
2068,16266664,7770833,2018-07-09,17
2069,16266664,18377790,2020-08-18,2
2070,99239619,78189817,2018-04-12,3
2071,99239619,89034567,2020-09-08,5
2072,99239619,60170980,2020-07-19,5
2073,99239619,44858354,2020-03-18,6
2074,99239619,74883731,2018-04-03,10
2075,99239619,37194251,2020-02-15,12
2076,99239619,42985112,2018-09-09,9
2077,99239619,84457962,2019-07-02,8
2078,99239619,92047329,2019-09-20,12
2079,99239619,42985112,2018-03-05,14
2080,31872261,56856462,2018-02-12,20
2081,31872261,92047329,2018-01-05,7
2082,31872261,58832889,2018-07-15,7
2083,31872261,92047329,2019-04-15,7
2084,61956888,57745285,2018-05-10,15
2085,61956888,78189817,2019-08-12,17
2086,61956888,1477966,2018-08-01,3
2087,61956888,84457962,2020-08-18,13
2088,61956888,44858354,2018-06-03,1
2089,61956888,34792150,2018-04-01,7
2090,61956888,47033144,2020-03-03,20
2091,61956888,1435584,2020-02-20,11
2092,61956888,99699361,2020-02-19,12
2093,61956888,61657168,2020-09-01,20
2094,20618574,9723056,2018-02-12,7
2095,20618574,67418250,2018-05-11,3
2096,20618574,52970367,2019-09-20,8
2097,20618574,58832889,2019-06-04,16
2098,20618574,14372105,2019-04-07,8
2099,84885933,21795031,2020-05-21,10
2100,84885933,57745285,2018-07-08,17
2101,84885933,9723056,2019-02-05,1
2102,84885933,14729155,2018-07-17,8
2103,31202946,61657168,2020-07-16,16
2104,31202946,49616996,2018-04-06,4
2105,31202946,96820813,2018-02-17,15
2106,31202946,97713365,2020-08-20,20
2107,31202946,84166398,2020-07-07,20
2108,31202946,56140451,2018-01-11,20
2109,31202946,1435584,2018-08-11,7
2110,31202946,99208683,2019-03-20,8
2111,31202946,66679999,2019-05-08,8
2112,31202946,57745285,2018-01-20,10
2113,31202946,47033144,2020-08-18,19
2114,31202946,84166398,2020-04-13,5
2115,31202946,33463785,2019-03-19,19
2116,31202946,1477966,2018-03-20,11
2117,2923188,59830938,2018-08-14,16
2118,2923188,78189817,2020-07-18,16
2119,2923188,66679999,2018-07-21,5
2120,2923188,52970367,2018-07-15,17
2121,2923188,28606144,2019-01-02,15
2122,2923188,47033144,2019-04-11,9
2123,2923188,14372105,2020-05-13,12
2124,2923188,42985112,2019-09-15,12
2125,2923188,34157209,2018-08-20,20
2126,2923188,59830938,2019-09-16,18
2127,2923188,46239733,2019-08-04,3
2128,13031500,14372105,2018-05-04,3
2129,13031500,49416586,2018-08-18,17
2130,13031500,33463785,2020-01-20,9
2131,13031500,28606144,2018-04-15,5
2132,13031500,27206775,2020-05-14,10
2133,13031500,66679999,2020-01-17,15
2134,13031500,65410918,2018-02-06,7
2135,13031500,34792150,2019-02-02,5
2136,13031500,9723056,2019-05-10,19
2137,8460933,60170980,2020-05-21,7
2138,8460933,56856462,2020-07-11,7
2139,8460933,49616996,2020-04-03,15
2140,8460933,67418250,2019-09-19,8
2141,8460933,47033144,2018-03-19,5
