,고객이름,구매물건,구매갯수,최근방문날짜
6684,20591127,8802774000987,18,2020-05-10
6685,20591127,8809382930255,17,2020-09-08
6686,20591127,8801097250369,10,2020-09-15
6687,20591127,8801043650199,8,2018-09-16
6688,99172688,8809082727513,15,2018-02-12
6689,21758054,8801094563004,1,2019-07-13
6690,21758054,8809173200147,2,2018-09-08
6691,21758054,8804074100350,3,2018-08-13
6692,21758054,8803284607659,19,2020-09-12
6693,21758054,8806003011522,4,2020-01-12
6694,21758054,8806001083767,18,2019-06-14
6695,21758054,8802673003256,1,2018-03-16
6696,21758054,8809173200345,12,2019-02-01
6697,23515653,8809191574688,9,2018-07-20
6698,23515653,8801056038649,20,2018-01-11
6699,33018238,8807920310347,10,2020-07-05
6700,33018238,8801056201012,14,2020-08-19
6701,33018238,8809191574640,15,2018-07-16
6702,33018238,8801056005719,7,2018-03-09
6703,33018238,8802673003355,8,2019-01-04
6704,33018238,8809382930224,19,2019-01-04
6705,33018238,8806003011522,9,2018-06-21
6706,33018238,8809323750065,1,2020-09-20
6707,62015374,8809125060850,15,2018-07-14
6708,62015374,8801056001285,8,2020-05-17
6709,62015374,8809057795523,17,2018-01-20
6710,62015374,8809068661008,11,2019-03-18
6711,62015374,8809382930231,11,2019-03-07
6712,62015374,8801056714017,2,2020-02-20
6713,62015374,8804342343434,6,2020-04-11
6714,62015374,8809027331324,9,2020-09-20
6715,62015374,8801094503000,2,2019-07-02
6716,81899966,8809423620008,4,2018-07-13
6717,83238092,8801056038649,8,2019-04-07
6718,83238092,8801097278035,1,2019-01-04
6719,89644550,8801097178038,1,2020-05-07
6720,89644550,8801056003364,8,2019-06-17
6721,89644550,8801094223038,1,2019-03-19
6722,89644550,8801094483005,18,2018-06-08
6723,89644550,8809050511090,9,2019-01-13
6724,68830504,8809027331324,9,2020-04-16
6725,68830504,8809027331317,7,2020-05-18
6726,68830504,8801094503031,2,2019-04-15
6727,68830504,8806002010571,13,2019-07-18
6728,68830504,8801037037869,15,2020-07-01
6729,68830504,880105603886,20,2018-07-20
6730,68830504,8802774003445,18,2020-07-16
6731,12073049,8801097130036,16,2019-09-17
6732,77335225,8809023001269,17,2019-03-21
6733,77335225,8801056389017,7,2018-09-19
6734,77335225,8801056038861,7,2018-09-01
6735,77335225,8809023001269,18,2018-07-09
6736,77335225,8801382135418,19,2018-02-11
6737,77335225,8801382134848,4,2019-01-01
6738,47264362,8801382135418,1,2019-07-18
6739,47264362,8801382127567,5,2019-01-12
6740,27685068,8809125060836,11,2020-07-16
6741,27685068,8809027332932,14,2020-05-13
6742,19335276,8801382139072,5,2018-01-01
6743,19335276,8801382139072,12,2018-03-08
6744,36394088,8801056224011,10,2020-07-11
6745,36394088,8809191574657,5,2020-02-07
6746,36394088,8801094473006,18,2018-08-04
6747,36394088,880105603886,19,2018-05-20
6748,36394088,8809409910154,11,2019-01-06
6749,36394088,8806003011362,8,2020-02-01
6750,59641291,8801382128038,7,2018-03-09
6751,59641291,8801056033026,5,2019-03-01
6752,59641291,8809125060225,13,2019-07-07
6753,59641291,8801056015107,9,2020-06-19
6754,72028629,8801043650199,19,2019-07-21
6755,53575545,8801382132455,2,2018-05-01
6756,53575545,8801056389017,11,2018-06-09
6757,53575545,8801104290357,18,2020-08-20
6758,53575545,8809003432328,14,2018-07-21
6759,66440046,8806020310530,10,2019-05-10
6760,66440046,8801097178090,16,2019-03-16
6761,66440046,8801056714017,7,2018-02-18
6762,66440046,8801056005237,2,2019-04-08
6763,66440046,8806002003030,8,2019-01-18
6764,66440046,8802774000987,15,2018-02-01
6765,66440046,8801097278035,3,2019-05-12
6766,66440046,8801097250413,9,2020-04-07
6767,66440046,8809057795523,19,2018-04-08
6768,66440046,8801056688127,13,2020-08-03
6769,46633128,8801056021062,8,2020-04-10
6770,46633128,8802673003362,4,2020-03-01
6771,46633128,8809125060836,20,2020-09-16
6772,46633128,8809332391303,5,2019-04-15
6773,46633128,8801097130012,14,2019-02-11
6774,46633128,8809423620015,14,2019-07-13
6775,46633128,8809397830021,7,2019-05-12
6776,46633128,8809050511083,9,2019-01-17
6777,46633128,8801097250053,19,2019-08-10
6778,70388267,8801753100885,1,2020-08-12
6779,55744770,8801097278035,19,2018-09-04
6780,55744770,8801753100885,18,2018-07-19
6781,55744770,8801056787127,19,2018-03-20
6782,55744770,8806002010977,14,2018-02-15
6783,55744770,8801056038861,13,2018-09-04
6784,34406829,8801382130659,17,2019-02-17
6785,34406829,8801056054984,14,2018-01-20
6786,34406829,8809191574657,15,2019-07-19
6787,34406829,8809003432328,2,2019-08-10
6788,34406829,8801382130802,12,2020-07-07
6789,34406829,8803284605532,9,2020-04-21
6790,34406829,8801056065829,18,2018-05-21
6791,34406829,8806002010977,1,2018-02-06
6792,34406829,8806002002894,14,2019-03-20
6793,34406829,8802774006927,2,2018-06-13
6794,32670372,8801382128694,11,2020-04-19
6795,32670372,8809135303640,18,2019-07-12
6796,32670372,8801746672443,16,2018-09-19
6797,32670372,8809050511038,3,2020-04-06
6798,32670372,8809027331706,10,2018-06-20
6799,33905906,8809068661152,16,2019-02-05
6800,33905906,8809191574657,2,2019-09-10
6801,33905906,8802774001014,1,2019-08-11
6802,33905906,8801056164011,19,2018-07-07
6803,33905906,8801094502102,9,2019-06-08
6804,33905906,8809253640177,12,2019-07-12
6805,33905906,8809003432328,14,2019-01-03
6806,33905906,8809423620022,15,2018-06-02
6807,33641807,8801037018646,18,2019-06-03
6808,8710168,8809135303640,4,2019-09-16
6809,8710168,8801056005719,13,2018-02-04
6810,8710168,8806002010670,2,2020-09-03
6811,8710168,8806001083767,15,2019-08-08
6812,8710168,8801043900027,3,2018-02-15
6813,8710168,8809057795523,13,2018-02-02
6814,8710168,8809125060850,12,2018-03-17
6815,83752031,8801382144830,14,2020-02-08
6816,83752031,8801056018160,2,2019-07-01
6817,83752031,880105603886,8,2018-03-09
6818,83752031,8801382132455,3,2018-09-21
6819,83752031,8807920310347,3,2019-09-06
6820,83752031,8801097618114,4,2019-07-04
6821,83752031,8806002010441,4,2019-06-02
6822,83752031,8809045670115,20,2019-09-07
6823,34574742,8801104500067,1,2019-03-04
6824,34574742,8801382134749,18,2020-04-01
6825,34574742,8809423620022,20,2018-06-20
6826,34574742,8801056688127,5,2020-03-08
6827,34574742,8801056006297,11,2019-01-01
6828,34574742,8801097250383,10,2019-01-19
6829,34574742,8801056233013,8,2018-03-06
6830,34574742,8809228150014,3,2019-02-07
6831,34574742,8806430012802,11,2018-08-07
6832,34574742,8801056224158,20,2018-08-21
6833,19448850,8803284607659,19,2019-05-04
6834,19448850,8801382130383,11,2019-01-16
6835,19448850,8801382127284,9,2020-02-14
6836,19448850,8802774006927,3,2019-01-20
6837,6067094,8809424480021,5,2018-08-17
6838,6067094,8801382127574,2,2018-08-19
6839,6067094,8801097250383,8,2018-02-19
6840,6067094,8806002003900,4,2020-05-19
6841,6067094,8802673003225,17,2018-01-02
6842,6067094,8801056007163,7,2018-04-12
6843,6067094,8801094223007,11,2018-01-07
6844,6067094,8801097178090,17,2019-03-18
6845,6067094,8801097178021,14,2018-09-12
6846,58995671,8809135308157,10,2020-04-04
6847,58995671,8801056001858,8,2018-03-01
6848,58995671,8804342387872,14,2020-01-14
6849,58995671,8801382128038,5,2018-01-11
6850,91854528,8801097250053,15,2018-03-09
6851,91854528,8804342398984,15,2018-08-06
6852,91854528,8801056065805,13,2018-05-10
6853,91854528,8806002000794,3,2020-09-09
6854,91854528,8802673003201,2,2019-01-18
6855,33961954,8809323750027,15,2019-09-06
6856,33961954,8804342398984,17,2019-06-20
6857,33961954,8806001085020,5,2020-01-11
6858,33961954,8809082727520,6,2019-03-05
6859,33961954,8805915531036,12,2020-07-05
6860,33961954,8801097131019,13,2018-06-13
6861,33961954,8801056055189,14,2018-09-10
6862,34258046,8801056032388,18,2018-07-20
6863,34258046,8809023009333,12,2018-09-17
6864,34258046,8801056001841,18,2018-04-16
6865,34258046,8809423620039,14,2019-09-13
6866,34258046,8809423620039,8,2018-06-14
6867,34258046,8801056001858,19,2018-01-10
6868,34258046,8804342310108,1,2019-02-20
6869,15802639,8802774003445,9,2019-02-12
6870,15802639,8809027331744,9,2020-09-15
6871,15802639,8801094503000,14,2020-08-12
6872,15802639,8806002003900,19,2018-02-08
6873,25891687,8809027331713,5,2020-09-07
6874,25891687,8801097178038,1,2020-07-04
6875,25891687,8801382144830,11,2018-07-06
6876,25891687,8809397830021,12,2020-08-07
6877,25891687,8801382127284,9,2019-07-10
6878,25891687,8801043650199,6,2019-03-15
6879,25891687,8809228158881,19,2018-07-17
6880,25891687,8809423620015,8,2019-09-11
6881,60543183,8809409910123,3,2020-05-15
6882,60543183,8809050511090,17,2020-07-02
6883,60543183,8806020311919,11,2020-06-07
6884,60543183,8801056017583,7,2018-06-11
6885,60543183,8802673003355,13,2020-04-02
6886,60543183,8801037037852,3,2020-01-10
6887,60543183,8809191574640,7,2019-03-04
6888,60543183,8804074600546,14,2020-06-18
6889,22340921,8809023009333,3,2018-05-08
6890,22340921,8801056017583,18,2019-03-14
6891,22340921,8805915531036,3,2019-09-15
6892,22340921,8809423870014,4,2020-05-07
6893,22340921,8801382135418,18,2020-03-08
6894,22340921,8809382930248,2,2020-08-17
6895,114668,8801097250053,16,2019-04-06
6896,114668,8801056009731,2,2019-06-06
6897,114668,8801094473006,15,2018-06-12
6898,114668,8809068661169,3,2020-05-08
6899,72487171,8809423870007,4,2019-03-20
6900,72487171,8801052727851,12,2019-09-14
6901,72487171,8809050511038,17,2018-07-06
6902,72487171,8801382139072,20,2020-02-16
6903,72487171,8804074600546,3,2018-04-15
6904,72487171,8806001085020,13,2018-09-08
6905,25030868,8801382132455,17,2018-03-02
6906,25030868,8801097250413,8,2018-08-16
6907,25030868,8803284607659,13,2018-08-05
6908,25030868,8801056030649,18,2019-06-17
6909,25030868,8809228158881,2,2018-05-16
6910,25030868,8809397830014,16,2019-08-04
6911,25030868,8806020311919,16,2018-07-19
6912,25030868,8801056032388,1,2018-09-18
6913,25030868,8809382930224,18,2019-01-18
6914,25030868,8805915530633,12,2018-04-06
6915,65516961,8801097187016,5,2020-09-03
6916,37805970,8809228150014,13,2018-03-14
6917,37805970,8801056003364,10,2020-07-09
6918,37805970,8801056298128,4,2018-03-17
6919,37805970,8801094503031,13,2020-09-19
6920,95638192,8801056233013,18,2020-04-01
6921,95638192,8801056224011,8,2020-06-12
6922,95638192,8809423620046,5,2018-05-16
6923,95638192,8809228150021,16,2019-04-18
6924,95638192,8801056033026,9,2020-01-15
6925,95638192,8801056164011,13,2018-05-21
6926,95638192,8801382137405,11,2018-01-01
6927,63534027,8809173200123,5,2018-02-03
6928,63534027,8801094503000,5,2018-07-08
6929,63534027,8809382930248,18,2020-03-04
6930,88693444,8809135303633,1,2019-06-16
6931,55340730,8801056201012,14,2018-09-10
6932,55340730,8801094603007,18,2020-07-08
6933,24037936,8806002000794,5,2018-03-06
6934,24037936,8809191574688,13,2018-02-13
6935,24037936,88004334,9,2019-02-09
6936,12059865,8809173200123,8,2018-01-08
6937,12059865,8801052727837,7,2018-08-04
6938,12059865,8809397830021,15,2018-01-16
6939,12059865,8801094503000,6,2019-08-16
6940,12059865,8806001083767,18,2020-02-02
6941,12059865,8801746672443,4,2018-09-16
6942,12059865,8801056688127,4,2019-06-12
6943,12059865,8801097278035,5,2019-01-05
6944,67609585,8801056036775,2,2020-01-16
6945,67609585,8802673003355,9,2019-08-15
6946,67609585,8801056224158,5,2018-08-10
6947,67609585,8804342343434,8,2020-04-03
6948,67609585,8809110700044,9,2019-01-03
6949,67609585,8806001084887,19,2018-08-17
6950,67609585,8805915531012,2,2020-04-13
6951,67609585,8801097250079,17,2020-09-08
6952,39837999,8807920310347,1,2018-02-12
6953,39837999,8801056015107,17,2019-09-18
6954,39837999,8801097250279,7,2018-03-11
6955,39837999,8809106188092,12,2018-03-20
6956,39837999,8801097178021,14,2019-09-03
6957,39837999,8801037018646,18,2018-05-06
6958,23802598,8801382127574,5,2020-05-20
6959,23802598,8801097250369,19,2018-09-15
6960,23802598,8801056064761,1,2018-02-03
6961,23802598,8809221606204,18,2018-07-19
6962,23802598,8809068661008,17,2018-02-15
6963,23802598,8801056034740,4,2020-05-07
6964,23802598,8809082727513,12,2018-06-20
6965,23802598,8809125060850,8,2019-01-19
6966,11207748,8801056024062,16,2018-03-05
6967,11207748,8802673003300,20,2019-04-05
6968,90602038,8801056013110,5,2019-05-08
6969,90602038,8801056001858,2,2019-04-19
6970,90602038,8801382134848,11,2018-06-08
6971,90602038,8801056051747,19,2019-05-15
6972,90602038,8801056065805,14,2018-02-18
6973,30102082,8801056298128,5,2018-09-18
6974,30102082,8806001084542,11,2020-01-13
6975,30102082,8801382144823,9,2020-06-02
6976,30102082,8809082723379,16,2020-04-17
6977,30102082,8801097250079,11,2019-02-06
6978,30102082,8809423620008,11,2018-06-21
6979,30102082,8801056003364,5,2020-02-09
6980,69041622,8801056755010,19,2018-03-19
6981,69041622,8802774001014,13,2019-06-05
6982,69041622,8809125064124,10,2018-05-19
6983,69041622,8806002003900,4,2019-09-03
6984,3601921,8801104290357,18,2019-09-20
6985,3601921,8809106188092,14,2019-05-12
6986,3601921,8806003011362,17,2018-05-01
6987,3601921,8809323750065,3,2019-08-17
6988,3601921,8801382134749,5,2020-05-14
6989,3601921,8801056009731,20,2020-06-09
6990,3601921,8801094483005,3,2018-01-08
6991,89096447,8806002003900,7,2020-09-02
6992,89096447,8801382137405,6,2019-06-16
6993,89096447,8802673003317,1,2020-07-20
6994,89096447,8801056009731,16,2018-03-13
6995,89096447,8809228158881,14,2018-07-02
6996,18372598,8809423870014,6,2019-03-13
6997,18372598,8801052727837,19,2020-05-05
6998,18372598,8809068661008,7,2019-04-02
6999,18372598,8806020310530,10,2018-06-09
7000,18372598,8801382134824,11,2018-06-16
7001,18372598,8809027331713,11,2018-06-10
7002,18372598,8809332392768,19,2018-03-09
7003,18372598,880105665874,20,2019-05-13
7004,18372598,8801056006297,3,2020-02-16
7005,18372598,8801056224011,6,2018-05-18
7006,79862492,8809040935110,2,2019-01-20
7007,79862492,8801056005237,8,2020-08-16
7008,79862492,8809228158898,5,2020-02-16
7009,43662708,8801056033026,10,2018-01-21
7010,43662708,8801097178014,1,2020-02-01
7011,43662708,8809191574640,9,2020-03-18
7012,14125158,8801043650762,17,2018-03-01
7013,14125158,8806002010427,14,2018-04-15
7014,14125158,8809221606204,2,2018-09-14
7015,14125158,8801056033026,14,2018-02-03
7016,14125158,8809332392768,19,2020-01-17
7017,14125158,8801056688127,1,2018-05-11
7018,14125158,8801094502102,1,2019-09-04
7019,14125158,8801056787127,9,2019-02-06
7020,14125158,8806003011362,2,2018-04-12
7021,26150035,8801382127284,7,2019-01-07
7022,26150035,8801094603007,4,2018-01-01
7023,26150035,8806002003023,13,2018-03-02
7024,26150035,8801097250413,16,2019-04-19
7025,26150035,8801094483005,6,2020-02-11
7026,26150035,8806002010571,17,2020-07-08
7027,26150035,8807920310347,1,2020-07-13
7028,58320076,8801056065805,17,2020-05-17
7029,58320076,8801382128694,18,2018-01-18
7030,58320076,8802673003232,14,2018-02-17
7031,58320076,8809027332932,1,2018-03-05
7032,58320076,8801094563004,16,2018-08-12
7033,58320076,8809221606204,6,2019-07-06
7034,58320076,8809135303640,4,2019-07-20
7035,58320076,8809082723386,18,2019-09-07
7036,58320076,8801056024017,2,2019-03-20
7037,84846060,8809323750027,14,2019-02-12
7038,84846060,8809027332932,19,2020-07-10
7039,84846060,8806002010571,1,2019-01-21
7040,84846060,8804074600546,15,2018-06-18
7041,84846060,8801056038649,6,2019-05-03
7042,84846060,8801056006259,15,2018-08-19
7043,84846060,8801052727851,11,2018-08-02
7044,66295658,8801056042219,13,2018-08-09
7045,66295658,8801382139072,19,2020-03-12
7046,64420782,8801097250079,2,2018-06-05
7047,64420782,8809424480021,12,2019-02-09
7048,64420782,8802673003249,15,2019-02-05
7049,64420782,8809082727537,5,2019-09-11
7050,78003281,8806020310530,18,2018-07-09
7051,78003281,8809173200123,8,2019-04-13
7052,78003281,8809027331317,12,2020-04-16
7053,78003281,8809057550023,8,2018-03-11
7054,78003281,8804342398984,10,2019-06-01
7055,78003281,8809191574640,7,2018-03-03
7056,78003281,8801056005237,18,2019-03-01
7057,78003281,8801094223007,19,2020-08-18
7058,57830841,8801037037852,1,2018-05-01
7059,57830841,8801056017583,14,2018-03-16
7060,57830841,8809380760175,10,2018-03-05
7061,57830841,8802673003201,18,2020-06-10
7062,57830841,8809068661077,12,2019-04-05
7063,86903256,8809323750027,15,2018-09-05
7064,86903256,8806002003030,4,2020-02-18
7065,86903256,8801094232702,2,2020-01-04
7066,86903256,8801056033057,20,2018-02-04
7067,86903256,8801056389123,13,2018-08-02
7068,37420053,8806001083767,16,2020-04-08
7069,37420053,8804342310108,12,2019-07-05
7070,37420053,8809027331317,19,2019-01-18
7071,37420053,8809173200147,1,2020-09-05
7072,37420053,8806001085020,18,2018-03-09
7073,37420053,8809040935110,3,2020-06-13
7074,37420053,8801094603007,5,2019-04-06
7075,37420053,8801056755010,4,2018-02-01
7076,37420053,8801056787127,17,2020-02-16
7077,37420053,8801382137405,10,2018-06-04
7078,73850919,8809003432328,8,2018-02-09
7079,73850919,8809125060836,4,2018-03-06
7080,73850919,8809382930255,8,2020-08-13
7081,73850919,8809106188092,4,2020-09-21
7082,73850919,8801382132455,16,2020-07-11
7083,73850919,8806430012819,12,2019-04-14
7084,73850919,8801382130383,13,2020-04-17
7085,73850919,8801753100892,7,2019-04-09
7086,74302954,8801097178090,1,2020-07-14
7087,74302954,8809050511038,7,2018-09-02
7088,74302954,8809068661152,12,2019-03-17
7089,35488289,8806001084542,10,2020-02-03
7090,35488289,8809050511144,15,2020-03-20
7091,35488289,8801382127284,11,2018-01-17
7092,35488289,8801056001858,6,2018-05-13
7093,35488289,8809080300060,9,2020-07-08
7094,35488289,8801094223038,7,2018-05-13
7095,35488289,8801382128038,7,2018-03-12
7096,43508410,8801094503000,6,2019-03-11
7097,43508410,8801056224011,9,2020-08-12
7098,43508410,8801097187016,6,2020-09-03
7099,61172236,880105665874,8,2020-07-04
7100,61172236,8809191574664,7,2018-03-04
7101,61172236,8809409910154,20,2020-01-19
7102,61172236,8809221607072,11,2018-06-17
7103,61172236,8809221606204,14,2018-01-01
7104,35778329,8801056038861,11,2019-03-15
7105,35778329,8801056042226,12,2018-06-01
7106,35778329,8806002004044,8,2018-08-08
7107,35778329,8801097850019,3,2020-08-10
7108,35778329,8801056038649,13,2019-05-11
7109,35778329,8809027332932,15,2019-09-05
7110,35778329,8806001083798,14,2020-05-21
7111,86957714,8809332391303,7,2018-05-02
7112,86957714,8801097250279,6,2019-08-07
7113,86957714,8809323750027,9,2019-03-21
7114,86957714,8806002002894,1,2018-05-10
7115,86957714,8806002010427,19,2020-02-03
7116,86957714,8801052727851,16,2018-07-01
7117,67594260,8801094473006,13,2018-07-05
7118,67594260,8801094503505,20,2020-07-09
7119,67594260,8801056058227,6,2019-06-02
7120,67594260,8809106188092,10,2019-06-08
7121,67594260,8809125060225,19,2018-04-18
7122,67594260,8803284605464,20,2018-07-16
7123,67594260,8809080300039,16,2020-08-14
7124,81585457,8806002010977,12,2020-04-02
7125,81585457,8806001085020,5,2018-05-05
7126,81585457,8809397830014,1,2019-08-08
7127,81585457,8809409910154,13,2019-05-12
7128,78536379,8804342387872,17,2019-07-04
7129,78536379,8801056005719,6,2018-07-13
7130,78536379,8809068661176,7,2018-01-10
7131,78536379,8805915531012,17,2019-01-16
7132,78536379,8806020310530,16,2019-03-08
7133,78536379,8801056032388,1,2020-05-12
7134,75248808,8809068661176,17,2019-07-13
7135,75248808,8806002002894,9,2020-05-02
7136,75248808,8803284607659,18,2020-01-11
7137,75248808,8801094502102,14,2018-06-21
7138,87478832,8809027331706,6,2019-07-20
7139,87478832,8804342343434,1,2018-01-15
7140,87478832,8801056024062,20,2019-07-18
7141,87478832,8809382930255,2,2020-08-06
7142,87478832,8805915531012,9,2018-01-15
7143,87478832,8809397830014,20,2020-01-03
7144,87478832,8804342343434,13,2018-03-21
7145,87478832,8809003432328,13,2019-06-02
7146,87478832,8801746672443,18,2018-09-16
7147,65531555,8809221606204,7,2018-01-18
7148,65531555,8801056036775,12,2019-05-12
7149,65531555,8801097231016,20,2018-09-16
7150,65531555,8806002003900,9,2020-02-13
7151,65531555,8809382930200,20,2018-05-06
7152,65531555,8809003432304,9,2020-01-10
7153,65531555,8801094222703,20,2018-04-09
7154,65531555,8801382130659,14,2019-09-18
7155,65531555,8809027331713,1,2019-03-05
7156,65531555,8809424480038,18,2018-09-18
7157,28787038,8801094503901,15,2018-07-10
7158,28787038,8806002003030,16,2019-03-02
7159,28787038,8806002010441,10,2018-03-06
7160,28787038,8809173200123,3,2018-06-05
7161,28787038,8801056030649,18,2018-09-15
7162,28787038,8801097250383,8,2019-06-17
7163,28787038,8809023003379,10,2018-05-19
7164,29598178,8809040935110,14,2020-08-16
7165,29598178,8801097178038,7,2019-04-17
7166,81982285,8801056298012,16,2019-05-12
7167,42089619,8801056064761,12,2019-02-16
7168,42089619,8801056005237,8,2020-02-19
7169,42089619,8809057795523,10,2019-04-10
7170,42089619,8806002003931,18,2018-09-04
7171,42089619,8801056034740,18,2018-08-16
7172,42089619,8806001083750,5,2018-07-08
7173,68960986,8804342387872,11,2018-06-21
7174,68960986,8809082727520,5,2020-05-12
7175,68960986,8803284607659,5,2018-05-09
7176,68960986,8801382127567,4,2019-05-12
7177,68960986,8809409910123,18,2019-03-16
7178,68960986,8801056007163,1,2018-09-06
7179,68960986,8803284605464,3,2019-04-16
7180,34221208,8809173200345,8,2018-01-14
7181,34221208,8802673003225,9,2020-01-20
7182,34221208,8804342310108,11,2020-07-05
7183,34221208,8809110700051,5,2019-03-20
7184,34221208,8801056064761,17,2018-05-07
7185,34221208,8809027331324,17,2019-04-12
7186,34221208,8806001084894,12,2020-05-15
7187,34221208,8806002003030,12,2019-01-17
7188,74997344,8801382130820,4,2020-01-21
7189,74997344,8806002000794,20,2019-09-04
7190,74997344,8801056034740,20,2019-05-03
7191,74997344,8801382130826,13,2018-02-13
7192,74997344,8801056032388,12,2018-09-20
7193,74997344,8809173200345,17,2020-04-07
7194,74997344,8801094563004,9,2018-06-14
7195,74997344,8809027331324,16,2018-09-13
7196,74997344,8801056065829,4,2019-04-17
7197,97348853,8801043650700,14,2019-05-13
7198,97348853,8806001085020,2,2018-03-12
7199,97348853,8801056798017,2,2018-09-21
7200,97348853,8806001083767,11,2019-06-05
7201,97348853,8801094503505,6,2020-02-11
7202,97348853,8809221607072,4,2018-04-10
7203,97348853,8801056002541,15,2019-07-13
7204,97348853,8809382930200,7,2020-06-13
7205,97348853,8804342343434,18,2020-08-17
7206,59495193,8801043650762,1,2019-04-13
7207,59495193,8809068661152,14,2018-04-08
7208,30695531,8801056042196,18,2020-07-21
7209,30695531,8801056001858,9,2020-01-16
7210,30695531,8801056038649,9,2019-05-19
7211,30695531,8801382134749,5,2018-06-13
7212,30695531,8804342387872,15,2020-02-09
7213,8381848,8801094473006,8,2020-09-19
7214,9154214,8801056022112,11,2019-06-01
7215,9154214,8805915530633,4,2020-08-11
7216,9154214,8809397830007,17,2020-03-07
7217,9154214,8801097231016,12,2019-06-17
7218,9154214,8804342398984,6,2019-02-18
7219,9154214,8801094223038,1,2019-08-02
7220,9154214,8809173200345,5,2018-01-17
7221,31498658,8809423620039,11,2018-04-03
7222,31498658,8806002002894,1,2018-01-01
7223,31498658,8801056065805,1,2018-04-08
7224,31498658,8806002000794,10,2018-03-11
7225,31498658,8801097250376,10,2018-04-05
7226,31498658,8809068661176,12,2018-08-04
7227,31498658,8809027331317,18,2019-01-16
7228,3881975,8809068661077,2,2019-04-05
7229,3881975,8801056013110,15,2020-02-01
7230,3881975,8801094602406,17,2018-01-08
7231,3881975,8806001084894,12,2018-01-14
7232,3881975,8801094503901,3,2020-08-10
7233,3881975,8801056005237,3,2020-01-15
7234,3881975,8801056034740,11,2019-02-20
7235,3881975,8802673003355,4,2020-01-16
7236,3881975,8801056154011,2,2020-05-21
7237,45485004,8809423870007,3,2019-08-19
7238,61076414,8801056389123,2,2019-08-18
7239,61076414,8801056389123,5,2018-07-17
7240,61076414,8809382930231,20,2019-04-02
7241,61076414,8801382144823,15,2019-08-01
7242,42289734,8806020311353,6,2019-08-08
7243,42289734,8802673003256,6,2018-08-15
7244,92065646,8809027332932,16,2018-06-19
7245,92065646,8806001083026,17,2018-05-17
7246,92065646,8801056058227,13,2020-04-16
7247,92065646,8806002002894,10,2020-07-07
7248,92065646,8806002010427,10,2018-07-21
7249,92065646,8809228150014,10,2018-02-15
7250,92065646,8801056058227,20,2020-03-17
7251,92065646,8801094502102,15,2020-09-14
7252,92065646,8809423620022,20,2019-08-14
7253,92065646,8801094503901,7,2020-02-08
7254,75514824,8801382138686,10,2020-01-08
7255,75514824,8809409910123,10,2020-05-06
7256,75514824,8809253640177,14,2019-08-15
7257,75514824,8809023009333,20,2019-05-21
7258,33350613,8804342387872,5,2018-08-17
7259,33350613,8801056051747,7,2019-06-03
7260,33350613,8809191574671,18,2020-01-14
7261,33350613,8801094482602,9,2020-09-18
7262,33350613,8801094603007,3,2018-06-10
7263,33350613,8801056033057,5,2020-06-17
7264,33350613,8809068661176,6,2019-03-08
7265,33350613,8809040935110,1,2020-08-13
7266,37559616,8801056154066,12,2019-02-07
7267,37559616,8801097178090,18,2020-06-14
7268,84701207,8801094222703,12,2020-01-16
7269,84701207,8801753100885,11,2020-01-05
7270,84701207,8809382930200,9,2018-01-03
7271,84701207,8809191574640,11,2018-07-01
7272,84701207,8809191574688,5,2020-06-21
7273,84701207,8801056013110,13,2020-07-08
7274,84701207,8809191574640,8,2019-05-08
7275,84701207,8801056001285,2,2020-06-18
7276,84701207,8801097187016,15,2020-04-12
7277,84701207,8809027331492,4,2020-07-14
7278,65779352,8801097250079,1,2019-01-04
7279,65779352,8809423870007,18,2020-06-21
7280,65779352,8801056688127,5,2019-02-17
7281,65779352,8809191574640,15,2018-08-13
7282,65779352,8806430012819,17,2018-04-08
7283,65779352,8803284607659,9,2018-09-21
7284,65779352,8801094222703,9,2019-03-03
7285,65779352,8801056042226,5,2020-07-14
7286,65779352,8801097178021,3,2019-09-15
7287,65779352,8809125060836,2,2019-04-03
7288,50171578,8801037037869,9,2019-09-09
7289,50171578,8809173200147,4,2020-03-03
7290,50171578,8801094473006,16,2018-08-18
7291,50171578,8802673003225,5,2020-04-07
7292,34782850,8801382127574,5,2018-02-16
7293,34782850,8802673003218,16,2019-06-15
7294,34782850,8801056018160,4,2018-05-12
7295,34782850,8801097618114,4,2020-03-01
7296,34782850,8806002003030,12,2020-03-04
7297,34782850,8809057550023,1,2019-08-04
7298,34782850,8801056487010,4,2018-07-07
7299,34782850,8801056201012,18,2020-01-20
7300,34782850,8809173200147,14,2018-02-09
7301,1371340,8801056051747,19,2020-06-10
7302,1371340,8806002010441,6,2018-06-04
7303,1371340,8809027331706,15,2020-01-13
7304,1371340,8801037037852,20,2018-07-03
7305,1371340,8801056021062,10,2020-04-14
7306,1371340,8801097250079,1,2019-04-21
7307,96127889,8801056018160,17,2020-04-05
7308,96127889,8809424480021,14,2019-02-18
7309,96127889,8801097850019,18,2019-01-06
7310,96127889,8801056065768,2,2019-03-12
7311,96127889,8801056033057,12,2018-07-11
7312,96127889,8809023009333,17,2018-04-01
7313,96127889,8809191574671,5,2020-01-08
7314,96127889,8809050511144,15,2019-03-10
7315,96127889,8809080300060,12,2019-09-04
7316,96127889,8801056015107,2,2018-03-14
7317,72309039,8809382930255,10,2019-07-07
7318,72309039,8801056024017,18,2018-05-21
