,주문번호ID,구매자id,판매점id,주문상태,주문일,상태변경일,취소날짜,승인날짜,결제수단,주문상품목록,주문상품갯수,총결제금액
1627,00001628,36200189,33463785,4,2019-03-07 17:06:29,2019-03-07 17:12:59,2019-03-07 17:12:59,2019-03-07 17:08:44,1,"[8801056009731, 8801037018646, 8801056051747, 8801056054984, 8809323750027]","[4, 2, 1, 5, 3]",85000
1628,00001629,36200189,61657168,4,2020-04-01 23:09:27,2020-04-01 23:13:39,2020-04-01 23:13:39,2020-04-01 23:12:08,1,"[8801043900027, 8801056036775, 8804342343434]","[4, 3, 5]",31000
1629,00001630,36200189,74883731,2,2020-05-21 12:38:24,2020-05-21 12:40:33,NULL,2020-05-21 12:40:33,3,"[8809068661169, 8806430012819, 8801037018646, 8803284607659, 8809023009593]","[2, 5, 3, 1, 4]",117000
1630,00001631,36200189,9723056,1,2018-02-20 03:09:28,2018-02-20 03:09:28,NULL,NULL,1,"[8809068661169, 8806002010427, 8809382930231, 8809068661008]","[1, 5, 4, 3]",87000
1631,00001632,36200189,56856462,2,2019-02-03 02:02:33,2019-02-03 02:04:56,NULL,2019-02-03 02:04:56,1,"[8804342398984, 8801056036775, 8801043900027, 8806002003030]","[2, 1, 3, 4]",51000
1632,00001633,47512916,84457962,2,2018-09-17 22:45:52,2018-09-17 22:47:11,NULL,2018-09-17 22:47:11,4,"[8801056009731, 8801382134749]","[2, 4]",56000
1633,00001634,47512916,67418250,1,2019-02-13 04:43:36,2019-02-13 04:43:36,NULL,NULL,1,[8801037018646],[2],10000
1634,00001635,47512916,74883731,3,2020-05-09 04:56:59,2020-05-09 05:19:09,NULL,2020-05-09 04:58:38,3,"[8801056064761, 8809382930231, 8801043900027]","[2, 1, 5]",71000
1635,00001636,47512916,84457962,2,2018-07-11 20:53:59,2018-07-11 20:56:01,NULL,2018-07-11 20:56:01,1,[8809423620039],[3],40000
1636,00001637,47512916,64577473,1,2019-01-21 17:55:48,2019-01-21 17:55:48,NULL,NULL,1,[8804342343434],[1],3000
1637,00001638,47512916,98473237,3,2018-09-03 11:32:21,2018-09-03 11:48:52,NULL,2018-09-03 11:33:54,2,"[8809382930231, 8801094222406]","[5, 4]",60000
1638,00001639,47512916,14372105,1,2018-04-21 20:53:43,2018-04-21 20:53:43,NULL,NULL,5,"[8801382134749, 8809068661169, 8806430012819, 8806001083750]","[4, 3, 5, 1]",99000
1639,00001640,47512916,52970367,1,2018-09-16 19:49:18,2018-09-16 19:49:18,NULL,NULL,1,"[8809382930231, 8806002010427, 8801037018646, 8801382144830, 8809110700044]","[1, 4, 5, 2, 3]",95000
1640,00001641,47512916,97713365,4,2018-03-17 04:23:14,2018-03-17 04:26:52,2018-03-17 04:26:52,2018-03-17 04:25:41,5,"[8801056001858, 8803284605464, 8809332391303, 8809125060232]","[2, 5, 3, 4]",72000
1641,00001642,28740242,28606144,4,2019-07-04 12:10:28,2019-07-04 12:13:14,2019-07-04 12:13:14,2019-07-04 12:11:54,3,"[8804342398984, 8801056001858, 8806002010427]","[5, 3, 1]",32000
1642,00001643,28740242,61657168,2,2019-05-14 06:37:38,2019-05-14 06:39:17,NULL,2019-05-14 06:39:17,1,[8806002010427],[1],7000
1643,00001644,28740242,27206775,2,2018-04-03 21:46:15,2018-04-03 21:48:48,NULL,2018-04-03 21:48:48,4,"[8801056064761, 8809423620039, 8804342343434]","[3, 5, 4]",72000
1644,00001645,28740242,14729155,2,2020-07-16 20:43:32,2020-07-16 20:46:14,NULL,2020-07-16 20:46:14,2,"[8801056064761, 8801094222406, 8801094222406, 8801056013110]","[3, 4, 2, 1]",108000
1645,00001646,28740242,78189817,1,2018-03-09 21:35:15,2018-03-09 21:35:15,NULL,NULL,4,[8809423620039],[5],40000
1646,00001647,28740242,52970367,4,2018-01-17 06:17:15,2018-01-17 06:21:23,2018-01-17 06:21:23,2018-01-17 06:19:21,5,"[8809125064124, 8801382134749, 8804342398984, 8801056154066, 8809332391303]","[3, 4, 5, 2, 1]",134000
1647,00001648,28740242,34792150,2,2020-09-07 15:36:38,2020-09-07 15:39:26,NULL,2020-09-07 15:39:26,1,[8803284605464],[3],13000
1648,00001649,28740242,64577473,2,2019-09-05 05:13:05,2019-09-05 05:16:02,NULL,2019-09-05 05:16:02,4,"[8809332391303, 8801094222406, 8801056036775, 8809323750065, 8801056036775]","[2, 4, 5, 1, 3]",111000
1649,00001650,28740242,49416586,1,2020-08-20 13:08:07,2020-08-20 13:08:07,NULL,NULL,2,"[8803284605464, 8801094222406, 8806430012819]","[1, 4, 2]",77000
1650,00001651,28740242,28606144,4,2018-07-12 19:11:47,2018-07-12 19:19:17,2018-07-12 19:19:17,2018-07-12 19:14:23,1,"[8801056009731, 8801094222406, 8801056001858, 8802673003201, 8809191574640]","[5, 4, 3, 2, 1]",115000
1651,00001652,28740242,18377790,4,2019-04-06 03:08:23,2019-04-06 03:15:44,2019-04-06 03:15:44,2019-04-06 03:11:18,5,[8809068661169],[4],28000
1652,00001653,28740242,58832889,2,2020-04-19 23:39:57,2020-04-19 23:42:22,NULL,2020-04-19 23:42:22,4,"[8809382930231, 8801043900027, 8809332391303, 8801056051747]","[4, 5, 3, 2]",89000
1653,00001654,28740242,1435584,2,2020-04-12 07:07:34,2020-04-12 07:09:18,NULL,2020-04-12 07:09:18,5,[8804342398984],[2],4000
1654,00001655,28740242,14372105,1,2019-01-17 19:52:03,2019-01-17 19:52:03,NULL,NULL,5,"[8801094222406, 8801056064761, 8801043900027, 8801097250079, 8809323750027]","[2, 1, 4, 5, 3]",140000
1655,00001656,8790571,14372105,1,2020-04-12 04:39:48,2020-04-12 04:39:48,NULL,NULL,5,"[8809068661169, 8801056051747]","[4, 5]",41000
1656,00001657,8790571,78189817,4,2018-06-12 20:46:01,2018-06-12 20:52:15,2018-06-12 20:52:15,2018-06-12 20:48:51,3,"[8801056009731, 8804342343434, 8801056064761, 8809228150021]","[5, 1, 3, 2]",89000
1657,00001658,8790571,21795031,4,2018-03-19 16:35:01,2018-03-19 16:37:59,2018-03-19 16:37:59,2018-03-19 16:36:06,3,"[8801056036775, 8804342398984, 8801037018646]","[5, 2, 1]",26000
1658,00001659,8790571,84457962,4,2018-02-03 15:43:12,2018-02-03 15:49:25,2018-02-03 15:49:25,2018-02-03 15:44:30,1,"[8806430012819, 8804342398984, 8801382134749, 8806002010571]","[2, 4, 3, 5]",95000
1659,00001660,8790571,61657168,4,2019-01-10 18:41:09,2019-01-10 18:45:10,2019-01-10 18:45:10,2019-01-10 18:43:39,4,"[8809423620039, 8801094222406, 8804342343434]","[2, 4, 3]",77000
1660,00001661,8790571,56140451,4,2018-06-11 11:51:20,2018-06-11 11:55:26,2018-06-11 11:55:26,2018-06-11 11:53:35,2,"[8801094222406, 8809068661169, 8809382930231, 8801094503031]","[1, 3, 5, 4]",124000
1661,00001662,8790571,96820813,4,2020-08-11 13:59:14,2020-08-11 14:04:28,2020-08-11 14:04:28,2020-08-11 14:00:21,4,"[8809423620039, 8806430012819]","[3, 1]",70000
1662,00001663,8790571,9723056,4,2020-09-08 18:33:38,2020-09-08 18:37:18,2020-09-08 18:37:18,2020-09-08 18:35:31,2,[8801056051747],[4],13000
1663,00001664,8790571,56856462,4,2018-03-04 01:05:24,2018-03-04 01:12:51,2018-03-04 01:12:51,2018-03-04 01:08:12,2,"[8809068661169, 8809382930231, 8801094222406, 8806002004044]","[3, 5, 1, 4]",108000
1664,00001665,8790571,99388073,1,2020-03-10 01:53:11,2020-03-10 01:53:11,NULL,NULL,3,"[8806430012819, 8809068661169, 8809332391303, 8801094563004, 8809050511090]","[3, 1, 5, 2, 4]",119000
1665,00001666,8790571,33463785,2,2019-05-17 15:01:58,2019-05-17 15:04:28,NULL,2019-05-17 15:04:28,4,"[8801094222406, 8804342343434, 8801043900027]","[2, 3, 1]",53000
1666,00001667,8790571,38968808,4,2020-01-21 20:31:11,2020-01-21 20:38:06,2020-01-21 20:38:06,2020-01-21 20:33:59,4,"[8801056036775, 8806430012819]","[5, 2]",42000
1667,00001668,8790571,38968808,4,2018-08-20 13:49:51,2018-08-20 13:53:44,2018-08-20 13:53:44,2018-08-20 13:51:20,5,"[8806430012819, 8804342398984, 8801043900027]","[5, 3, 4]",50000
1668,00001669,8790571,56856462,2,2019-04-13 22:40:57,2019-04-13 22:43:06,NULL,2019-04-13 22:43:06,4,"[8803284605464, 8804342343434, 8809382930231, 8806001084894]","[2, 1, 3, 5]",51000
1669,00001670,8790571,96820813,2,2018-07-12 19:44:43,2018-07-12 19:46:54,NULL,2018-07-12 19:46:54,1,"[8809332391303, 8801043900027, 8804342343434, 8809023009593]","[1, 3, 2, 5]",89000
1670,00001671,8790571,99699361,1,2019-06-16 22:23:52,2019-06-16 22:23:52,NULL,NULL,3,"[8801382134749, 8801037018646, 8804342343434]","[1, 4, 5]",48000
1671,00001672,8790571,74883731,4,2020-06-08 20:49:06,2020-06-08 20:54:38,2020-06-08 20:54:38,2020-06-08 20:51:26,4,"[8801056064761, 8801056051747, 8803284605464]","[5, 4, 1]",55000
1672,00001673,8790571,97713365,4,2018-05-01 20:08:26,2018-05-01 20:11:06,2018-05-01 20:11:06,2018-05-01 20:09:35,5,"[8806002010427, 8801043900027, 8801056051747, 8809068661008, 8801056714017]","[3, 5, 1, 2, 4]",76000
1673,00001674,33607964,22176965,4,2018-02-10 10:59:33,2018-02-10 11:05:54,2018-02-10 11:05:54,2018-02-10 11:01:18,1,"[8806430012819, 8809125064124, 8809068661169]","[2, 1, 5]",82000
1674,00001675,33607964,74883731,4,2019-07-01 10:07:41,2019-07-01 10:13:16,2019-07-01 10:13:16,2019-07-01 10:10:09,3,"[8809332391303, 8809382930231, 8801094222406, 8804342310108, 8803284605532]","[1, 4, 2, 5, 3]",128000
1675,00001676,33607964,52970367,4,2019-06-13 16:52:38,2019-06-13 16:56:20,2019-06-13 16:56:20,2019-06-13 16:53:57,2,"[8801056001858, 8809068661169]","[1, 4]",49000
1676,00001677,33607964,34157209,4,2019-04-14 11:06:21,2019-04-14 11:10:49,2019-04-14 11:10:49,2019-04-14 11:07:23,4,"[8809125064124, 8801056001858, 8801056051747, 8809068661077]","[3, 5, 1, 4]",78000
1677,00001678,33607964,59830938,2,2018-07-08 19:14:42,2018-07-08 19:17:19,NULL,2018-07-08 19:17:19,1,"[8801094222406, 8809423620039]","[4, 1]",74000
1678,00001679,33607964,52970367,4,2019-01-09 08:21:08,2019-01-09 08:24:05,2019-01-09 08:24:05,2019-01-09 08:22:36,2,"[8801382134749, 8801094222406, 8801056036775]","[5, 2, 3]",81000
1679,00001680,33607964,1435584,4,2020-03-18 11:22:59,2020-03-18 11:29:00,2020-03-18 11:29:00,2020-03-18 11:25:39,5,"[8803284605464, 8801382134749, 8801056036775, 8809135303633, 8801056224158]","[1, 5, 2, 3, 4]",93000
1680,00001681,88743949,36237228,1,2018-07-14 14:05:33,2018-07-14 14:05:33,NULL,NULL,3,[8801382134749],[4],35000
1681,00001682,88743949,78189817,2,2019-05-04 23:44:19,2019-05-04 23:46:01,NULL,2019-05-04 23:46:01,4,"[8801056064761, 8809068661169, 8803284605464]","[2, 5, 1]",70000
1682,00001683,88743949,59830938,3,2020-05-11 19:25:47,2020-05-11 19:42:49,NULL,2020-05-11 19:27:48,3,[8806430012819],[2],30000
1683,00001684,88743949,33463785,1,2019-05-21 13:22:38,2019-05-21 13:22:38,NULL,NULL,2,"[8803284605464, 8801056001858, 8809125064124, 8801056058227, 8801056154011]","[4, 2, 1, 3, 5]",99000
1684,00001685,88743949,42985112,4,2019-05-19 16:49:57,2019-05-19 16:52:56,2019-05-19 16:52:56,2019-05-19 16:51:30,3,[8801037018646],[1],10000
1685,00001686,88743949,96820813,3,2019-09-18 23:53:44,2019-09-19 00:09:40,NULL,2019-09-18 23:56:20,5,"[8801056051747, 8809423620039, 8801037018646, 8801104290357, 8809228150021]","[5, 3, 4, 2, 1]",111000
1686,00001687,88743949,59830938,1,2020-06-11 20:21:55,2020-06-11 20:21:55,NULL,NULL,5,"[8801056051747, 8804342343434, 8803284605464, 8801382137405]","[4, 3, 2, 1]",59000
1687,00001688,88743949,33463785,4,2019-02-07 22:08:58,2019-02-07 22:11:20,2019-02-07 22:11:20,2019-02-07 22:10:10,1,"[8801056001858, 8801382134749]","[2, 5]",56000
1688,00001689,88743949,1435584,4,2018-07-12 04:17:14,2018-07-12 04:21:47,2018-07-12 04:21:47,2018-07-12 04:19:55,5,"[8801056009731, 8809332391303, 8806002010427, 8809023003379]","[4, 2, 1, 5]",86000
1689,00001690,88743949,54178025,2,2020-02-20 08:23:14,2020-02-20 08:25:54,NULL,2020-02-20 08:25:54,4,"[8801056064761, 8801037018646, 8806430012819]","[5, 1, 4]",69000
1690,00001691,88743949,67418250,3,2020-01-07 02:35:40,2020-01-07 02:47:15,NULL,2020-01-07 02:38:23,5,"[8801056001858, 8801094222406, 8804342398984, 8806002010670, 8801052727837]","[3, 1, 2, 5, 4]",91000
1691,00001692,88743949,49416586,2,2019-09-08 19:39:57,2019-09-08 19:42:39,NULL,2019-09-08 19:42:39,5,[8801382134749],[1],35000
1692,00001693,88743949,58832889,4,2018-04-21 06:44:51,2018-04-21 06:49:59,2018-04-21 06:49:59,2018-04-21 06:47:32,5,"[8801056009731, 8809332391303, 8801056051747, 8801094603007, 8801382137405]","[5, 4, 1, 3, 2]",107000
1693,00001694,88743949,99208683,1,2020-02-06 19:46:37,2020-02-06 19:46:37,NULL,NULL,2,"[8801056009731, 8806430012819]","[1, 4]",51000
1694,00001695,88743949,18377790,3,2019-05-17 22:23:18,2019-05-17 22:31:43,NULL,2019-05-17 22:25:31,1,"[8801056051747, 8809382930231]","[2, 3]",39000
1695,00001696,88743949,42985112,1,2019-03-13 20:17:29,2019-03-13 20:17:29,NULL,NULL,3,"[8801056051747, 8809068661169]","[3, 1]",41000
1696,00001697,88743949,28606144,1,2020-03-06 09:04:54,2020-03-06 09:04:54,NULL,NULL,2,[8809332391303],[5],34000
1697,00001698,88743949,74883731,3,2019-09-04 20:23:37,2019-09-04 20:38:18,NULL,2019-09-04 20:25:07,2,"[8809125064124, 8801094222406]","[2, 3]",58000
1698,00001699,88743949,98446589,3,2018-02-16 05:54:43,2018-02-16 06:18:03,NULL,2018-02-16 05:57:26,1,"[8801094222406, 8806430012819, 8801382134749, 8802673003362]","[1, 5, 3, 4]",131000
1699,00001700,88743949,65410918,2,2019-04-11 13:43:25,2019-04-11 13:44:54,NULL,2019-04-11 13:44:54,3,"[8801056051747, 8809125064124, 8806002010427, 8802673003263, 8809323750027]","[3, 5, 4, 1, 2]",88000
1700,00001701,88743949,59830938,1,2020-03-10 03:28:29,2020-03-10 03:28:29,NULL,NULL,3,"[8809423620039, 8809382930231, 8801056001858]","[3, 5, 4]",87000
1701,00001702,88743949,84166398,1,2020-08-04 20:21:57,2020-08-04 20:21:57,NULL,NULL,1,"[8806002010427, 8801056064761]","[4, 3]",36000
1702,00001703,46512986,38968808,4,2020-05-07 15:14:27,2020-05-07 15:21:29,2020-05-07 15:21:29,2020-05-07 15:17:18,4,"[8801043900027, 8806002010427]","[5, 3]",23000
1703,00001704,46512986,33463785,3,2018-03-12 07:11:02,2018-03-12 07:24:55,NULL,2018-03-12 07:12:40,4,"[8804342343434, 8801056001858, 8801056064761, 8809027331744, 8809191574688]","[1, 5, 4, 3, 2]",89000
1704,00001705,46512986,64577473,1,2018-01-15 06:11:45,2018-01-15 06:11:45,NULL,NULL,2,"[8801056036775, 8801094222406, 8809068661169, 8801052727837]","[3, 2, 1, 4]",82000
1705,00001706,46512986,7770833,4,2020-09-14 03:36:59,2020-09-14 03:42:12,2020-09-14 03:42:12,2020-09-14 03:38:35,2,[8801056051747],[2],13000
1706,00001707,46512986,89034567,3,2018-06-01 23:30:05,2018-06-01 23:52:06,NULL,2018-06-01 23:31:52,1,"[8801043900027, 8801037018646, 8809125064124]","[1, 3, 2]",50000
1707,00001708,46512986,97713365,2,2019-07-03 18:33:00,2019-07-03 18:35:37,NULL,2019-07-03 18:35:37,4,"[8803284605464, 8809125064124, 8801043900027]","[1, 5, 4]",53000
1708,00001709,46512986,96820813,1,2019-01-01 18:24:32,2019-01-01 18:24:32,NULL,NULL,1,"[8801094222406, 8809125064124, 8809332391303]","[2, 4, 1]",92000
1709,00001710,46512986,67418250,3,2020-05-05 18:57:15,2020-05-05 19:15:48,NULL,2020-05-05 18:58:54,2,"[8804342398984, 8801056036775]","[5, 3]",16000
1710,00001711,46512986,58832889,2,2020-01-17 23:52:48,2020-01-17 23:54:41,NULL,2020-01-17 23:54:41,3,"[8801037018646, 8806430012819]","[3, 2]",40000
1711,00001712,46512986,84166398,2,2019-04-21 02:07:58,2019-04-21 02:10:49,NULL,2019-04-21 02:10:49,3,"[8804342343434, 8801094222406, 8809125064124]","[2, 3, 4]",61000
1712,00001713,46512986,60170980,4,2020-05-15 21:54:04,2020-05-15 21:59:12,2020-05-15 21:59:12,2020-05-15 21:55:36,4,[8809382930231],[4],26000
1713,00001714,46512986,78189817,1,2020-04-12 13:17:29,2020-04-12 13:17:29,NULL,NULL,4,[8801056064761],[2],29000
1714,00001715,46512986,99388073,2,2019-05-16 12:36:11,2019-05-16 12:38:35,NULL,2019-05-16 12:38:35,1,"[8809332391303, 8806002010427, 8804342398984]","[2, 1, 4]",45000
1715,00001716,46512986,47033144,4,2018-03-21 21:05:59,2018-03-21 21:10:10,2018-03-21 21:10:10,2018-03-21 21:08:01,4,"[8801094222406, 8801056036775, 8801056064761, 8801056054984]","[5, 2, 4, 1]",83000
1716,00001717,46512986,14729155,2,2020-05-03 10:38:56,2020-05-03 10:41:29,NULL,2020-05-03 10:41:29,5,[8801056036775],[1],12000
1717,00001718,46512986,99208683,4,2020-01-07 18:21:33,2020-01-07 18:26:23,2020-01-07 18:26:23,2020-01-07 18:22:38,4,"[8809423620039, 8801037018646, 8801056036775, 8801056005672, 8809423870007]","[3, 4, 1, 2, 5]",119000
1718,00001719,46512986,46239733,2,2019-06-14 20:06:53,2019-06-14 20:08:21,NULL,2019-06-14 20:08:21,1,"[8801094222406, 8801094222406]","[1, 3]",68000
1719,00001720,46512986,46239733,2,2018-03-12 09:07:03,2018-03-12 09:08:29,NULL,2018-03-12 09:08:29,4,"[8801094222406, 8809423620039]","[2, 1]",74000
1720,00001721,46512986,38968808,2,2020-09-17 06:12:15,2020-09-17 06:15:01,NULL,2020-09-17 06:15:01,5,"[8801056064761, 8801094222406, 8801056036775]","[2, 5, 4]",75000
1721,00001722,46512986,67418250,1,2020-02-08 08:32:38,2020-02-08 08:32:38,NULL,NULL,4,"[8809068661169, 8801094222406, 8801037018646, 8801382130820]","[2, 4, 3, 5]",80000
1722,00001723,90500982,58832889,1,2018-09-15 14:36:28,2018-09-15 14:36:28,NULL,NULL,2,"[8801056009731, 8809423620039, 8804342343434, 8801382128038, 8809050511038]","[3, 1, 4, 5, 2]",82000
1723,00001724,90500982,42985112,4,2018-06-11 16:29:38,2018-06-11 16:35:39,2018-06-11 16:35:39,2018-06-11 16:30:46,5,"[8809423620039, 8809332391303, 8801056036775, 8801094223007, 8809023003379]","[2, 5, 4, 3, 1]",137000
1724,00001725,90500982,60170980,1,2020-09-11 04:33:02,2020-09-11 04:33:02,NULL,NULL,1,[8801056009731],[2],21000
1725,00001726,90500982,99208683,3,2018-05-17 20:39:33,2018-05-17 20:48:50,NULL,2018-05-17 20:41:30,4,"[8804342343434, 8809332391303, 8801056036775]","[2, 3, 4]",49000
1726,00001727,90500982,99699361,4,2018-09-05 02:37:01,2018-09-05 02:40:52,2018-09-05 02:40:52,2018-09-05 02:39:25,4,"[8801056009731, 8806002010427, 8804342343434, 880105665874, 8801094602208]","[3, 5, 2, 1, 4]",72000
1727,00001728,90500982,74883731,2,2018-09-01 02:37:37,2018-09-01 02:38:52,NULL,2018-09-01 02:38:52,5,"[8809332391303, 8806430012819]","[4, 5]",64000
1728,00001729,90500982,14729155,3,2018-05-04 07:51:10,2018-05-04 08:06:53,NULL,2018-05-04 07:52:51,4,"[8801382134749, 8801056051747, 8809125064124, 8801056032388]","[3, 5, 1, 4]",92000
1729,00001730,90500982,98473237,1,2018-08-07 01:39:08,2018-08-07 01:39:08,NULL,NULL,3,"[8806002010427, 8809382930231, 8801094222406, 8809125060232]","[2, 1, 4, 3]",71000
1730,00001731,90500982,7770833,1,2019-09-05 12:40:34,2019-09-05 12:40:34,NULL,NULL,4,[8806002010427],[3],7000
1731,00001732,90500982,7770833,3,2018-07-08 20:30:23,2018-07-08 20:50:52,NULL,2018-07-08 20:31:48,5,"[8801382134749, 8804342343434, 8801037018646]","[1, 3, 2]",48000
1732,00001733,90500982,42985112,4,2020-02-21 13:41:10,2020-02-21 13:43:55,2020-02-21 13:43:55,2020-02-21 13:42:44,3,"[8801094222406, 8801056064761, 8809423620039, 8802673003249, 8801056001841]","[2, 5, 1, 3, 4]",112000
1733,00001734,90500982,99388073,2,2020-02-07 14:08:25,2020-02-07 14:11:04,NULL,2020-02-07 14:11:04,3,"[8804342398984, 8801043900027]","[2, 3]",20000
1734,00001735,90500982,60170980,1,2018-09-07 21:57:39,2018-09-07 21:57:39,NULL,NULL,1,"[8809332391303, 8804342398984, 8809382930231, 8801052727851]","[5, 1, 4, 3]",82000
1735,00001736,90500982,76430125,2,2019-01-04 21:45:36,2019-01-04 21:47:48,NULL,2019-01-04 21:47:48,2,"[8801043900027, 8801056036775, 8801056001858]","[1, 3, 5]",49000
1736,00001737,90500982,1477966,2,2019-04-04 08:39:34,2019-04-04 08:41:15,NULL,2019-04-04 08:41:15,5,[8801037018646],[4],10000
1737,00001738,13706789,33463785,2,2020-09-14 12:42:52,2020-09-14 12:45:09,NULL,2020-09-14 12:45:09,1,"[8806430012819, 8801056051747, 8801043900027]","[1, 2, 3]",59000
1738,00001739,13706789,22176965,1,2020-01-08 23:23:25,2020-01-08 23:23:25,NULL,NULL,4,"[8801056064761, 8801043900027, 8809382930231, 8805915531036]","[4, 1, 5, 2]",98000
1739,00001740,13706789,27206775,3,2018-07-18 02:06:25,2018-07-18 02:08:56,NULL,2018-07-18 02:07:32,2,[8804342398984],[2],4000
1740,00001741,13706789,46239733,3,2020-09-15 15:49:21,2020-09-15 15:58:48,NULL,2020-09-15 15:50:56,3,"[8806430012819, 8801043900027]","[3, 1]",46000
1741,00001742,13706789,92047329,1,2019-02-10 18:26:33,2019-02-10 18:26:33,NULL,NULL,5,"[8801037018646, 8806430012819, 8809332391303, 8801056487010]","[3, 4, 1, 2]",81000
1742,00001743,13706789,28606144,4,2019-07-01 21:11:39,2019-07-01 21:14:19,2019-07-01 21:14:19,2019-07-01 21:13:16,5,"[8809332391303, 8801043900027, 8804342343434]","[4, 3, 5]",53000
1743,00001744,13706789,84457962,3,2019-04-10 11:08:11,2019-04-10 11:25:22,NULL,2019-04-10 11:10:10,1,"[8801037018646, 8801094222406, 8806430012819, 8809173200130, 8809253640177]","[2, 5, 4, 3, 1]",108000
1744,00001745,13706789,1435584,4,2019-03-08 20:10:06,2019-03-08 20:16:09,2019-03-08 20:16:09,2019-03-08 20:11:19,2,"[8801056064761, 8803284605464, 8809382930231, 8809191574640]","[5, 1, 2, 3]",85000
1745,00001746,13706789,47033144,3,2020-08-14 14:02:55,2020-08-14 14:11:59,NULL,2020-08-14 14:04:05,2,"[8806430012819, 8801382134749, 8809332391303, 8801056003364]","[5, 1, 4, 2]",112000
1746,00001747,13706789,34792150,2,2018-06-14 05:57:44,2018-06-14 05:59:41,NULL,2018-06-14 05:59:41,4,"[8801094222406, 8803284605464]","[1, 4]",47000
1747,00001748,13706789,44858354,3,2018-05-05 20:07:04,2018-05-05 20:10:34,NULL,2018-05-05 20:08:14,1,"[8809423620039, 8804342343434, 8806002010427]","[5, 1, 2]",50000
1748,00001749,13706789,76430125,2,2018-02-18 06:31:53,2018-02-18 06:32:57,NULL,2018-02-18 06:32:57,1,"[8809125064124, 8804342343434, 8801056009731, 8801382137405]","[1, 3, 5, 4]",78000
1749,00001750,13706789,7770833,4,2020-02-20 03:51:38,2020-02-20 03:58:47,2020-02-20 03:58:47,2020-02-20 03:53:53,1,"[8801056051747, 8803284605464, 8801382134749, 8801094473006, 8809323750010]","[3, 1, 5, 2, 4]",108000
1750,00001751,13706789,52970367,1,2019-05-07 03:24:38,2019-05-07 03:24:38,NULL,NULL,1,"[8803284605464, 8806430012819, 8809332391303, 8804074600546, 8809191574688]","[2, 1, 3, 4, 5]",96000
1751,00001752,13706789,22176965,3,2019-09-17 20:35:08,2019-09-17 20:52:19,NULL,2019-09-17 20:37:50,3,"[8809423620039, 8809068661169, 8801056001858]","[4, 1, 5]",89000
1752,00001753,69280165,36237228,2,2019-01-19 03:00:26,2019-01-19 03:02:00,NULL,2019-01-19 03:02:00,1,[8806002010427],[3],7000
1753,00001754,69280165,46239733,3,2018-07-14 09:19:29,2018-07-14 09:30:11,NULL,2018-07-14 09:22:21,2,[8801056051747],[5],13000
1754,00001755,69280165,27206775,4,2018-01-18 23:05:22,2018-01-18 23:11:18,2018-01-18 23:11:18,2018-01-18 23:08:08,3,"[8801094222406, 8801043900027, 8803284605464, 8801056054984]","[3, 1, 2, 5]",71000
1755,00001756,69280165,84166398,3,2018-08-16 22:35:13,2018-08-16 22:50:21,NULL,2018-08-16 22:37:41,1,"[8806430012819, 8801382134749, 8809332391303, 8809082727513]","[1, 3, 2, 4]",134000
1756,00001757,69280165,84166398,1,2019-05-13 17:19:11,2019-05-13 17:19:11,NULL,NULL,4,"[8801056036775, 8806430012819, 8806002010427, 8801056224011, 8801382127567]","[4, 5, 1, 2, 3]",85000
1757,00001758,69280165,56140451,3,2019-07-04 13:01:20,2019-07-04 13:21:27,NULL,2019-07-04 13:02:29,1,[8801382134749],[1],35000
1758,00001759,69280165,92047329,4,2020-05-03 20:13:34,2020-05-03 20:19:28,2020-05-03 20:19:28,2020-05-03 20:14:41,3,"[8801382134749, 8801056064761, 8809125064124, 8809082723379]","[5, 1, 2, 3]",101000
1759,00001760,69280165,27206775,4,2018-03-06 23:45:41,2018-03-06 23:48:34,2018-03-06 23:48:34,2018-03-06 23:46:57,5,"[8801094222406, 8806002010427, 8804342343434, 8809027332932]","[4, 3, 5, 2]",78000
1760,00001761,69280165,1435584,4,2018-04-17 04:02:53,2018-04-17 04:07:31,2018-04-17 04:07:31,2018-04-17 04:04:58,1,"[8809382930231, 8801094222406, 8801056051747, 8801097250413, 8809382930248]","[5, 3, 1, 2, 4]",113000
1761,00001762,69280165,37194251,2,2018-02-09 05:27:33,2018-02-09 05:28:54,NULL,2018-02-09 05:28:54,3,"[8801056036775, 8809382930231, 8809332391303]","[5, 4, 1]",72000
1762,00001763,69280165,7770833,3,2020-01-04 03:23:23,2020-01-04 03:39:01,NULL,2020-01-04 03:24:44,4,"[8809423620039, 8809382930231, 8804342398984, 8809228150014]","[3, 1, 5, 4]",92000
1763,00001764,69280165,22176965,2,2019-01-21 02:58:29,2019-01-21 03:00:31,NULL,2019-01-21 03:00:31,1,"[8801094222406, 8801382134749]","[3, 2]",69000
1764,00001765,69280165,74883731,4,2018-08-10 11:24:24,2018-08-10 11:31:54,2018-08-10 11:31:54,2018-08-10 11:27:00,3,"[8801056001858, 8806430012819, 8806002010427, 8801056038649]","[5, 1, 3, 2]",86000
1765,00001766,69280165,99208683,2,2020-04-02 14:04:55,2020-04-02 14:07:31,NULL,2020-04-02 14:07:31,5,"[8801382134749, 8801056051747, 8806430012819]","[5, 3, 1]",78000
1766,00001767,69280165,21795031,2,2020-07-17 03:04:22,2020-07-17 03:06:18,NULL,2020-07-17 03:06:18,2,"[8804342398984, 8809423620039, 8801037018646]","[5, 3, 1]",54000
